date,Pinal_cume,Pinal
2020-12-01,5,
2020-12-03,6,1
2020-12-09,7,1
2020-12-16,13,6
2020-12-17,50,37
2020-12-18,84,34
2020-12-19,111,27
2020-12-20,122,11
2020-12-21,273,151
2020-12-22,523,250
2020-12-23,896,373
2020-12-24,966,70
2020-12-26,1279,313
2020-12-27,1355,76
2020-12-28,1795,440
2020-12-29,2425,630
2020-12-30,3280,855
2020-12-31,3822,542
2021-01-01,3899,77
2021-01-02,4417,518
2021-01-03,4585,168
2021-01-04,5168,583
2021-01-05,5798,630
2021-01-06,6586,788
2021-01-07,7333,747
2021-01-08,8210,877
2021-01-09,8531,321
2021-01-10,8612,81
2021-01-11,9210,598
2021-01-12,10056,846
2021-01-13,11230,1174
2021-01-14,12452,1222
2021-01-15,13554,1102
2021-01-16,14580,1026
2021-01-17,14787,207
2021-01-18,15460,673
2021-01-19,16585,1125
2021-01-20,18125,1540
2021-01-21,19734,1609
2021-01-22,21407,1673
2021-01-23,22798,1391
2021-01-24,23221,423
2021-01-25,24432,1211
2021-01-26,25795,1363
2021-01-27,27599,1804
2021-01-28,29483,1884
2021-01-29,31441,1958
2021-01-30,32824,1383
2021-01-31,33173,349
2021-02-01,34916,1743
2021-02-02,36957,2041
2021-02-03,39222,2265
2021-02-04,41530,2308
2021-02-05,44293,2763
2021-02-06,46440,2147
2021-02-07,46970,530
2021-02-08,49039,2069
2021-02-09,51482,2443
2021-02-10,54566,3084
2021-02-11,57776,3210
2021-02-12,61507,3731
2021-02-13,65054,3547
2021-02-14,65747,693
2021-02-15,67230,1483
2021-02-16,69336,2106
2021-02-17,71680,2344
2021-02-18,74153,2473
2021-02-19,76137,1984
2021-02-20,77922,1785
2021-02-21,78435,513
2021-02-22,79904,1469
2021-02-23,81869,1965
2021-02-24,84695,2826
2021-02-25,88426,3731
2021-02-26,92402,3976
2021-02-27,94768,2366
2021-02-28,95691,923
2021-03-01,98837,3146
2021-03-02,102384,3547
2021-03-03,106623,4239
2021-03-04,110833,4210
2021-03-05,114487,3654
2021-03-06,117590,3103
2021-03-07,118747,1157
2021-03-08,121871,3124
2021-03-09,125249,3378
2021-03-10,128889,3640
2021-03-11,133709,4820
2021-03-12,138029,4320
2021-03-13,140717,2688
2021-03-14,141946,1229
2021-03-15,144748,2802
2021-03-16,148233,3485
2021-03-17,152035,3802
2021-03-18,156032,3997
2021-03-19,159567,3535
2021-03-20,162017,2450
2021-03-21,163512,1495
2021-03-22,166315,2803
2021-03-23,169507,3192
2021-03-24,173579,4072
2021-03-25,177718,4139
2021-03-26,182243,4525
2021-03-27,184530,2287
2021-03-28,186445,1915
2021-03-29,189998,3553
2021-03-30,193816,3818
2021-03-31,198081,4265
2021-04-01,202584,4503
2021-04-02,205503,2919
2021-04-03,207944,2441
2021-04-04,208772,828
2021-04-05,211759,2987
2021-04-06,215363,3604
2021-04-07,219183,3820
2021-04-08,222835,3652
2021-04-09,226098,3263
2021-04-10,228400,2302
2021-04-11,229642,1242
2021-04-12,232616,2974
2021-04-13,235268,2652
2021-04-14,238253,2985
2021-04-15,241315,3062
2021-04-16,244771,3456
2021-04-17,246478,1707
2021-04-18,247780,1302
2021-04-19,250706,2926
2021-04-20,254027,3321
2021-04-21,257897,3870
2021-04-22,260824,2927
2021-04-23,263209,2385
2021-04-24,265316,2107
2021-04-25,266834,1518
2021-04-26,269270,2436
2021-04-27,271999,2729
2021-04-28,274484,2485
2021-04-29,276516,2032
2021-04-30,278680,2164
2021-05-01,280062,1382
2021-05-02,280965,903
2021-05-03,282665,1700
2021-05-04,284765,2100
2021-05-05,286843,2078
2021-05-06,288487,1644
2021-05-07,290193,1706
2021-05-08,291620,1427
2021-05-09,292258,638
2021-05-10,293676,1418
2021-05-11,295259,1583
2021-05-12,297304,2045
2021-05-13,299354,2050
2021-05-14,301453,2099
2021-05-15,303016,1563
2021-05-16,303992,976
2021-05-17,305629,1637
2021-05-18,307175,1546
2021-05-19,309148,1973
2021-05-20,310879,1731
2021-05-21,312505,1626
2021-05-22,314025,1520
2021-05-23,314554,529
2021-05-24,315704,1150
2021-05-25,316951,1247
2021-05-26,318325,1374
2021-05-27,319586,1261
2021-05-28,321089,1503
2021-05-29,321816,727
2021-05-30,322222,406
2021-05-31,322476,254
2021-06-01,323647,1171
2021-06-02,324798,1151
2021-06-03,325923,1125
2021-06-04,327269,1346
2021-06-05,328330,1061
2021-06-06,328804,474
2021-06-07,329803,999
2021-06-08,330743,940
2021-06-09,331952,1209
2021-06-10,333047,1095
2021-06-11,334316,1269
2021-06-12,335229,913
2021-06-13,335698,469
2021-06-14,336616,918
2021-06-15,337546,930
2021-06-16,338410,864
2021-06-17,339415,1005
2021-06-18,340620,1205
2021-06-19,341302,682
2021-06-20,341695,393
2021-06-21,342416,721
2021-06-22,343192,776
2021-06-23,344135,943
2021-06-24,344891,756
2021-06-25,345857,966
2021-06-26,346392,535
2021-06-27,346825,433
2021-06-28,347465,640
2021-06-29,348200,735
2021-06-30,348954,754
2021-07-01,349667,713
2021-07-02,350507,840
2021-07-03,351071,564
2021-07-04,351188,117
2021-07-05,351795,607
2021-07-06,352460,665
2021-07-07,353146,686
2021-07-08,353806,660
2021-07-09,354583,777
2021-07-10,355043,460
2021-07-11,355282,239
2021-07-12,355958,676
2021-07-13,356648,690
2021-07-14,357244,596
2021-07-15,357826,582
2021-07-16,358623,797
2021-07-17,359207,584
2021-07-18,359601,394
2021-07-19,360345,744
2021-07-20,361113,768
2021-07-21,362038,925
2021-07-22,362841,803
2021-07-23,363868,1027
2021-07-24,364614,746
2021-07-25,365134,520
2021-07-26,365969,835
2021-07-27,366785,816
2021-07-28,367729,944
2021-07-29,368592,863
2021-07-30,369774,1182
2021-07-31,370587,813
2021-08-01,371095,508
2021-08-02,371916,821
2021-08-03,372736,820
2021-08-04,373642,906
2021-08-05,374540,898
2021-08-06,375811,1271
2021-08-07,376628,817
2021-08-08,377102,474
2021-08-09,378043,941
2021-08-10,378923,880
2021-08-11,379813,890
2021-08-12,380766,953
2021-08-13,382026,1260
2021-08-14,382981,955
2021-08-15,383546,565
2021-08-16,384709,1163
2021-08-17,385771,1062
2021-08-18,386970,1199
2021-08-19,387903,933
2021-08-20,389172,1269
2021-08-21,390029,857
2021-08-22,390618,589
2021-08-23,391802,1184
2021-08-24,392776,974
2021-08-25,393818,1042
2021-08-26,394659,841
2021-08-27,395872,1213
2021-08-28,396730,858
2021-08-29,397255,525
2021-08-30,398247,992
2021-08-31,399119,872
2021-09-01,400060,941
2021-09-02,400787,727
2021-09-03,402071,1284
2021-09-04,402754,683
2021-09-05,403164,410
2021-09-06,403360,196
2021-09-07,404240,880
2021-09-08,405045,805
2021-09-09,405734,689
2021-09-10,406879,1145
2021-09-11,407692,813
2021-09-12,408129,437
2021-09-13,409084,955
2021-09-14,409924,840
2021-09-15,410534,610
2021-09-16,411227,693
2021-09-17,412296,1069
2021-09-18,413020,724
2021-09-19,413379,359
2021-09-20,413874,495
2021-09-21,414531,657
2021-09-22,415235,704
2021-09-23,415908,673
2021-09-24,416961,1053
2021-09-25,417740,779
2021-09-26,418166,426
2021-09-27,419110,944
2021-09-28,420040,930
2021-09-29,420994,954
2021-09-30,421912,918
2021-10-01,422950,1038
2021-10-02,423583,633
2021-10-03,423921,338
2021-10-04,424827,906
2021-10-05,425726,899
2021-10-06,426615,889
2021-10-07,427460,845
2021-10-08,428312,852
2021-10-09,428955,643
2021-10-10,429309,354
2021-10-11,430224,915
2021-10-12,430661,437
2021-10-13,431237,576
2021-10-14,431999,762
2021-10-15,432891,892
2021-10-16,433390,499
2021-10-17,433715,325
2021-10-18,434416,701
2021-10-19,435054,638
2021-10-20,435694,640
2021-10-21,436392,698
2021-10-22,437962,1570
2021-10-23,438975,1013
2021-10-24,439557,582
2021-10-25,441144,1587
2021-10-26,442619,1475
2021-10-27,444140,1521
2021-10-28,445795,1655
2021-10-29,447478,1683
2021-10-30,448208,730
2021-10-31,448617,409
2021-11-01,450052,1435
2021-11-02,451492,1440
2021-11-03,452794,1302
2021-11-04,454237,1443
2021-11-05,456092,1855
2021-11-06,457613,1521
2021-11-07,458128,515
2021-11-08,459737,1609
2021-11-09,461275,1538
2021-11-10,462858,1583
2021-11-11,464290,1432
2021-11-12,466036,1746
2021-11-13,466970,934
2021-11-14,467472,502
2021-11-15,468940,1468
2021-11-16,470321,1381
2021-11-17,471974,1653
2021-11-18,473622,1648
2021-11-19,475381,1759
2021-11-20,476630,1249
2021-11-21,477126,496
2021-11-22,478741,1615
2021-11-23,480561,1820
2021-11-24,481978,1417
2021-11-25,481987,9
2021-11-26,483056,1069
2021-11-27,483666,610
2021-11-28,484121,455
2021-11-29,485628,1507
2021-11-30,487347,1719
2021-12-01,489182,1835
2021-12-02,491021,1839
2021-12-03,492909,1888
2021-12-04,493807,898
2021-12-05,494324,517
2021-12-06,496040,1716
2021-12-07,498157,2117
2021-12-08,500086,1929
2021-12-09,502092,2006
2021-12-10,504116,2024
2021-12-11,505234,1118
2021-12-12,505718,484
2021-12-13,507099,1381
2021-12-14,508172,1073
2021-12-15,509643,1471
2021-12-16,511403,1760
2021-12-17,512878,1475
2021-12-18,513705,827
2021-12-19,514218,513
2021-12-20,515955,1737
2021-12-21,517468,1513
2021-12-22,519128,1660
2021-12-23,520484,1356
2021-12-24,520891,407
2021-12-25,520897,6
2021-12-26,521316,419
2021-12-27,522569,1253
2021-12-28,524012,1443
2021-12-29,525404,1392
2021-12-30,526802,1398
2021-12-31,527398,596
2022-01-01,527487,89
2022-01-02,527919,432
2022-01-03,528350,431
