date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,315,413,433,645,399,8
1/10/2021,574,697,807,1112,911,12
1/11/2021,583,706,815,1130,937,13
1/12/2021,602,732,843,1181,1021,13
1/13/2021,647,780,932,1273,1201,14
1/14/2021,680,825,987,1347,1311,16
1/15/2021,695,836,1000,1366,1357,16
1/16/2021,717,866,1044,1413,1501,18
1/17/2021,719,868,1047,1417,1517,19
1/18/2021,726,871,1060,1438,1664,20
1/19/2021,759,925,1113,1516,1814,22
1/2/2021,337,443,457,677,409,8
1/20/2021,801,976,1179,1612,2085,22
1/21/2021,924,1135,1356,1852,2765,23
1/22/2021,1059,1273,1532,2106,3689,26
1/23/2021,1100,1329,1586,2213,4821,30
1/24/2021,1116,1347,1610,2291,6011,31
1/25/2021,1139,1372,1644,2368,6653,31
1/26/2021,1150,1385,1672,2416,7007,31
1/27/2021,1222,1439,1747,2599,8256,34
1/28/2021,1273,1508,1857,2807,9634,41
1/29/2021,1353,1565,1953,2992,10848,46
1/3/2021,337,445,457,678,410,8
1/30/2021,1402,1593,2009,3080,11479,47
1/31/2021,1439,1621,2059,3166,12178,50
1/4/2021,346,450,469,686,415,8
1/5/2021,353,458,484,705,435,8
1/6/2021,361,465,497,728,470,9
1/7/2021,445,565,638,865,666,10
1/8/2021,540,668,769,1070,866,12
1/9/2021,573,696,806,1112,908,12
12/1/2020,,,,,1,
12/10/2020,1,,,,1,
12/11/2020,1,,,,1,
12/12/2020,1,,,,1,
12/13/2020,1,,,,1,
12/14/2020,1,,,,1,
12/15/2020,1,,,,1,
12/16/2020,1,1,1,,1,
12/17/2020,1,1,1,,3,
12/18/2020,1,1,1,,3,
12/19/2020,2,1,1,,5,
12/2/2020,,,,,1,
12/20/2020,2,1,1,3,5,
12/21/2020,2,3,1,4,5,
12/22/2020,34,76,100,120,50,
12/23/2020,109,170,178,266,96,1
12/24/2020,119,181,187,279,102,2
12/25/2020,123,184,191,282,104,2
12/26/2020,128,190,198,297,109,2
12/27/2020,131,193,200,302,110,2
12/28/2020,147,197,208,323,135,2
12/29/2020,187,239,264,398,223,5
12/3/2020,,,,,1,
12/30/2020,291,395,402,594,371,8
12/31/2020,314,412,432,641,391,8
12/4/2020,,,,,1,
12/5/2020,,,,,1,
12/6/2020,1,,,,1,
12/7/2020,1,,,,1,
