Category,value
tests,482454
Yuma,10269
Yavapai,12257
Santa Cruz,1822
Pinal,30792
Pima,50441
Navajo,4021
Mohave,9840
Maricopa,333935
La Paz,1552
Greenlee,197
Graham,1069
Gila,4739
Coconino,6045
Cochise,5222
Apache,1126
Unknown,402
65 years and older,114155
55 - 64 years,91623
45 - 54 years,85249
20 - 44 years,168294
Less than 20 years,22731
positive,0.1541203928250155
