date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity
2021-05-11 00:00:00,67,2,0.0298507462686567,1.0,0.0,0
2021-05-10 00:00:00,4079,218,0.0534444716842363,132.0,70.0,0.5303030303030304
2021-05-09 00:00:00,3600,258,0.0716666666666667,76.0,27.0,0.3552631578947369
2021-05-08 00:00:00,4530,296,0.0653421633554084,308.0,189.0,0.6136363636363636
2021-05-07 00:00:00,7925,447,0.056403785488959,535.0,304.0,0.5682242990654206
2021-05-06 00:00:00,8203,492,0.0599780568084847,763.0,444.0,0.5819134993446922
2021-05-05 00:00:00,8907,503,0.0564724374087796,806.0,441.0,0.5471464019851118
2021-05-04 00:00:00,9290,545,0.0586652314316469,894.0,486.0,0.5436241610738256
2021-05-03 00:00:00,10536,508,0.0482156416097191,620.0,295.0,0.4758064516129032
2021-05-02 00:00:00,4509,319,0.0707473941006875,234.0,139.0,0.594017094017094
2021-05-01 00:00:00,4853,342,0.0704718730682052,318.0,199.0,0.6257861635220126
2021-04-30 00:00:00,8254,511,0.0619093772716259,683.0,382.0,0.5592972181551976
2021-04-29 00:00:00,8577,453,0.0528156698146205,862.0,472.0,0.5475638051044084
2021-04-28 00:00:00,9044,539,0.0595975232198142,872.0,482.0,0.5527522935779816
2021-04-27 00:00:00,9808,530,0.0540375203915171,815.0,442.0,0.5423312883435584
2021-04-26 00:00:00,10502,615,0.0585602742334793,618.0,311.0,0.5032362459546926
2021-04-25 00:00:00,4336,318,0.073339483394834,154.0,74.0,0.4805194805194806
2021-04-24 00:00:00,4672,332,0.0710616438356165,347.0,216.0,0.622478386167147
2021-04-23 00:00:00,8425,479,0.0568545994065282,632.0,358.0,0.5664556962025318
2021-04-22 00:00:00,8524,535,0.0627639605818864,829.0,490.0,0.5910735826296744
2021-04-21 00:00:00,9153,510,0.0557194362504097,856.0,420.0,0.4906542056074766
2021-04-20 00:00:00,10304,556,0.0539596273291925,756.0,436.0,0.5767195767195768
2021-04-19 00:00:00,11141,585,0.0525087514585764,573.0,268.0,0.4677137870855148
2021-04-18 00:00:00,4746,304,0.0640539401601349,195.0,116.0,0.594871794871795
2021-04-17 00:00:00,4891,345,0.0705377223471683,329.0,203.0,0.6170212765957448
2021-04-16 00:00:00,8590,485,0.0564610011641444,597.0,314.0,0.525963149078727
2021-04-15 00:00:00,9068,523,0.057675341861491,759.0,408.0,0.5375494071146246
2021-04-14 00:00:00,9509,535,0.056262488169103,943.0,501.0,0.5312831389183458
2021-04-13 00:00:00,10116,513,0.050711743772242,870.0,519.0,0.596551724137931
2021-04-12 00:00:00,11039,566,0.0512727602137875,614.0,292.0,0.47557003257329
2021-04-11 00:00:00,4171,310,0.0743227043874371,194.0,114.0,0.5876288659793816
2021-04-10 00:00:00,5062,333,0.0657842749901225,319.0,198.0,0.6206896551724138
2021-04-09 00:00:00,8756,451,0.0515075376884422,581.0,296.0,0.5094664371772806
2021-04-08 00:00:00,8694,477,0.0548654244306418,864.0,441.0,0.5104166666666666
2021-04-07 00:00:00,9065,438,0.0483177054605626,848.0,418.0,0.4929245283018868
2021-04-06 00:00:00,9947,496,0.0498642806876445,828.0,401.0,0.4842995169082126
2021-04-05 00:00:00,10542,570,0.0540694365395561,658.0,318.0,0.4832826747720366
2021-04-04 00:00:00,3132,173,0.0552362707535121,105.0,40.0,0.380952380952381
2021-04-03 00:00:00,5473,327,0.0597478530970217,398.0,176.0,0.442211055276382
2021-04-02 00:00:00,8827,412,0.0466749745100261,666.0,298.0,0.4474474474474475
2021-04-01 00:00:00,9257,448,0.0483958085772929,902.0,464.0,0.5144124168514412
2021-03-31 00:00:00,10005,521,0.0520739630184908,1024.0,507.0,0.4951171875
2021-03-30 00:00:00,11236,532,0.0473478106087576,828.0,423.0,0.5108695652173914
2021-03-29 00:00:00,11427,533,0.0466439135381115,775.0,416.0,0.5367741935483872
2021-03-28 00:00:00,4937,282,0.0571197083248937,226.0,116.0,0.513274336283186
2021-03-27 00:00:00,5186,329,0.0634400308522947,415.0,240.0,0.5783132530120482
2021-03-26 00:00:00,9500,481,0.0506315789473684,814.0,397.0,0.4877149877149878
2021-03-25 00:00:00,9589,483,0.0503702158723537,967.0,494.0,0.5108583247156154
2021-03-24 00:00:00,9897,493,0.0498130746690916,958.0,472.0,0.4926931106471816
2021-03-23 00:00:00,10772,475,0.0440958039361307,985.0,463.0,0.4700507614213198
2021-03-22 00:00:00,11794,536,0.0454468373749364,673.0,282.0,0.4190193164933136
2021-03-21 00:00:00,5023,278,0.0553454111088991,235.0,113.0,0.4808510638297872
2021-03-20 00:00:00,5492,325,0.0591769847050255,392.0,175.0,0.4464285714285715
2021-03-19 00:00:00,9329,391,0.0419123164326294,765.0,339.0,0.4431372549019608
2021-03-18 00:00:00,9287,440,0.0473780553461828,777.0,387.0,0.4980694980694982
2021-03-17 00:00:00,9503,430,0.0452488687782805,858.0,434.0,0.5058275058275058
2021-03-16 00:00:00,10538,483,0.0458341241222243,939.0,457.0,0.4866879659211928
2021-03-15 00:00:00,11384,553,0.0485769501054111,651.0,329.0,0.5053763440860216
2021-03-14 00:00:00,5017,267,0.0532190552122783,155.0,69.0,0.4451612903225807
2021-03-13 00:00:00,5411,325,0.0600628349658104,304.0,146.0,0.4802631578947368
2021-03-12 00:00:00,10023,452,0.0450962785593136,780.0,355.0,0.4551282051282052
2021-03-11 00:00:00,10896,475,0.0435939794419971,792.0,389.0,0.4911616161616162
2021-03-10 00:00:00,11543,504,0.0436628259551243,983.0,425.0,0.4323499491353001
2021-03-09 00:00:00,12042,543,0.0450921773791729,819.0,375.0,0.457875457875458
2021-03-08 00:00:00,12954,647,0.0499459626370233,676.0,306.0,0.4526627218934912
2021-03-07 00:00:00,5583,366,0.0655561526061257,161.0,72.0,0.4472049689440994
2021-03-06 00:00:00,6434,435,0.0676095741373951,346.0,141.0,0.407514450867052
2021-03-05 00:00:00,11755,584,0.0496809868141217,833.0,386.0,0.4633853541416568
2021-03-04 00:00:00,11660,562,0.0481989708404803,891.0,385.0,0.4320987654320988
2021-03-03 00:00:00,13114,655,0.049946621930761,868.0,405.0,0.4665898617511522
2021-03-02 00:00:00,13371,677,0.0506319646997233,877.0,407.0,0.4640820980615736
2021-03-01 00:00:00,13587,750,0.0551998233605652,724.0,330.0,0.4558011049723758
2021-02-28 00:00:00,5864,428,0.072987721691678,191.0,81.0,0.4240837696335079
2021-02-27 00:00:00,6641,498,0.0749887065201024,340.0,157.0,0.461764705882353
2021-02-26 00:00:00,11726,671,0.0572232645403377,763.0,366.0,0.4796854521625164
2021-02-25 00:00:00,12100,713,0.0589256198347107,972.0,448.0,0.4609053497942388
2021-02-24 00:00:00,12055,792,0.065698880132725,983.0,444.0,0.451678535096643
2021-02-23 00:00:00,13933,826,0.0592837149214096,993.0,467.0,0.4702920443101712
2021-02-22 00:00:00,14679,1073,0.0730976224538456,946.0,417.0,0.4408033826638478
2021-02-21 00:00:00,6542,596,0.0911036380311831,295.0,126.0,0.4271186440677966
2021-02-20 00:00:00,7466,724,0.0969729440128583,382.0,162.0,0.4240837696335079
2021-02-19 00:00:00,12737,1012,0.0794535604930518,919.0,376.0,0.4091403699673558
2021-02-18 00:00:00,13892,1205,0.0867405701122948,986.0,431.0,0.4371196754563895
2021-02-17 00:00:00,14519,1286,0.0885735932226737,1206.0,519.0,0.4303482587064677
2021-02-16 00:00:00,15391,1337,0.0868689493860048,1034.0,458.0,0.4429400386847196
2021-02-15 00:00:00,12574,1267,0.1007634801972324,851.0,366.0,0.4300822561692127
2021-02-14 00:00:00,5322,520,0.0977076287110109,262.0,90.0,0.3435114503816794
2021-02-13 00:00:00,7186,668,0.0929585304759254,347.0,141.0,0.4063400576368877
2021-02-12 00:00:00,12228,1001,0.0818613019299967,1040.0,494.0,0.475
2021-02-11 00:00:00,14554,1102,0.0757180156657964,1149.0,482.0,0.4194952132288947
2021-02-10 00:00:00,15971,1360,0.0851543422453197,999.0,486.0,0.4864864864864866
2021-02-09 00:00:00,15930,1332,0.0836158192090395,999.0,411.0,0.4114114114114114
2021-02-08 00:00:00,16910,1570,0.0928444707273803,1043.0,462.0,0.4429530201342282
2021-02-07 00:00:00,6807,810,0.118995152049361,211.0,83.0,0.3933649289099526
