date,Coconino_cume,Coconino
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,5,1
1/14/2021,6,1
1/15/2021,7,1
1/16/2021,13,6
1/17/2021,159,146
1/18/2021,300,141
1/19/2021,515,215
1/2/2021,563,48
1/20/2021,567,4
1/21/2021,570,3
1/22/2021,607,37
1/23/2021,908,301
1/24/2021,1256,348
1/25/2021,1366,110
1/26/2021,1438,72
1/27/2021,1523,85
1/28/2021,1733,210
1/29/2021,2052,319
1/3/2021,2468,416
1/30/2021,2685,217
1/31/2021,2803,118
1/4/2021,2869,66
1/5/2021,2876,7
1/6/2021,3231,355
1/7/2021,3601,370
1/8/2021,4115,514
1/9/2021,4700,585
12/1/2020,5343,643
12/10/2020,5423,80
12/12/2020,5429,6
12/13/2020,5764,335
12/15/2020,6334,570
12/16/2020,6854,520
12/17/2020,7500,646
12/18/2020,8684,1184
12/19/2020,8788,104
12/2/2020,8792,4
12/20/2020,8971,179
12/21/2020,9384,413
12/22/2020,10940,1556
12/23/2020,11833,893
12/24/2020,12736,903
12/25/2020,13139,403
12/26/2020,13158,19
12/27/2020,13722,564
12/28/2020,14235,513
12/29/2020,15557,1322
12/30/2020,16806,1249
12/31/2020,17736,930
12/4/2020,18073,337
12/7/2020,18106,33
2/1/2021,19011,905
2/10/2021,19893,882
2/11/2021,21578,1685
2/12/2021,23657,2079
2/13/2021,25897,2240
2/14/2021,27497,1600
2/15/2021,27538,41
2/16/2021,28437,899
2/17/2021,29358,921
2/18/2021,31979,2621
2/19/2021,33622,1643
2/2/2021,36378,2756
2/20/2021,37891,1513
2/21/2021,37925,34
2/22/2021,39138,1213
2/23/2021,40772,1634
2/24/2021,43592,2820
2/25/2021,44738,1146
2/26/2021,46093,1355
2/27/2021,47152,1059
2/28/2021,47168,16
2/3/2021,47568,400
2/4/2021,48117,549
2/5/2021,50094,1977
2/6/2021,51779,1685
2/7/2021,53513,1734
2/8/2021,55193,1680
2/9/2021,55291,98
3/1/2021,56926,1635
3/10/2021,58745,1819
3/11/2021,60519,1774
3/12/2021,62727,2208
3/13/2021,64492,1765
3/14/2021,65359,867
3/15/2021,65456,97
3/16/2021,66428,972
3/17/2021,67351,923
3/18/2021,70232,2881
3/19/2021,72179,1947
3/2/2021,74767,2588
3/20/2021,75916,1149
3/21/2021,75974,58
3/22/2021,77324,1350
3/23/2021,79249,1925
3/24/2021,81045,1796
3/25/2021,82550,1505
3/26/2021,84191,1641
3/27/2021,85238,1047
3/28/2021,85321,83
3/29/2021,86069,748
3/3/2021,87950,1881
3/30/2021,89703,1753
3/31/2021,91692,1989
3/4/2021,93914,2222
3/5/2021,94477,563
3/6/2021,94628,151
3/7/2021,96453,1825
3/8/2021,98304,1851
3/9/2021,100154,1850
4/1/2021,101587,1433
4/10/2021,103120,1533
4/11/2021,103686,566
4/12/2021,103785,99
4/13/2021,104665,880
4/14/2021,106004,1339
4/15/2021,107068,1064
4/16/2021,108352,1284
4/17/2021,109633,1281
4/18/2021,110232,599
4/19/2021,110335,103
4/2/2021,110877,542
4/20/2021,111911,1034
4/21/2021,112813,902
4/22/2021,113742,929
4/23/2021,114903,1161
4/24/2021,115255,352
4/25/2021,115358,103
4/26/2021,116379,1021
4/27/2021,117390,1011
4/28/2021,118212,822
4/29/2021,119269,1057
4/3/2021,120413,1144
4/30/2021,120718,305
4/4/2021,120867,149
4/5/2021,121447,580
4/6/2021,122473,1026
4/7/2021,123250,777
4/8/2021,124023,773
4/9/2021,124789,766
5/1/2021,125191,402
5/10/2021,125250,59
5/11/2021,125721,471
5/12/2021,126251,530
5/13/2021,126779,528
5/14/2021,127197,418
5/15/2021,127745,548
5/16/2021,127966,221
5/17/2021,128047,81
5/18/2021,128401,354
5/19/2021,128669,268
5/2/2021,129052,383
5/20/2021,129666,614
5/21/2021,130398,732
5/22/2021,130711,313
5/23/2021,130816,105
5/24/2021,131277,461
5/25/2021,131593,316
5/26/2021,132060,467
5/27/2021,132400,340
5/28/2021,132876,476
5/29/2021,133180,304
5/3/2021,133274,94
5/30/2021,133551,277
5/31/2021,133795,244
5/4/2021,134229,434
5/5/2021,134480,251
5/6/2021,134830,350
