date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,110,97,60,68,68,3
1/1/2022,11652,7501,7378,7062,10725,15077
1/10/2021,265,213,165,161,202,6
1/10/2022,11843,7610,7516,7219,10812,15478
1/11/2021,281,233,190,180,218,6
1/11/2022,11895,7628,7560,7261,10840,15564
1/12/2021,301,248,213,208,263,6
1/12/2022,11927,7651,7589,7294,10860,15646
1/13/2021,311,258,220,219,435,6
1/13/2022,11965,7676,7609,7309,10872,15726
1/14/2021,322,271,230,231,599,6
1/14/2022,12001,7703,7632,7328,10877,15821
1/15/2021,338,285,241,240,765,6
1/15/2022,12025,7721,7641,7335,10877,15873
1/16/2021,344,288,241,240,770,6
1/16/2022,12043,7725,7650,7338,10880,15896
1/17/2021,345,289,241,242,774,6
1/17/2022,12048,7732,7659,7347,10883,15920
1/18/2021,347,294,243,246,781,6
1/18/2022,12083,7749,7679,7374,10887,16014
1/19/2021,352,304,245,251,825,6
1/19/2022,12123,7770,7707,7396,10902,16118
1/2/2021,111,97,60,69,69,3
1/2/2022,11662,7504,7381,7067,10731,15089
1/20/2021,372,320,266,270,1155,8
1/20/2022,12133,7776,7715,7403,10904,16141
1/21/2021,387,341,285,287,1471,8
1/22/2021,417,372,323,317,1890,9
1/23/2021,423,377,324,319,1898,9
1/24/2021,423,379,324,321,1900,9
1/25/2021,439,389,340,340,1926,9
1/26/2021,463,406,357,362,2225,10
1/27/2021,483,427,372,387,2293,11
1/28/2021,508,454,412,457,2591,11
1/29/2021,562,518,504,530,2761,12
1/3/2021,113,99,60,70,70,3
1/3/2022,11685,7516,7395,7084,10738,15145
1/30/2021,583,533,518,550,2772,12
1/31/2021,595,540,523,562,2782,12
1/4/2021,132,115,70,83,77,3
1/4/2022,11707,7525,7409,7100,10751,15188
1/5/2021,159,125,88,95,87,3
1/5/2022,11729,7544,7430,7123,10764,15236
1/6/2021,189,157,112,116,97,4
1/6/2022,11761,7563,7447,7136,10779,15295
1/7/2021,213,175,130,131,182,5
1/7/2022,11786,7572,7477,7161,10791,15360
1/8/2021,262,210,162,159,201,5
1/8/2022,11803,7580,7487,7176,10794,15401
1/9/2021,265,211,164,160,202,5
1/9/2022,11817,7591,7494,7186,10797,15444
10/1/2021,10366,6424,6470,6335,9916,6221
