date,Graham_cume,Graham
2020-12-06,1,
2020-12-17,81,80
2020-12-18,148,67
2020-12-20,149,1
2020-12-21,197,48
2020-12-22,243,46
2020-12-23,374,131
2020-12-24,435,61
2020-12-26,445,10
2020-12-27,448,3
2020-12-28,603,155
2020-12-29,756,153
2020-12-30,875,119
2020-12-31,961,86
2021-01-01,973,12
2021-01-02,976,3
2021-01-04,1118,142
2021-01-05,1233,115
2021-01-06,1355,122
2021-01-07,1597,242
2021-01-08,1868,271
2021-01-09,1870,2
2021-01-11,2008,138
2021-01-12,2175,167
2021-01-13,2386,211
2021-01-14,2682,296
2021-01-15,3297,615
2021-01-16,3356,59
2021-01-17,3359,3
2021-01-18,3513,154
2021-01-19,3809,296
2021-01-20,4097,288
2021-01-21,4359,262
2021-01-22,4641,282
2021-01-23,4885,244
2021-01-24,4888,3
2021-01-25,5070,182
2021-01-26,5246,176
2021-01-27,5532,286
2021-01-28,5833,301
2021-01-29,6243,410
2021-01-30,6345,102
2021-01-31,6346,1
2021-02-01,6540,194
2021-02-02,6744,204
2021-02-03,7015,271
2021-02-04,7291,276
2021-02-05,7638,347
2021-02-06,7905,267
2021-02-07,7906,1
2021-02-08,8122,216
2021-02-09,8338,216
2021-02-10,8609,271
2021-02-11,9014,405
2021-02-12,9749,735
2021-02-13,9973,224
2021-02-14,9975,2
2021-02-15,10153,178
2021-02-16,10361,208
2021-02-17,10595,234
2021-02-18,11006,411
2021-02-19,11364,358
2021-02-20,11694,330
2021-02-21,11695,1
2021-02-22,11853,158
2021-02-23,12092,239
2021-02-24,12431,339
2021-02-25,12779,348
2021-02-26,13098,319
2021-02-27,13136,38
2021-02-28,13149,13
2021-03-01,13376,227
2021-03-02,13645,269
2021-03-03,13977,332
2021-03-04,14254,277
2021-03-05,14468,214
2021-03-06,14737,269
2021-03-07,14740,3
2021-03-08,14925,185
2021-03-09,15173,248
2021-03-10,15521,348
2021-03-11,15851,330
2021-03-12,16299,448
2021-03-13,16567,268
2021-03-14,16570,3
2021-03-15,16833,263
2021-03-16,17025,192
2021-03-17,17326,301
2021-03-18,17591,265
2021-03-19,17788,197
2021-03-20,17808,20
2021-03-21,17813,5
2021-03-22,18011,198
2021-03-23,18281,270
2021-03-24,18595,314
2021-03-25,18867,272
2021-03-26,19121,254
2021-03-27,19242,121
2021-03-28,19246,4
2021-03-29,19480,234
2021-03-30,19684,204
2021-03-31,20050,366
2021-04-01,20363,313
2021-04-02,20486,123
2021-04-03,20507,21
2021-04-04,20517,10
2021-04-05,20686,169
2021-04-06,20926,240
2021-04-07,21316,390
2021-04-08,21653,337
2021-04-09,21799,146
2021-04-10,21939,140
2021-04-11,21947,8
2021-04-12,22060,113
2021-04-13,22222,162
2021-04-14,22489,267
2021-04-15,22661,172
2021-04-16,22849,188
2021-04-17,22877,28
2021-04-18,22880,3
2021-04-19,22996,116
2021-04-20,23201,205
2021-04-21,23457,256
2021-04-22,23701,244
2021-04-23,23885,184
2021-04-24,23999,114
2021-04-25,24004,5
2021-04-26,24168,164
2021-04-27,24335,167
2021-04-28,24537,202
2021-04-29,24777,240
2021-04-30,24850,73
2021-05-01,24878,28
2021-05-02,24883,5
2021-05-03,24954,71
2021-05-04,25083,129
2021-05-05,25315,232
2021-05-06,25529,214
2021-05-07,25606,77
2021-05-08,25657,51
2021-05-09,25658,1
2021-05-10,25703,45
2021-05-11,25780,77
2021-05-12,25943,163
2021-05-13,26100,157
2021-05-14,26220,120
2021-05-15,26242,22
2021-05-16,26248,6
2021-05-17,26339,91
2021-05-18,26429,90
2021-05-19,26589,160
2021-05-20,26740,151
2021-05-21,26850,110
2021-05-22,26913,63
2021-05-23,26917,4
2021-05-24,26984,67
2021-05-25,27067,83
2021-05-26,27133,66
2021-05-27,27226,93
2021-05-28,27313,87
2021-05-29,27322,9
2021-05-30,27326,4
2021-05-31,27334,8
2021-06-01,27418,84
2021-06-02,27501,83
2021-06-03,27574,73
2021-06-04,27665,91
2021-06-05,27682,17
2021-06-06,27692,10
2021-06-07,27728,36
2021-06-08,27783,55
2021-06-09,27818,35
2021-06-10,27952,134
2021-06-11,27995,43
2021-06-12,28030,35
2021-06-13,28033,3
2021-06-14,28112,79
2021-06-15,28167,55
2021-06-16,28214,47
2021-06-17,28275,61
2021-06-18,28350,75
2021-06-19,28368,18
2021-06-20,28375,7
2021-06-21,28417,42
2021-06-22,28464,47
2021-06-23,28496,32
2021-06-24,28543,47
2021-06-25,28611,68
2021-06-26,28625,14
2021-06-27,28627,2
2021-06-28,28686,59
2021-06-29,28736,50
2021-06-30,28810,74
2021-07-01,28859,49
2021-07-02,28901,42
2021-07-03,28924,23
2021-07-05,28952,28
2021-07-06,28987,35
2021-07-07,29044,57
2021-07-08,29122,78
2021-07-09,29179,57
2021-07-10,29204,25
2021-07-11,29210,6
2021-07-12,29256,46
2021-07-13,29301,45
2021-07-14,29361,60
2021-07-15,29423,62
2021-07-16,29485,62
2021-07-17,29501,16
2021-07-18,29509,8
2021-07-19,29578,69
2021-07-20,29648,70
2021-07-21,29725,77
2021-07-22,29830,105
2021-07-23,29948,118
2021-07-24,29993,45
2021-07-25,29999,6
2021-07-26,30128,129
2021-07-27,30229,101
2021-07-28,30316,87
2021-07-29,30414,98
2021-07-30,30512,98
2021-07-31,30552,40
2021-08-01,30565,13
2021-08-02,30639,74
2021-08-03,30696,57
2021-08-04,30833,137
2021-08-05,30936,103
2021-08-06,31043,107
2021-08-07,31069,26
2021-08-08,31080,11
2021-08-09,31174,94
2021-08-10,31236,62
2021-08-11,31337,101
2021-08-12,31484,147
2021-08-13,31643,159
2021-08-14,31666,23
2021-08-15,31676,10
2021-08-16,31783,107
2021-08-17,31916,133
2021-08-18,32042,126
2021-08-19,32223,181
2021-08-20,32444,221
2021-08-21,32643,199
2021-08-22,32658,15
2021-08-23,32851,193
2021-08-24,32999,148
2021-08-25,33185,186
2021-08-26,33398,213
2021-08-27,33646,248
2021-08-28,33691,45
2021-08-29,33755,64
2021-08-30,33930,175
2021-08-31,34036,106
2021-09-01,34151,115
2021-09-02,34288,137
2021-09-03,34454,166
2021-09-04,34491,37
2021-09-05,34500,9
2021-09-06,34514,14
2021-09-07,34593,79
2021-09-08,34703,110
2021-09-09,34854,151
2021-09-10,35025,171
2021-09-11,35089,64
2021-09-12,35108,19
2021-09-13,35205,97
2021-09-14,35311,106
2021-09-15,35397,86
2021-09-16,35516,119
2021-09-17,35658,142
2021-09-18,35728,70
2021-09-19,35734,6
2021-09-20,35829,95
2021-09-21,35889,60
2021-09-22,35991,102
2021-09-23,36139,148
2021-09-24,36244,105
2021-09-25,36271,27
2021-09-26,36276,5
2021-09-27,36334,58
2021-09-28,36391,57
2021-09-29,36478,87
2021-09-30,36601,123
2021-10-01,36684,83
2021-10-02,36708,24
2021-10-03,36717,9
2021-10-04,36767,50
2021-10-05,36826,59
2021-10-06,36876,50
2021-10-07,36968,92
2021-10-08,37039,71
2021-10-09,37069,30
2021-10-10,37082,13
2021-10-11,37140,58
2021-10-12,37202,62
2021-10-13,37272,70
2021-10-14,37353,81
2021-10-15,37424,71
2021-10-16,37463,39
2021-10-17,37469,6
2021-10-18,37511,42
2021-10-19,37547,36
2021-10-20,37595,48
2021-10-21,37680,85
2021-10-22,37758,78
2021-10-23,37801,43
2021-10-24,37813,12
2021-10-25,37883,70
2021-10-26,37964,81
2021-10-27,38041,77
2021-10-28,38214,173
2021-10-29,38324,110
2021-10-30,38452,128
2021-10-31,38464,12
2021-11-01,38597,133
2021-11-02,38675,78
2021-11-03,38805,130
2021-11-04,38982,177
2021-11-05,39147,165
2021-11-06,39172,25
2021-11-07,39188,16
2021-11-08,39324,136
2021-11-09,39439,115
2021-11-10,39532,93
2021-11-11,39638,106
2021-11-12,39778,140
2021-11-13,39881,103
2021-11-14,39889,8
2021-11-15,40029,140
2021-11-16,40139,110
2021-11-17,40246,107
2021-11-18,40506,260
2021-11-19,40697,191
2021-11-20,40737,40
2021-11-21,40765,28
2021-11-22,40949,184
2021-11-23,41035,86
2021-11-24,41126,91
2021-11-26,41184,58
2021-11-27,41214,30
2021-11-28,41224,10
2021-11-29,41389,165
2021-11-30,41586,197
2021-12-01,41769,183
2021-12-02,42002,233
2021-12-03,42301,299
2021-12-04,42411,110
2021-12-05,42427,16
2021-12-06,42609,182
2021-12-07,42736,127
2021-12-08,42813,77
2021-12-09,43018,205
2021-12-10,43208,190
2021-12-11,43237,29
2021-12-12,43258,21
2021-12-13,43406,148
2021-12-14,43512,106
2021-12-15,43590,78
2021-12-16,43863,273
2021-12-17,44029,166
2021-12-18,44056,27
2021-12-19,44083,27
2021-12-20,44271,188
2021-12-21,44388,117
2021-12-22,44543,155
2021-12-23,44610,67
2021-12-24,44638,28
2021-12-25,44640,2
2021-12-26,44655,15
2021-12-27,44841,186
2021-12-28,45001,160
2021-12-29,45128,127
2021-12-30,45284,156
2021-12-31,45395,111
2022-01-01,45399,4
2022-01-02,45403,4
2022-01-03,45646,243
2022-01-04,45741,95
2022-01-05,45838,97
2022-01-06,46071,233
2022-01-07,46251,180
2022-01-08,46392,141
2022-01-09,46406,14
2022-01-10,46617,211
2022-01-11,46719,102
2022-01-12,46933,214
2022-01-13,47124,191
2022-01-14,47320,196
2022-01-15,47344,24
2022-01-16,47346,2
2022-01-17,47427,81
2022-01-18,47523,96
2022-01-19,47604,81
2022-01-20,47680,76
