date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,628,744,580,453,363,3
1/1/2022,24585,12859,11872,13686,20540,12884
1/10/2021,1139,1165,962,808,734,11
1/10/2022,24823,12942,11933,13745,20575,13340
1/11/2021,1209,1249,1041,859,802,12
1/11/2022,24842,12948,11933,13748,20582,13365
1/12/2021,1314,1336,1116,943,1003,13
1/12/2022,24866,12959,11935,13760,20588,13417
1/13/2021,1372,1405,1198,1017,1267,14
1/13/2022,24887,12962,11940,13766,20591,13430
1/14/2021,1472,1494,1290,1104,1539,14
1/14/2022,24941,12983,11948,13773,20603,13513
1/15/2021,1590,1589,1371,1193,2290,14
1/15/2022,24965,12986,11950,13777,20606,13550
1/16/2021,1602,1605,1386,1216,2394,14
1/16/2022,24976,12987,11952,13778,20606,13572
1/17/2021,1608,1613,1394,1220,2401,14
1/17/2022,24985,12987,11955,13780,20608,13578
1/18/2021,1677,1684,1452,1276,2465,15
1/18/2022,24996,12992,11957,13785,20616,13604
1/19/2021,1767,1747,1515,1354,2727,15
1/19/2022,25007,13001,11967,13793,20617,13644
1/2/2021,654,760,588,467,374,3
1/2/2022,24591,12864,11876,13687,20540,12892
1/20/2021,2015,2019,1837,1649,2950,20
1/20/2022,25012,13005,11972,13798,20620,13687
1/21/2021,2161,2135,1939,1750,3171,21
1/22/2021,2257,2212,2035,1863,3516,22
1/23/2021,2300,2247,2069,1898,3719,25
1/24/2021,2306,2250,2069,1899,3738,25
1/25/2021,2355,2300,2133,1998,4049,26
1/26/2021,2416,2356,2188,2075,4419,28
1/27/2021,2667,2502,2337,2236,4809,30
1/28/2021,2861,2625,2473,2397,5215,35
1/29/2021,2959,2710,2552,2508,5561,39
1/3/2021,654,761,588,468,376,3
1/3/2022,24612,12873,11884,13695,20543,12942
1/30/2021,3020,2753,2581,2547,5678,46
1/31/2021,3030,2755,2582,2550,5703,46
1/4/2021,722,836,653,537,439,4
1/4/2022,24637,12881,11891,13701,20545,12978
1/5/2021,807,909,707,601,510,7
1/5/2022,24670,12888,11896,13712,20554,13042
1/6/2021,890,962,762,653,581,7
1/6/2022,24706,12904,11907,13717,20556,13138
1/7/2021,1005,1049,849,723,681,7
1/7/2022,24757,12923,11918,13732,20562,13232
1/8/2021,1125,1157,950,788,724,11
1/8/2022,24781,12931,11927,13735,20572,13283
1/9/2021,1139,1164,960,805,732,11
1/9/2022,24801,12935,11930,13741,20574,13317
10/1/2021,22653,11961,11115,12842,19498,8186
10/10/2021,22797,12014,11174,12874,19552,8256
10/11/2021,22805,12019,11180,12876,19560,8263
10/12/2021,22813,12028,11182,12876,19562,8273
10/13/2021,22836,12034,11193,12879,19576,8282
10/14/2021,22850,12036,11194,12890,19584,8290
10/15/2021,22866,12042,11205,12892,19594,8298
10/16/2021,22879,12043,11206,12897,19595,8303
10/17/2021,22901,12047,11209,12897,19596,8311
10/18/2021,22912,12056,11212,12902,19603,8315
10/19/2021,22931,12060,11213,12908,19607,8321
10/2/2021,22666,11962,11116,12842,19504,8190
10/20/2021,22945,12068,11222,12912,19615,8330
10/21/2021,22961,12075,11226,12918,19621,8335
10/22/2021,22984,12087,11236,12935,19646,8343
10/23/2021,23002,12094,11242,12945,19664,8353
10/24/2021,23010,12099,11244,12946,19675,8356
10/25/2021,23026,12107,11254,12957,19703,8364
10/26/2021,23042,12115,11261,12972,19725,8386
10/27/2021,23073,12128,11275,12987,19770,8400
10/28/2021,23089,12133,11282,12994,19792,8406
10/29/2021,23125,12157,11295,13018,19827,8422
10/3/2021,22681,11962,11120,12845,19509,8197
10/30/2021,23145,12172,11311,13026,19840,8435
10/31/2021,23160,12179,11321,13032,19846,8441
10/4/2021,22702,11967,11126,12851,19518,8204
10/5/2021,22717,11972,11130,12856,19526,8210
10/6/2021,22744,11987,11142,12861,19531,8221
10/7/2021,22755,11997,11149,12869,19535,8231
10/8/2021,22776,12009,11170,12873,19540,8244
10/9/2021,22787,12013,11173,12874,19548,8251
11/1/2021,23181,12189,11328,13048,19865,8444
11/10/2021,23395,12295,11409,13153,19988,9653
11/11/2021,23426,12305,11418,13168,19993,9723
11/12/2021,23457,12318,11437,13183,20011,10051
11/13/2021,23474,12327,11445,13189,20018,10187
11/14/2021,23496,12331,11450,13196,20020,10232
11/15/2021,23520,12343,11463,13213,20041,10291
11/16/2021,23547,12359,11469,13226,20050,10382
11/17/2021,23570,12373,11477,13237,20078,10586
11/18/2021,23610,12387,11490,13247,20100,10660
11/19/2021,23665,12408,11503,13268,20116,10840
11/2/2021,23197,12194,11337,13057,19880,8455
11/20/2021,23685,12425,11512,13276,20128,10982
11/21/2021,23706,12432,11517,13284,20135,11025
11/22/2021,23733,12443,11532,13301,20153,11086
11/23/2021,23760,12449,11549,13312,20171,11143
11/24/2021,23781,12461,11554,13317,20183,11193
11/25/2021,23781,12461,11554,13317,20183,11193
11/26/2021,23805,12470,11557,13333,20191,11242
11/27/2021,23820,12472,11561,13339,20194,11253
11/28/2021,23827,12476,11564,13344,20196,11259
