date,Yuma_cume,Yuma
2020-12-01,7,
2020-12-03,8,1
2020-12-04,9,1
2020-12-08,10,1
2020-12-10,11,1
2020-12-12,13,2
2020-12-16,19,6
2020-12-17,44,25
2020-12-18,45,1
2020-12-19,49,4
2020-12-20,52,3
2020-12-21,225,173
2020-12-22,874,649
2020-12-23,1609,735
2020-12-24,1830,221
2020-12-26,1929,99
2020-12-27,1930,1
2020-12-28,2345,415
2020-12-29,2674,329
2020-12-30,3084,410
2020-12-31,3168,84
2021-01-01,3217,49
2021-01-02,3225,8
2021-01-03,3228,3
2021-01-04,3456,228
2021-01-05,3791,335
2021-01-06,4261,470
2021-01-07,4477,216
2021-01-08,4751,274
2021-01-09,4767,16
2021-01-10,4785,18
2021-01-11,5398,613
2021-01-12,5995,597
2021-01-13,6649,654
2021-01-14,6835,186
2021-01-15,7024,189
2021-01-16,7041,17
2021-01-17,7053,12
2021-01-18,7103,50
2021-01-19,7539,436
2021-01-20,8096,557
2021-01-21,9681,1585
2021-01-22,11108,1427
2021-01-23,11277,169
2021-01-24,11298,21
2021-01-25,11732,434
2021-01-26,12533,801
2021-01-27,13885,1352
2021-01-28,15772,1887
2021-01-29,17599,1827
2021-01-30,18654,1055
2021-01-31,18679,25
2021-02-01,19499,820
2021-02-02,20520,1021
2021-02-03,21910,1390
2021-02-04,22900,990
2021-02-05,23545,645
2021-02-06,23622,77
2021-02-07,23663,41
2021-02-08,23988,325
2021-02-09,24818,830
2021-02-10,26782,1964
2021-02-11,28899,2117
2021-02-12,30509,1610
2021-02-13,31311,802
2021-02-14,31335,24
2021-02-15,31462,127
2021-02-16,31759,297
2021-02-17,32106,347
2021-02-18,32651,545
2021-02-19,33399,748
2021-02-20,33728,329
2021-02-21,33758,30
2021-02-22,33815,57
2021-02-23,34984,1169
2021-02-24,37349,2365
2021-02-25,39975,2626
2021-02-26,42387,2412
2021-02-27,43235,848
2021-02-28,43535,300
2021-03-01,45195,1660
2021-03-02,46380,1185
2021-03-03,47545,1165
2021-03-04,50047,2502
2021-03-05,53388,3341
2021-03-06,53640,252
2021-03-07,53804,164
2021-03-08,54632,828
2021-03-09,56445,1813
2021-03-10,58281,1836
2021-03-11,61221,2940
2021-03-12,64000,2779
2021-03-13,65453,1453
2021-03-14,65647,194
2021-03-15,66411,764
2021-03-16,67913,1502
2021-03-17,69931,2018
2021-03-18,73494,3563
2021-03-19,76430,2936
2021-03-20,77626,1196
2021-03-21,77938,312
2021-03-22,78395,457
2021-03-23,79780,1385
2021-03-24,81997,2217
2021-03-25,84039,2042
2021-03-26,86249,2210
2021-03-27,86843,594
2021-03-28,87071,228
2021-03-29,88454,1383
2021-03-30,92014,3560
2021-03-31,95690,3676
2021-04-01,99382,3692
2021-04-02,102075,2693
2021-04-03,103693,1618
2021-04-04,105190,1497
2021-04-05,107255,2065
2021-04-06,109919,2664
2021-04-07,112857,2938
2021-04-08,115979,3122
2021-04-09,118693,2714
2021-04-10,119957,1264
2021-04-11,120546,589
2021-04-12,121323,777
2021-04-13,122510,1187
2021-04-14,125098,2588
2021-04-15,127812,2714
2021-04-16,130845,3033
2021-04-17,131751,906
2021-04-18,132387,636
2021-04-19,134417,2030
2021-04-20,137204,2787
2021-04-21,139752,2548
2021-04-22,142019,2267
2021-04-23,145119,3100
2021-04-24,146463,1344
2021-04-25,147479,1016
2021-04-26,148821,1342
2021-04-27,152453,3632
2021-04-28,155009,2556
2021-04-29,157423,2414
2021-04-30,159803,2380
2021-05-01,160801,998
2021-05-02,161412,611
2021-05-03,162513,1101
2021-05-04,164115,1602
2021-05-05,165631,1516
2021-05-06,167278,1647
2021-05-07,168889,1611
2021-05-08,169407,518
2021-05-09,169641,234
2021-05-10,170320,679
2021-05-11,171192,872
2021-05-12,172638,1446
2021-05-13,173813,1175
2021-05-14,175159,1346
2021-05-15,176269,1110
2021-05-16,176418,149
2021-05-17,177109,691
2021-05-18,177797,688
2021-05-19,178989,1192
2021-05-20,179917,928
2021-05-21,180922,1005
2021-05-22,181504,582
2021-05-23,181646,142
2021-05-24,182131,485
2021-05-25,182897,766
2021-05-26,184039,1142
2021-05-27,185077,1038
2021-05-28,186179,1102
2021-05-29,186384,205
2021-05-30,186525,141
2021-05-31,186630,105
2021-06-01,187284,654
2021-06-02,188464,1180
2021-06-03,189386,922
2021-06-04,190348,962
2021-06-05,191173,825
2021-06-06,191280,107
2021-06-07,191808,528
2021-06-08,192461,653
2021-06-09,193460,999
2021-06-10,194386,926
2021-06-11,195394,1008
2021-06-12,195790,396
2021-06-13,195883,93
2021-06-14,196459,576
2021-06-15,197181,722
2021-06-16,197912,731
2021-06-17,198551,639
2021-06-18,199214,663
2021-06-19,199430,216
2021-06-20,199506,76
2021-06-21,199926,420
2021-06-22,200881,955
2021-06-23,202639,1758
2021-06-24,204146,1507
2021-06-25,204849,703
2021-06-26,205122,273
2021-06-27,205226,104
2021-06-28,205730,504
2021-06-29,206503,773
2021-06-30,207155,652
2021-07-01,207973,818
2021-07-02,208505,532
2021-07-03,208670,165
2021-07-04,208685,15
2021-07-05,208884,199
2021-07-06,209389,505
2021-07-07,209980,591
2021-07-08,210424,444
2021-07-09,210894,470
2021-07-10,211097,203
2021-07-11,211182,85
2021-07-12,211695,513
2021-07-13,212155,460
2021-07-14,212601,446
2021-07-15,213046,445
2021-07-16,213577,531
2021-07-17,213766,189
2021-07-18,213885,119
2021-07-19,214322,437
2021-07-20,214807,485
2021-07-21,215294,487
2021-07-22,215834,540
2021-07-23,216386,552
2021-07-24,216637,251
2021-07-25,216729,92
2021-07-26,217292,563
2021-07-27,217907,615
2021-07-28,218543,636
2021-07-29,219172,629
2021-07-30,219743,571
2021-07-31,219971,228
2021-08-01,220095,124
2021-08-02,220591,496
2021-08-03,221148,557
2021-08-04,221737,589
2021-08-05,222236,499
2021-08-06,222865,629
2021-08-07,223179,314
2021-08-08,223345,166
2021-08-09,224020,675
2021-08-10,225125,1105
2021-08-11,225721,596
2021-08-12,226349,628
2021-08-13,227914,1565
2021-08-14,228254,340
2021-08-15,228424,170
2021-08-16,229143,719
2021-08-17,229767,624
2021-08-18,230478,711
2021-08-19,231106,628
2021-08-20,231794,688
2021-08-21,232082,288
2021-08-22,232226,144
2021-08-23,232813,587
2021-08-24,233420,607
2021-08-25,234047,627
2021-08-26,234701,654
2021-08-27,235442,741
2021-08-28,235707,265
2021-08-29,235894,187
2021-08-30,236525,631
2021-08-31,237026,501
2021-09-01,237576,550
2021-09-02,238269,693
2021-09-03,238986,717
2021-09-04,239225,239
2021-09-05,239406,181
2021-09-06,239511,105
2021-09-07,240054,543
2021-09-08,240565,511
2021-09-09,241023,458
2021-09-10,241724,701
2021-09-11,241984,260
2021-09-12,242117,133
2021-09-13,242628,511
2021-09-14,243044,416
2021-09-15,243488,444
2021-09-16,243875,387
2021-09-17,244488,613
2021-09-18,244702,214
2021-09-19,244835,133
2021-09-20,245179,344
2021-09-21,245552,373
2021-09-22,245964,412
2021-09-23,246272,308
2021-09-24,246749,477
2021-09-25,246944,195
2021-09-26,247063,119
2021-09-27,247406,343
2021-09-28,247737,331
2021-09-29,248031,294
