date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,159,151,166,207,209,4
1/1/2022,2967,2120,2674,4878,12286,1599
1/10/2021,303,338,413,524,1044,14
1/10/2022,3022,2149,2701,4912,12315,1693
1/11/2021,317,355,430,556,1122,14
1/11/2022,3030,2157,2707,4916,12325,1712
1/12/2021,325,359,439,571,1157,14
1/12/2022,3036,2159,2711,4917,12327,1734
1/13/2021,330,365,449,579,1194,14
1/13/2022,3039,2162,2711,4918,12331,1740
1/14/2021,340,380,467,612,1341,14
1/14/2022,3044,2167,2713,4919,12331,1773
1/15/2021,396,426,510,665,1379,19
1/15/2022,3044,2168,2713,4920,12331,1774
1/16/2021,396,427,511,666,1380,19
1/16/2022,3044,2168,2713,4921,12332,1775
1/17/2021,396,427,511,666,1383,19
1/17/2022,3051,2169,2716,4924,12333,1782
1/18/2021,399,435,516,693,1454,19
1/18/2022,3055,2171,2720,4924,12337,1793
1/19/2021,412,439,525,708,1511,20
1/19/2022,3059,2172,2722,4924,12343,1797
1/2/2021,175,167,189,243,311,7
1/2/2022,2972,2120,2674,4880,12287,1599
1/20/2021,422,447,547,736,1617,21
1/20/2022,3060,2172,2723,4925,12346,1797
1/21/2021,437,459,555,771,1828,21
1/22/2021,453,468,562,783,1891,21
1/23/2021,457,473,564,789,2005,21
1/24/2021,457,473,565,790,2014,21
1/25/2021,472,481,576,809,2079,21
1/26/2021,478,484,576,811,2093,21
1/27/2021,491,500,586,822,2268,25
1/28/2021,511,526,619,877,2520,25
1/29/2021,537,545,649,910,2635,28
1/3/2021,176,167,189,245,311,7
1/3/2022,2979,2125,2678,4883,12289,1610
1/30/2021,570,557,660,926,2755,35
1/31/2021,570,557,660,927,2759,35
1/4/2021,190,183,222,283,360,7
1/4/2022,2983,2126,2683,4885,12294,1626
1/5/2021,210,217,280,342,495,8
1/5/2022,2989,2131,2687,4887,12300,1638
1/6/2021,221,243,316,400,632,10
1/6/2022,3006,2139,2695,4895,12306,1644
1/7/2021,267,307,358,461,844,13
1/7/2022,3012,2145,2697,4904,12308,1675
1/8/2021,298,337,406,522,1025,14
1/8/2022,3013,2145,2697,4909,12309,1684
1/9/2021,303,338,413,524,1044,14
1/9/2022,3016,2146,2698,4909,12310,1685
10/1/2021,2637,1934,2489,4543,11718,1137
10/10/2021,2660,1949,2500,4561,11742,1148
10/11/2021,2661,1952,2502,4561,11748,1151
10/12/2021,2665,1954,2504,4565,11754,1153
