date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,287,384,440,500,365,7
1/1/2022,8841,6781,9275,18056,45035,3949
1/10/2021,435,554,649,749,848,11
1/10/2022,8999,6878,9376,18235,45227,4097
1/11/2021,452,568,679,787,947,11
1/11/2022,9015,6886,9389,18257,45253,4114
1/12/2021,472,591,708,835,1113,11
1/12/2022,9025,6892,9400,18272,45279,4123
1/13/2021,490,622,747,882,1283,12
1/13/2022,9045,6900,9407,18284,45305,4137
1/14/2021,525,651,796,950,1488,14
1/14/2022,9067,6913,9423,18303,45329,4183
1/15/2021,551,695,833,1018,1723,14
1/15/2022,9078,6920,9426,18310,45339,4193
1/16/2021,562,712,849,1057,1995,15
1/16/2022,9082,6923,9430,18313,45342,4196
1/17/2021,563,715,849,1059,2020,15
1/17/2022,9089,6927,9441,18330,45356,4202
1/18/2021,581,735,877,1094,2259,15
1/18/2022,9098,6935,9448,18341,45376,4213
1/19/2021,599,755,909,1149,2449,16
1/19/2022,9108,6944,9453,18350,45402,4220
1/2/2021,293,394,449,511,378,7
1/2/2022,8855,6787,9280,18071,45043,3954
1/20/2021,632,785,934,1216,2727,16
1/20/2022,9112,6947,9454,18353,45412,4221
1/21/2021,650,810,961,1258,2908,16
1/22/2021,678,833,988,1306,3153,16
1/23/2021,691,843,997,1324,3758,16
1/24/2021,691,849,1006,1330,4285,16
1/25/2021,697,856,1017,1351,4549,17
1/26/2021,712,864,1025,1377,4909,17
1/27/2021,736,883,1052,1427,5328,17
1/28/2021,754,907,1083,1475,5861,17
1/29/2021,769,916,1097,1504,6247,17
1/3/2021,295,395,458,517,386,7
1/3/2022,8871,6796,9296,18100,45084,3972
1/30/2021,774,921,1109,1523,6550,17
1/31/2021,777,922,1116,1535,7025,17
1/4/2021,313,425,490,562,453,8
1/4/2022,8893,6807,9312,18126,45108,3987
1/5/2021,328,448,512,590,497,8
1/5/2022,8919,6820,9324,18151,45143,3998
1/6/2021,367,482,552,653,571,9
1/6/2022,8932,6829,9337,18177,45171,4016
1/7/2021,393,511,596,688,688,11
1/7/2022,8951,6850,9357,18202,45195,4062
1/8/2021,424,544,635,730,797,11
1/8/2022,8973,6860,9367,18215,45209,4081
1/9/2021,430,552,644,743,815,11
1/9/2022,8984,6868,9371,18220,45212,4085
10/1/2021,7473,6009,8307,16496,41544,2871
10/10/2021,7600,6074,8380,16592,41666,2918
10/11/2021,7613,6085,8389,16609,41683,2923
