date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20766,23178,21386,18660,13771,178
1/1/2022,931676,621403,633005,720083,1292905,561065
1/10/2021,34302,35496,33766,30638,31742,406
1/10/2022,943491,627172,638434,725760,1298790,579296
1/11/2021,36219,37325,35753,32350,36192,460
1/11/2022,944957,627908,639052,726396,1299526,581487
1/12/2021,38987,40044,38578,34933,44165,555
1/12/2022,946292,628583,639637,727059,1300184,583963
1/13/2021,41729,42999,41747,37717,53268,632
1/13/2022,947881,629322,640259,727717,1300862,586330
1/14/2021,44478,46072,45028,40792,63013,690
1/14/2022,949443,630103,640860,728317,1301361,589400
1/15/2021,47951,49338,48474,43965,72563,778
1/15/2022,950319,630550,641221,728644,1301535,591341
1/16/2021,49725,50911,50167,45589,78047,814
1/16/2022,950856,630793,641448,728850,1301702,592191
1/17/2021,50821,51925,51248,46685,81585,843
1/17/2022,951744,631217,641856,729290,1302096,593748
1/18/2021,52473,53455,53018,48464,89779,880
1/18/2022,952942,631759,642325,729750,1302599,595477
1/19/2021,54528,55338,55111,50709,100122,967
1/19/2022,954194,632355,642874,730282,1303084,597541
1/2/2021,22642,24900,22964,20089,14928,202
1/2/2022,932307,621736,633317,720416,1293211,561755
1/20/2021,57081,57903,58195,53939,112776,1074
1/20/2022,954627,632596,643072,730484,1303281,598571
1/21/2021,59888,60866,61725,57635,129029,1208
1/22/2021,64354,65040,66361,62600,145102,1336
1/23/2021,67596,67802,69446,65814,155800,1464
1/24/2021,69095,69193,70964,67502,163557,1510
1/25/2021,71473,71363,73579,70499,177508,1577
1/26/2021,74379,73897,76490,73754,195157,1668
1/27/2021,77505,76564,79484,77238,214434,1754
1/28/2021,80627,79222,82574,81004,236122,1870
1/29/2021,84494,82413,85995,84831,256551,2039
1/3/2021,23521,25642,23632,20647,15322,219
1/3/2022,933800,622410,634012,721214,1294123,563905
1/30/2021,87281,84553,88345,87307,268144,2196
1/31/2021,88188,85286,89213,88364,274275,2231
1/4/2021,25239,27299,25278,22179,17413,239
1/4/2022,935376,623146,634661,721958,1295048,566087
1/5/2021,27010,28984,26905,23781,19690,269
1/5/2022,937028,623923,635335,722781,1295977,568676
1/6/2021,29199,30934,28981,25872,22946,328
1/6/2022,938613,624655,636094,723547,1296813,571006
1/7/2021,30987,32607,30780,27724,26448,359
1/7/2022,940214,625496,636917,724349,1297523,574085
1/8/2021,32703,34208,32473,29429,29012,380
1/8/2022,941213,626016,637404,724789,1297833,576346
1/9/2021,33780,35054,33330,30227,31230,401
1/9/2022,941980,626439,637789,725079,1298077,577376
10/1/2021,824911,562839,580891,663500,1204441,364693
10/10/2021,834905,568101,585157,666995,1210015,369412
10/11/2021,836210,568846,585725,667519,1210909,370062
10/12/2021,837165,569328,586099,667834,1211454,370565
10/13/2021,838337,569932,586614,668255,1212166,371118
10/14/2021,839613,570570,587185,668736,1212933,371635
10/15/2021,841150,571333,587875,669270,1213602,372240
10/16/2021,842137,571775,588245,669581,1213905,373558
10/17/2021,842862,572074,588477,669755,1214105,373810
10/18/2021,844128,572778,589034,670238,1214876,374316
10/19/2021,845232,573394,589503,670720,1215554,374840
10/2/2021,825917,563326,581340,663847,1204902,365231
10/20/2021,846325,573961,589959,671195,1216270,375350
10/21/2021,847485,574592,590511,671658,1216967,375832
10/22/2021,848940,575447,591211,672292,1218343,376512
10/23/2021,849813,575930,591664,672709,1219208,376989
10/24/2021,850290,576225,591889,672969,1219774,377303
10/25/2021,851554,576922,592502,673618,1221541,377839
10/26/2021,852802,577657,593132,674227,1223243,378503
10/27/2021,854148,578413,593843,674947,1224953,379236
10/28/2021,855439,579130,594433,675650,1226563,379756
10/29/2021,856832,579957,595171,676411,1228075,380592
10/3/2021,826498,563598,581540,664025,1205165,365489
10/30/2021,857575,580368,595525,676805,1228727,380892
10/31/2021,858022,580610,595751,677017,1229168,381022
10/4/2021,827902,564278,582147,664478,1206128,366142
10/5/2021,829411,565011,582699,664967,1207090,366761
10/6/2021,830804,565782,583296,665427,1207911,367386
10/7/2021,831968,566483,583835,665905,1208591,367970
10/8/2021,833386,567267,584474,666421,1209320,368703
10/9/2021,834346,567801,584908,666784,1209721,369175
11/1/2021,859274,581292,596339,677672,1230638,381562
11/10/2021,870057,587111,601535,682986,1241479,416679
11/11/2021,871288,587754,602148,683602,1242789,421724
11/12/2021,872753,588613,602881,684314,1244073,427416
11/13/2021,873733,589242,603378,684831,1244721,435462
11/14/2021,874387,589637,603736,685155,1245163,438131
11/15/2021,875808,590498,604476,685956,1246622,442377
11/16/2021,877322,591369,605236,686773,1248224,446499
11/17/2021,878693,592172,605899,687553,1249760,451720
11/18/2021,880209,592965,606581,688373,1251221,455879
11/19/2021,881896,593988,607413,689249,1252505,460860
11/2/2021,860597,581997,596967,678311,1232107,382085
11/20/2021,882980,594690,608029,689833,1253111,467456
11/21/2021,883751,595082,608419,690264,1253531,469158
11/22/2021,885222,595891,609192,691301,1254861,472440
11/23/2021,886981,596752,610037,692306,1256148,476084
11/24/2021,888448,597624,610802,693171,1257272,480231
11/25/2021,888468,597630,610804,693176,1257295,480243
11/26/2021,889603,598305,611396,693919,1258044,482547
11/27/2021,890372,598801,611808,694431,1258558,484258
11/28/2021,891024,599179,612147,694858,1258951,485248
11/29/2021,892282,599989,612850,695732,1260223,488117
11/3/2021,861811,582603,597507,678903,1233347,383001
11/30/2021,893714,600865,613686,696700,1261567,491742
11/4/2021,862962,583224,598068,679501,1234748,385456
11/5/2021,864521,584021,598871,680260,1236118,389381
11/6/2021,865464,584547,599330,680687,1236859,395235
11/7/2021,866133,584940,599650,680975,1237300,398078
11/8/2021,867495,585695,600292,681696,1238727,403228
11/9/2021,868825,586412,600917,682380,1240180,407863
12/1/2020,67,59,69,45,64,2
12/1/2021,895353,601849,614552,697826,1263109,494739
12/10/2020,92,86,101,83,115,5
12/10/2021,907424,608737,621032,705900,1273991,518656
12/11/2020,94,89,106,89,117,5
12/11/2021,908314,609335,621561,706438,1274540,521155
12/12/2020,96,90,111,96,122,5
12/12/2021,908935,609727,621905,706769,1274965,522294
12/13/2020,99,91,115,99,125,5
12/13/2021,910226,610392,622482,707622,1276217,524172
12/14/2020,101,97,118,101,137,5
12/14/2021,911444,611012,623141,708385,1277344,526093
12/15/2020,120,120,142,128,153,5
12/15/2021,912835,611762,623871,709228,1278638,528425
12/16/2020,229,284,327,266,221,5
12/16/2021,914340,612578,624571,710210,1280096,530754
12/17/2020,849,1135,1159,954,509,8
12/17/2021,915733,613288,625302,711050,1281359,533622
12/18/2020,1684,2167,2031,1636,843,9
12/18/2021,916660,613796,625796,711603,1281936,536122
12/19/2020,2274,2898,2621,2068,1059,14
12/19/2021,917558,614268,626189,712017,1282407,537219
12/2/2020,70,63,73,52,75,3
12/2/2021,896810,602713,615373,698937,1264568,497246
12/20/2020,2488,3174,2893,2296,1172,16
12/20/2021,919106,615084,626971,712987,1283784,540093
12/21/2020,3815,4622,4174,3302,1688,21
12/21/2021,920702,615899,627671,713950,1285177,542827
12/22/2020,5587,6690,5997,4779,2382,26
12/22/2021,922312,616733,628431,714888,1286450,545653
12/23/2020,7777,9275,8304,6633,3344,38
12/23/2021,923762,617435,629108,715685,1287526,547665
12/24/2020,8713,10258,9136,7381,3720,41
12/24/2021,924230,617660,629317,715947,1287875,548043
12/25/2020,8750,10294,9166,7407,3739,41
12/25/2021,924233,617663,629319,715951,1287877,548043
12/26/2020,10210,12039,10615,8700,4330,52
12/26/2021,924899,617984,629630,716274,1288259,548669
12/27/2020,10818,12684,11233,9210,4597,60
12/27/2021,926479,618816,630435,717165,1289353,551176
12/28/2020,12880,14888,13273,11068,5903,79
12/28/2021,928103,619598,631142,718058,1290512,554095
12/29/2020,15660,17856,16019,13611,8178,118
12/29/2021,929678,620344,631879,718946,1291580,557109
12/3/2020,77,66,81,58,82,3
12/3/2021,898388,603613,616246,699964,1265910,500530
12/30/2020,18748,21170,19300,16625,10626,149
12/30/2021,930985,621018,632591,719685,1292529,559913
12/31/2020,20432,22849,20985,18228,12205,166
12/31/2021,931569,621322,632938,720015,1292857,560836
12/4/2020,77,69,83,61,86,3
12/4/2021,899388,604234,616785,700596,1266489,503528
12/5/2020,79,69,83,61,88,3
12/5/2021,900110,604637,617146,700992,1266947,504654
12/6/2020,80,70,84,62,89,3
12/6/2021,901520,605447,617919,701991,1268396,506647
12/7/2020,85,73,89,69,94,4
12/7/2021,903022,606252,618693,702995,1269790,509134
12/8/2020,87,75,91,75,101,5
12/8/2021,904541,607062,619483,703943,1271211,512520
12/9/2020,89,78,98,76,110,5
12/9/2021,905965,607886,620262,704997,1272816,515555
2/1/2021,90223,87128,91189,90914,291250,2324
2/10/2021,110042,103283,109736,114837,458359,3961
