date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,232,290,303,359,935,5
1/1/2022,6883,5085,5595,7859,16086,9180
1/10/2021,381,489,514,620,2259,29
1/10/2022,6967,5130,5638,7899,16128,9386
1/11/2021,420,537,583,671,2503,32
1/11/2022,6977,5134,5640,7902,16134,9427
1/12/2021,447,564,644,742,2757,33
1/12/2022,6987,5139,5647,7906,16141,9484
1/13/2021,466,589,671,815,2964,33
1/13/2022,6993,5145,5654,7907,16147,9522
1/14/2021,499,638,713,903,3203,41
1/14/2022,7002,5154,5663,7918,16156,9597
1/15/2021,535,685,775,989,3476,42
1/15/2022,7007,5157,5667,7922,16156,9606
1/16/2021,539,686,776,991,3485,42
1/16/2022,7008,5157,5668,7922,16157,9608
1/17/2021,541,687,776,993,3487,42
1/17/2022,7008,5162,5670,7923,16161,9611
1/18/2021,552,699,805,1021,3510,42
1/18/2022,7014,5164,5670,7923,16162,9641
1/19/2021,584,725,850,1100,3685,43
1/19/2022,7022,5166,5674,7924,16168,9690
1/2/2021,232,291,303,359,936,5
1/2/2022,6886,5085,5596,7859,16086,9181
1/20/2021,615,767,912,1204,3852,49
1/20/2022,7030,5169,5676,7932,16169,9714
1/21/2021,718,859,1029,1382,4074,63
1/21/2022,7045,5177,5681,7933,16176,9756
1/22/2021,790,917,1085,1490,4208,76
1/22/2022,7047,5178,5685,7935,16178,9759
1/23/2021,797,922,1090,1495,4332,109
1/23/2022,7052,5179,5685,7936,16181,9765
1/24/2021,798,923,1090,1496,4344,111
1/24/2022,7057,5182,5692,7941,16188,9772
1/25/2021,812,940,1119,1547,4466,112
1/26/2021,847,960,1151,1600,4612,114
1/27/2021,880,990,1194,1651,4787,127
1/28/2021,1035,1081,1309,1788,5012,174
1/29/2021,1118,1129,1385,1896,5256,229
1/3/2021,232,291,303,360,938,5
1/3/2022,6903,5092,5602,7869,16099,9214
1/30/2021,1129,1149,1433,1927,5280,229
1/31/2021,1129,1150,1436,1930,5289,229
1/4/2021,246,313,322,392,1076,5
1/4/2022,6914,5099,5607,7871,16108,9253
1/5/2021,291,348,363,429,1316,5
1/5/2022,6933,5105,5615,7876,16112,9282
1/6/2021,303,372,384,461,1668,24
1/6/2022,6944,5108,5621,7880,16116,9304
1/7/2021,341,444,474,566,2051,29
1/7/2022,6949,5118,5627,7884,16119,9350
1/8/2021,380,488,513,615,2256,29
1/8/2022,6958,5125,5632,7893,16123,9356
1/9/2021,381,489,513,620,2259,29
1/9/2022,6963,5127,5634,7893,16124,9362
10/1/2021,6064,4610,5103,7285,15199,6386
10/10/2021,6122,4647,5132,7318,15256,6437
10/11/2021,6131,4655,5133,7327,15268,6450
10/12/2021,6145,4657,5136,7331,15275,6455
10/13/2021,6158,4659,5142,7336,15285,6469
10/14/2021,6169,4665,5146,7343,15295,6476
10/15/2021,6179,4674,5149,7350,15304,6488
10/16/2021,6183,4674,5150,7353,15307,6489
10/17/2021,6184,4674,5150,7355,15307,6489
10/18/2021,6195,4678,5151,7361,15319,6492
10/19/2021,6204,4685,5153,7370,15331,6500
10/2/2021,6067,4612,5105,7291,15207,6386
10/20/2021,6210,4688,5155,7377,15349,6509
10/21/2021,6218,4696,5158,7380,15362,6515
10/22/2021,6238,4705,5168,7385,15377,6525
10/23/2021,6241,4707,5169,7385,15383,6528
10/24/2021,6242,4708,5169,7387,15388,6530
10/25/2021,6252,4711,5174,7395,15406,6533
10/26/2021,6257,4719,5182,7399,15429,6540
10/27/2021,6270,4724,5188,7409,15449,6552
10/28/2021,6289,4741,5204,7427,15476,6557
10/29/2021,6304,4751,5213,7443,15498,6570
10/3/2021,6068,4612,5105,7291,15208,6386
10/30/2021,6310,4754,5215,7446,15504,6575
10/31/2021,6313,4754,5215,7446,15506,6575
10/4/2021,6076,4617,5106,7296,15220,6395
10/5/2021,6089,4621,5110,7303,15228,6403
10/6/2021,6098,4629,5115,7307,15237,6410
10/7/2021,6107,4633,5121,7313,15246,6424
10/8/2021,6116,4644,5131,7317,15256,6437
10/9/2021,6120,4645,5132,7318,15256,6437
11/1/2021,6324,4757,5225,7458,15517,6577
11/10/2021,6394,4801,5286,7521,15647,7516
11/11/2021,6401,4809,5288,7530,15656,7541
