date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,923,870,658,491,248,4
1/1/2022,35555,20386,19766,22322,37413,26710
1/10/2021,1262,1214,948,725,534,8
1/10/2022,35948,20551,19921,22632,37945,27501
1/11/2021,1325,1305,1012,762,881,8
1/11/2022,36011,20575,19941,22670,38010,27560
1/12/2021,1389,1377,1089,817,1206,9
1/12/2022,36084,20608,19961,22714,38049,27640
1/13/2021,1479,1451,1167,886,1547,9
1/13/2022,36140,20634,19981,22740,38092,27770
1/14/2021,1498,1473,1195,910,1636,9
1/14/2022,36179,20653,19999,22776,38118,27839
1/15/2021,1529,1489,1215,939,1726,9
1/15/2022,36202,20664,20005,22789,38131,27869
1/16/2021,1534,1491,1219,940,1731,9
1/16/2022,36220,20677,20013,22797,38150,27890
1/17/2021,1537,1494,1220,941,1735,9
1/17/2022,36248,20694,20020,22813,38167,27961
1/18/2021,1545,1501,1230,945,1754,9
1/18/2022,36306,20714,20044,22840,38204,28061
1/19/2021,1595,1529,1266,974,1887,13
1/19/2022,36349,20739,20068,22872,38232,28172
1/2/2021,925,871,658,493,250,4
1/2/2022,35569,20395,19773,22341,37434,26719
1/20/2021,1609,1537,1275,985,1922,14
1/20/2022,36397,20764,20084,22893,38256,28240
1/21/2021,1729,1722,1454,1087,2446,18
1/21/2022,36449,20781,20108,22913,38275,28306
1/22/2021,1838,1819,1541,1166,3124,18
1/22/2022,36486,20793,20117,22919,38288,28338
1/23/2021,1866,1859,1567,1198,3161,19
1/23/2022,36515,20802,20123,22924,38293,28350
1/24/2021,1867,1861,1570,1201,3172,19
1/24/2022,36547,20819,20128,22933,38308,28423
1/25/2021,1901,1935,1633,1252,3331,19
1/26/2021,2029,2075,1773,1392,3493,27
1/27/2021,2171,2228,1893,1491,3717,27
1/28/2021,2325,2379,2075,1712,4426,27
1/29/2021,2479,2510,2241,1854,5519,29
1/3/2021,927,871,659,493,250,4
1/3/2022,35606,20401,19781,22372,37509,26822
1/30/2021,2516,2543,2278,1926,6381,29
1/31/2021,2517,2544,2278,1927,6398,29
1/4/2021,982,927,701,524,291,4
1/4/2022,35662,20427,19799,22423,37640,26944
1/5/2021,1066,1025,767,570,328,5
1/5/2022,35728,20446,19820,22474,37733,27114
1/6/2021,1180,1139,861,640,398,8
1/6/2022,35787,20470,19842,22523,37806,27207
1/7/2021,1221,1181,919,678,431,8
1/7/2022,35856,20502,19868,22566,37856,27307
1/8/2021,1254,1210,944,719,522,8
1/8/2022,35884,20517,19879,22583,37873,27388
1/9/2021,1256,1211,948,723,528,8
1/9/2022,35899,20528,19894,22596,37893,27400
10/1/2021,30960,18023,17914,19969,32702,15512
10/10/2021,31394,18206,18031,20045,32784,15707
10/11/2021,31442,18236,18050,20065,32792,15734
10/12/2021,31481,18263,18060,20073,32799,15767
10/13/2021,31521,18280,18073,20079,32805,15787
10/14/2021,31590,18301,18104,20095,32819,15819
10/15/2021,31657,18324,18123,20113,32828,15841
10/16/2021,31685,18336,18133,20125,32832,15854
10/17/2021,31700,18343,18138,20127,32832,15862
10/18/2021,31750,18380,18155,20143,32844,15910
10/19/2021,31789,18399,18167,20164,32858,15939
10/2/2021,30982,18032,17925,19975,32707,15535
10/20/2021,31817,18410,18181,20179,32866,15963
10/21/2021,31872,18437,18201,20196,32885,16019
10/22/2021,31979,18482,18227,20215,32916,16112
