date,cases
2020-12-06 00:00:00,2
2020-12-05 00:00:00,82
2020-12-04 00:00:00,469
2020-12-03 00:00:00,1946
2020-12-02 00:00:00,3993
2020-12-01 00:00:00,6281
2020-11-30 00:00:00,7311
2020-11-29 00:00:00,3734
2020-11-28 00:00:00,3667
2020-11-27 00:00:00,3881
2020-11-26 00:00:00,1629
2020-11-25 00:00:00,5072
2020-11-24 00:00:00,5636
2020-11-23 00:00:00,5823
2020-11-22 00:00:00,2580
2020-11-21 00:00:00,3189
2020-11-20 00:00:00,4341
2020-11-19 00:00:00,4798
2020-11-18 00:00:00,4704
2020-11-17 00:00:00,4446
2020-11-16 00:00:00,4303
2020-11-15 00:00:00,1871
2020-11-14 00:00:00,2332
2020-11-13 00:00:00,3141
2020-11-12 00:00:00,3421
2020-11-11 00:00:00,2581
2020-11-10 00:00:00,3088
2020-11-09 00:00:00,3002
2020-11-08 00:00:00,1510
2020-11-07 00:00:00,1807
2020-11-06 00:00:00,2545
2020-11-05 00:00:00,2728
2020-11-04 00:00:00,2605
2020-11-03 00:00:00,2311
2020-11-02 00:00:00,2396
2020-11-01 00:00:00,1081
2020-10-31 00:00:00,1166
2020-10-30 00:00:00,1579
2020-10-29 00:00:00,1619
2020-10-28 00:00:00,1671
2020-10-27 00:00:00,1518
2020-10-26 00:00:00,1628
2020-10-25 00:00:00,649
2020-10-24 00:00:00,1060
2020-10-23 00:00:00,1257
2020-10-22 00:00:00,1296
2020-10-21 00:00:00,1356
2020-10-20 00:00:00,1247
2020-10-19 00:00:00,1374
2020-10-18 00:00:00,661
2020-10-17 00:00:00,724
2020-10-16 00:00:00,1025
2020-10-15 00:00:00,928
2020-10-14 00:00:00,983
2020-10-13 00:00:00,1010
2020-10-12 00:00:00,977
2020-10-11 00:00:00,491
2020-10-10 00:00:00,541
2020-10-09 00:00:00,803
2020-10-08 00:00:00,787
2020-10-07 00:00:00,801
2020-10-06 00:00:00,830
2020-10-05 00:00:00,798
2020-10-04 00:00:00,367
2020-10-03 00:00:00,437
2020-10-02 00:00:00,663
2020-10-01 00:00:00,609
2020-09-30 00:00:00,655
2020-09-29 00:00:00,632
2020-09-28 00:00:00,649
2020-09-27 00:00:00,265
2020-09-26 00:00:00,393
2020-09-25 00:00:00,557
2020-09-24 00:00:00,555
2020-09-23 00:00:00,640
2020-09-22 00:00:00,636
2020-09-21 00:00:00,685
2020-09-20 00:00:00,300
2020-09-19 00:00:00,343
2020-09-18 00:00:00,542
2020-09-17 00:00:00,653
2020-09-16 00:00:00,735
2020-09-15 00:00:00,765
2020-09-14 00:00:00,868
2020-09-13 00:00:00,231
2020-09-12 00:00:00,356
2020-09-11 00:00:00,533
2020-09-10 00:00:00,633
2020-09-09 00:00:00,599
2020-09-08 00:00:00,717
2020-09-07 00:00:00,145
