date,Arizona_cume,Arizona
2020-12-01,330,
2020-12-02,363,33
2020-12-03,394,31
2020-12-04,405,11
2020-12-05,409,4
2020-12-06,414,5
2020-12-07,440,26
2020-12-08,462,22
2020-12-09,487,25
2020-12-10,516,29
2020-12-11,533,17
2020-12-12,554,21
2020-12-13,570,16
2020-12-14,599,29
2020-12-15,729,130
2020-12-16,1439,710
2020-12-17,4782,3343
2020-12-18,8605,3823
2020-12-19,11204,2599
2020-12-20,12323,1119
2020-12-21,17984,5661
2020-12-22,25891,7907
2020-12-23,36071,10180
2020-12-24,39979,3908
2020-12-25,40128,149
2020-12-26,46699,6571
2020-12-27,49377,2678
2020-12-28,58968,9591
2020-12-29,72350,13382
2020-12-30,87627,15277
2020-12-31,95912,8285
2021-01-01,99577,3665
2021-01-02,107420,7843
2021-01-03,110723,3303
2021-01-04,119941,9218
2021-01-05,129505,9564
2021-01-06,142043,12538
2021-01-07,155198,13155
2021-01-08,167675,12477
2021-01-09,175740,8065
2021-01-10,179113,3373
2021-01-11,195836,16723
2021-01-12,219671,23835
2021-01-13,245673,26002
2021-01-14,271164,25491
2021-01-15,297163,25999
2021-01-16,313145,15982
2021-01-17,322628,9483
2021-01-18,342227,19599
2021-01-19,370048,27821
2021-01-20,403565,33517
2021-01-21,440189,36624
2021-01-22,479189,39000
2021-01-23,508204,29015
2021-01-24,524588,16384
2021-01-25,555142,30554
2021-01-26,592788,37646
2021-01-27,633745,40957
2021-01-28,675179,41434
2021-01-29,716262,41083
2021-01-30,742895,26633
2021-01-31,754909,12014
2021-02-01,791345,36436
2021-02-02,831929,40584
2021-02-03,877410,45481
2021-02-04,926126,48716
2021-02-05,971751,45625
2021-02-06,1011553,39802
2021-02-07,1028114,16561
2021-02-08,1068156,40042
2021-02-09,1113419,45263
2021-02-10,1166229,52810
2021-02-11,1219466,53237
2021-02-12,1282684,63218
2021-02-13,1329470,46786
2021-02-14,1347145,17675
2021-02-15,1379750,32605
2021-02-16,1425940,46190
2021-02-17,1474669,48729
2021-02-18,1521744,47075
2021-02-19,1566008,44264
2021-02-20,1602329,36321
2021-02-21,1617968,15639
2021-02-22,1648055,30087
2021-02-23,1693593,45538
2021-02-24,1752061,58468
2021-02-25,1813994,61933
2021-02-26,1882466,68472
2021-02-27,1935345,52879
2021-02-28,1962169,26824
2021-03-01,2016533,54364
2021-03-02,2069072,52539
2021-03-03,2129433,60361
2021-03-04,2189498,60065
2021-03-05,2250663,61165
2021-03-06,2297243,46580
2021-03-07,2323848,26605
2021-03-08,2376695,52847
2021-03-09,2435279,58584
2021-03-10,2505092,69813
2021-03-11,2578287,73195
2021-03-12,2653657,75370
2021-03-13,2707320,53663
2021-03-14,2736663,29343
2021-03-15,2786669,50006
2021-03-16,2843390,56721
2021-03-17,2908538,65148
2021-03-18,2974687,66149
2021-03-19,3036964,62277
2021-03-20,3085821,48857
2021-03-21,3118306,32485
2021-03-22,3164001,45695
2021-03-23,3214702,50701
2021-03-24,3280418,65716
2021-03-25,3354270,73852
2021-03-26,3426973,72703
2021-03-27,3481905,54932
2021-03-28,3521050,39145
2021-03-29,3584418,63368
2021-03-30,3653818,69400
2021-03-31,3733564,79746
2021-04-01,3816927,83363
2021-04-02,3888207,71280
2021-04-03,3939083,50876
2021-04-04,3960611,21528
2021-04-05,4020893,60282
2021-04-06,4088665,67772
2021-04-07,4165546,76881
2021-04-08,4244111,78565
2021-04-09,4316448,72337
2021-04-10,4366745,50297
2021-04-11,4398204,31459
2021-04-12,4452146,53942
2021-04-13,4503407,51261
2021-04-14,4564709,61302
2021-04-15,4630468,65759
2021-04-16,4694667,64199
2021-04-17,4738119,43452
2021-04-18,4768385,30266
2021-04-19,4822077,53692
2021-04-20,4877948,55871
2021-04-21,4941136,63188
2021-04-22,5004728,63592
2021-04-23,5064131,59403
2021-04-24,5104576,40445
2021-04-25,5130554,25978
2021-04-26,5178050,47496
2021-04-27,5228144,50094
2021-04-28,5278941,50797
2021-04-29,5325811,46870
2021-04-30,5372230,46419
2021-05-01,5401537,29307
2021-05-02,5422854,21317
2021-05-03,5453651,30797
2021-05-04,5493477,39826
2021-05-05,5529474,35997
2021-05-06,5567741,38267
2021-05-07,5606826,39085
2021-05-08,5633878,27052
2021-05-09,5646857,12979
2021-05-10,5673411,26554
2021-05-11,5700128,26717
2021-05-12,5731231,31103
2021-05-13,5771190,39959
2021-05-14,5811552,40362
2021-05-15,5842768,31216
2021-05-16,5860050,17282
2021-05-17,5892853,32803
2021-05-18,5921049,28196
2021-05-19,5957629,36580
2021-05-20,5988940,31311
2021-05-21,6023254,34314
