date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20994,22797,20822,18132,12470,194
1/10/2021,34636,34931,32951,29833,29408,446
1/11/2021,36564,36741,34903,31516,33187,503
1/12/2021,39357,39430,37684,34048,40763,605
1/13/2021,42116,42346,40790,36744,49558,693
1/14/2021,44869,45383,44019,39754,58944,761
1/15/2021,48340,48633,47377,42881,68115,870
1/16/2021,50131,50206,49056,44487,73503,916
1/17/2021,51237,51228,50125,45578,76970,954
1/18/2021,52889,52756,51869,47302,84762,994
1/19/2021,54926,54620,53907,49481,94858,1089
1/2/2021,22893,24497,22367,19547,13534,223
1/20/2021,57343,57122,56834,52436,107139,1210
1/21/2021,60042,59985,60187,55917,122873,1353
1/22/2021,64536,64116,64803,60773,138576,1504
1/23/2021,67816,66877,67894,63951,149115,1651
1/24/2021,69335,68264,69416,65636,156771,1704
1/25/2021,71717,70403,72016,68589,170400,1784
1/26/2021,74631,72910,74920,71825,187691,1892
1/27/2021,77736,75524,77849,75193,206604,1989
1/28/2021,80767,78097,80806,78836,227871,2126
1/29/2021,84615,81238,84158,82564,247844,2320
1/3/2021,23788,25240,23015,20097,13887,242
1/30/2021,87433,83365,86500,85017,259268,2493
1/31/2021,88337,84102,87368,86038,265257,2536
1/4/2021,25505,26882,24615,21589,15791,265
1/5/2021,27299,28517,26207,23158,17917,295
1/6/2021,29495,30449,28252,25192,21000,358
1/7/2021,31299,32075,30026,26976,24339,393
1/8/2021,33013,33646,31684,28635,26766,416
1/9/2021,34102,34484,32528,29432,28934,441
10/1/2021,814001,556335,574359,657298,1163222,374640
10/10/2021,821947,560481,577671,660049,1167086,378443
10/11/2021,822391,560743,577870,660225,1167316,378727
10/2/2021,814846,556735,574729,657598,1163533,375051
10/3/2021,815280,556948,574881,657725,1163708,375260
10/4/2021,816551,557546,575402,658120,1164424,375818
10/5/2021,817828,558190,575878,658549,1165190,376381
10/6/2021,819068,558881,576390,658952,1165783,376971
10/7/2021,819909,559387,576794,659329,1166254,377441
10/8/2021,821034,560008,577288,659732,1166774,377995
10/9/2021,821617,560305,577539,659938,1166955,378299
12/1/2020,49,38,46,24,40,1
12/10/2020,69,54,67,49,73,3
12/11/2020,70,58,70,55,75,3
12/12/2020,72,58,72,59,78,3
12/13/2020,73,59,74,61,80,3
12/14/2020,75,65,77,64,89,3
12/15/2020,90,81,94,84,100,3
12/16/2020,202,235,260,215,159,3
12/17/2020,824,1071,1059,868,428,8
12/18/2020,1676,2081,1904,1527,732,9
12/19/2020,2284,2799,2486,1959,938,14
12/2/2020,52,41,48,29,45,2
12/20/2020,2495,3065,2742,2177,1037,16
12/21/2020,3852,4488,4009,3155,1523,23
12/22/2020,5674,6537,5814,4603,2177,32
12/23/2020,7913,9097,8069,6427,3089,48
12/24/2020,8864,10077,8885,7162,3453,51
12/25/2020,8901,10112,8913,7188,3471,51
12/26/2020,10398,11847,10352,8460,4030,63
12/27/2020,11022,12495,10964,8966,4285,72
12/28/2020,13140,14674,12970,10817,5529,95
12/29/2020,15977,17610,15702,13337,7694,136
12/3/2020,57,42,54,33,49,2
12/30/2020,19108,20935,18925,16315,10029,168
