date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,150,138,185,195,234,4
1/10/2021,185,187,258,307,659,11
1/11/2021,189,193,267,323,744,12
1/12/2021,198,204,279,351,863,12
1/13/2021,200,215,302,381,957,14
1/14/2021,216,238,320,435,1185,17
1/15/2021,223,242,338,459,1263,22
1/16/2021,223,242,339,462,1277,22
1/17/2021,223,242,340,462,1277,22
1/18/2021,230,249,352,472,1304,22
1/19/2021,238,258,366,497,1381,23
1/2/2021,150,140,186,195,234,4
1/20/2021,252,273,389,526,1457,62
1/21/2021,267,293,417,601,1579,113
1/22/2021,302,329,459,677,1686,126
1/23/2021,304,330,459,680,1704,128
1/24/2021,304,330,459,681,1706,128
1/25/2021,308,345,464,692,1766,128
1/26/2021,317,354,475,714,1851,135
1/27/2021,329,364,492,733,1936,151
1/28/2021,351,386,546,837,2054,157
1/29/2021,365,401,568,863,2090,164
1/3/2021,150,140,186,195,234,4
1/30/2021,366,401,568,864,2091,171
1/31/2021,366,402,568,873,2094,175
1/4/2021,153,142,190,197,252,4
1/5/2021,157,147,198,211,301,7
1/6/2021,166,162,212,237,473,11
1/7/2021,172,178,240,288,612,11
1/8/2021,185,187,258,306,653,11
1/9/2021,185,187,258,307,658,11
10/1/2021,2867,1950,2051,2762,4218,5398
10/10/2021,2926,2010,2124,2872,4412,5410
10/11/2021,2926,2011,2124,2872,4413,5411
10/2/2021,2873,1957,2057,2773,4230,5398
10/3/2021,2877,1961,2064,2781,4241,5398
10/4/2021,2885,1966,2067,2791,4268,5402
10/5/2021,2895,1978,2087,2815,4300,5403
10/6/2021,2900,1982,2093,2823,4327,5406
10/7/2021,2908,1991,2106,2839,4353,5407
10/8/2021,2916,2001,2119,2859,4395,5410
10/9/2021,2922,2004,2124,2871,4410,5410
12/1/2020,,,2,,,
12/10/2020,2,2,3,3,,1
12/11/2020,2,2,3,3,,1
12/12/2020,2,2,3,3,,1
12/13/2020,2,2,3,3,1,1
12/14/2020,2,2,3,3,1,1
12/15/2020,3,3,3,5,1,1
12/16/2020,6,9,9,16,3,1
12/17/2020,13,21,23,26,3,1
12/18/2020,18,23,27,30,3,1
12/19/2020,18,23,27,30,3,1
12/2/2020,,1,2,,,
12/20/2020,18,23,27,30,3,1
12/21/2020,19,24,30,32,4,1
12/22/2020,19,25,33,33,4,1
12/23/2020,52,47,60,74,31,2
12/24/2020,55,48,61,76,33,2
12/25/2020,55,48,61,77,34,2
12/26/2020,55,48,63,77,34,2
12/27/2020,55,48,63,77,34,2
12/28/2020,71,54,72,92,55,2
12/29/2020,114,109,140,149,161,2
12/3/2020,1,1,2,1,,
12/30/2020,142,127,168,187,202,4
12/31/2020,150,138,185,195,231,4
12/4/2020,1,1,2,2,,
12/5/2020,1,1,2,2,,
12/6/2020,1,1,2,2,,
12/7/2020,1,1,3,2,,1
12/8/2020,1,1,3,3,,1
12/9/2020,2,2,3,3,,1
2/1/2021,374,420,588,911,2163,194
2/10/2021,697,643,885,1313,2640,403
2/11/2021,860,738,942,1402,2697,489
2/12/2021,894,776,974,1423,2729,522
2/13/2021,941,808,991,1432,2741,537
2/14/2021,942,808,991,1432,2741,537
2/15/2021,944,810,996,1444,2762,537
2/16/2021,982,839,1020,1466,2780,549
2/17/2021,1061,887,1059,1506,2816,571
2/18/2021,1110,911,1078,1540,2850,588
2/19/2021,1142,932,1105,1555,2867,631
2/2/2021,381,424,597,943,2236,208
2/20/2021,1174,938,1116,1574,2873,654
2/21/2021,1174,938,1117,1574,2873,661
2/22/2021,1224,959,1147,1601,2897,672
2/23/2021,1262,981,1165,1627,2915,680
2/24/2021,1301,999,1182,1654,2943,692
2/25/2021,1329,1017,1192,1676,2971,854
2/26/2021,1367,1030,1199,1691,2982,870
2/27/2021,1383,1039,1207,1701,2987,882
2/28/2021,1384,1039,1207,1701,2987,882
2/3/2021,426,461,651,1014,2317,227
2/4/2021,485,507,725,1117,2414,248
2/5/2021,540,551,770,1171,2455,264
2/6/2021,567,570,811,1201,2469,328
2/7/2021,567,571,811,1201,2470,328
2/8/2021,580,590,831,1223,2521,332
2/9/2021,597,605,846,1263,2589,337
3/1/2021,1414,1060,1223,1733,3020,936
3/10/2021,1604,1171,1322,1885,3165,1222
3/11/2021,1641,1187,1337,1914,3198,1240
3/12/2021,1653,1192,1340,1923,3210,1267
3/13/2021,1654,1193,1340,1924,3211,1270
3/14/2021,1654,1193,1340,1924,3213,1270
3/15/2021,1680,1204,1352,1946,3243,1292
3/16/2021,1702,1216,1360,1962,3264,1333
3/17/2021,1735,1227,1371,1974,3285,1355
3/18/2021,1748,1233,1379,1984,3307,1363
3/19/2021,1776,1239,1383,2003,3313,1375
3/2/2021,1453,1074,1244,1754,3045,974
3/20/2021,1776,1240,1385,2004,3317,1378
3/21/2021,1776,1240,1385,2005,3319,1378
3/22/2021,1795,1251,1392,2023,3337,1383
3/23/2021,1805,1257,1395,2033,3354,1393
3/24/2021,1832,1292,1427,2083,3425,1412
3/25/2021,1839,1295,1435,2089,3434,1427
3/26/2021,1841,1299,1439,2095,3440,1434
3/27/2021,1845,1299,1440,2095,3442,1439
3/28/2021,1846,1299,1440,2096,3442,1440
3/29/2021,1857,1306,1449,2109,3455,1444
3/3/2021,1475,1091,1254,1771,3076,1016
3/30/2021,1862,1310,1454,2114,3463,1455
3/31/2021,1868,1320,1469,2128,3475,1475
3/4/2021,1499,1113,1272,1791,3090,1099
3/5/2021,1522,1130,1285,1810,3097,1129
3/6/2021,1530,1138,1289,1814,3102,1147
3/7/2021,1530,1138,1289,1814,3104,1147
3/8/2021,1561,1148,1296,1833,3113,1165
3/9/2021,1579,1160,1307,1860,3136,1193
4/1/2021,1875,1327,1478,2143,3483,1484
4/10/2021,1961,1378,1531,2205,3550,1615
4/11/2021,1963,1378,1532,2206,3550,1617
4/12/2021,1975,1393,1543,2218,3560,1624
4/13/2021,1980,1396,1547,2222,3578,1641
4/14/2021,1987,1399,1549,2224,3584,1654
4/15/2021,1995,1408,1552,2228,3591,1666
4/16/2021,1999,1413,1555,2232,3596,1676
4/17/2021,1999,1415,1556,2232,3599,1679
4/18/2021,1999,1416,1557,2232,3600,1679
4/19/2021,2006,1416,1560,2233,3602,1685
4/2/2021,1882,1331,1481,2147,3485,1495
4/20/2021,2015,1423,1565,2241,3611,1695
4/21/2021,2020,1435,1568,2247,3619,1703
4/22/2021,2029,1441,1571,2258,3630,1714
4/23/2021,2030,1444,1572,2261,3631,1727
4/24/2021,2032,1444,1575,2261,3632,1732
4/25/2021,2034,1444,1575,2262,3634,1733
4/26/2021,2039,1445,1577,2266,3637,1738
4/27/2021,2044,1450,1584,2271,3647,1752
4/28/2021,2057,1451,1589,2273,3655,1759
4/29/2021,2067,1455,1596,2281,3661,1768
4/3/2021,1887,1334,1483,2150,3486,1503
4/30/2021,2073,1459,1597,2283,3667,1777
4/4/2021,1888,1335,1483,2150,3486,1504
4/5/2021,1897,1345,1490,2159,3506,1515
4/6/2021,1910,1354,1500,2168,3524,1535
4/7/2021,1929,1360,1510,2178,3537,1562
4/8/2021,1942,1368,1518,2190,3546,1576
4/9/2021,1950,1374,1524,2196,3549,1602
5/1/2021,2080,1464,1598,2284,3668,1785
5/10/2021,2115,1475,1617,2295,3699,1828
5/11/2021,2120,1476,1619,2297,3705,1832
5/12/2021,2124,1477,1621,2304,3714,1850
5/13/2021,2130,1482,1623,2307,3720,1945
5/14/2021,2135,1484,1626,2309,3721,2115
5/15/2021,2136,1484,1626,2309,3721,2513
5/16/2021,2137,1484,1626,2309,3721,2519
5/17/2021,2145,1490,1627,2312,3723,2711
5/18/2021,2150,1490,1634,2323,3725,2880
5/19/2021,2158,1494,1636,2325,3727,2988
5/2/2021,2080,1464,1599,2284,3668,1785
5/20/2021,2170,1496,1642,2333,3732,3051
5/21/2021,2176,1496,1642,2333,3736,3105
5/22/2021,2177,1496,1644,2335,3737,3142
5/23/2021,2178,1496,1646,2337,3738,3142
5/24/2021,2181,1498,1649,2338,3741,3207
5/25/2021,2188,1501,1655,2344,3748,3254
5/26/2021,2190,1505,1656,2346,3750,3342
5/27/2021,2195,1509,1659,2348,3754,3394
5/28/2021,2199,1509,1661,2351,3756,3445
5/29/2021,2201,1510,1666,2352,3757,3449
5/3/2021,2084,1466,1601,2287,3676,1791
5/30/2021,2202,1513,1666,2352,3757,3449
5/31/2021,2202,1515,1666,2352,3757,3449
5/4/2021,2091,1468,1606,2294,3685,1801
5/5/2021,2093,1472,1609,2294,3686,1806
5/6/2021,2104,1473,1611,2295,3693,1815
5/7/2021,2110,1475,1613,2295,3695,1822
5/8/2021,2111,1475,1613,2295,3696,1823
5/9/2021,2112,1475,1613,2295,3696,1823
6/1/2021,2204,1519,1670,2353,3763,3481
6/10/2021,2227,1536,1685,2367,3781,3782
6/11/2021,2232,1536,1687,2368,3782,3809
6/12/2021,2235,1537,1687,2368,3783,3815
6/13/2021,2235,1537,1688,2368,3783,3817
6/14/2021,2238,1540,1688,2368,3783,3839
6/15/2021,2249,1541,1689,2369,3787,3862
6/16/2021,2254,1543,1690,2369,3789,3884
6/17/2021,2257,1543,1690,2371,3790,3905
6/18/2021,2257,1545,1692,2373,3792,3919
6/19/2021,2257,1546,1692,2373,3793,3920
6/2/2021,2207,1520,1670,2354,3764,3529
6/20/2021,2257,1546,1692,2373,3793,3920
6/21/2021,2258,1546,1692,2373,3794,3950
6/22/2021,2262,1546,1692,2377,3795,3982
6/23/2021,2262,1549,1692,2378,3796,4000
6/24/2021,2263,1549,1694,2378,3798,4014
6/25/2021,2266,1551,1694,2382,3799,4032
6/26/2021,2266,1552,1694,2382,3799,4035
6/27/2021,2267,1553,1695,2382,3799,4035
6/28/2021,2268,1555,1695,2382,3799,4061
6/29/2021,2272,1555,1696,2384,3800,4083
6/3/2021,2210,1524,1672,2355,3766,3545
6/30/2021,2275,1557,1697,2385,3804,4115
6/4/2021,2211,1527,1675,2358,3770,3584
6/5/2021,2212,1527,1676,2358,3770,3611
6/6/2021,2213,1528,1677,2359,3770,3611
6/7/2021,2218,1531,1677,2360,3771,3648
6/8/2021,2224,1534,1680,2361,3776,3700
6/9/2021,2227,1535,1681,2366,3779,3763
7/1/2021,2282,1557,1699,2387,3807,4131
7/10/2021,2297,1569,1705,2398,3816,4235
7/11/2021,2297,1569,1705,2399,3816,4235
7/12/2021,2301,1571,1707,2402,3818,4273
7/13/2021,2309,1573,1709,2403,3820,4289
7/14/2021,2319,1575,1710,2405,3824,4326
7/15/2021,2322,1578,1711,2408,3828,4347
7/16/2021,2328,1580,1712,2410,3828,4376
7/17/2021,2328,1581,1712,2410,3828,4377
7/18/2021,2329,1583,1713,2410,3829,4379
7/19/2021,2333,1585,1713,2411,3829,4397
7/2/2021,2285,1560,1700,2387,3810,4140
7/20/2021,2341,1588,1717,2415,3836,4422
7/21/2021,2344,1591,1724,2421,3838,4449
7/22/2021,2348,1598,1728,2426,3844,4468
7/23/2021,2359,1604,1733,2433,3848,4504
7/24/2021,2362,1604,1733,2433,3848,4504
7/25/2021,2365,1605,1733,2433,3848,4504
7/26/2021,2375,1613,1733,2436,3850,4541
7/27/2021,2382,1617,1735,2447,3858,4582
7/28/2021,2390,1618,1743,2455,3862,4629
7/29/2021,2398,1622,1743,2459,3866,4666
7/3/2021,2287,1560,1701,2387,3810,4140
7/30/2021,2402,1628,1746,2461,3872,4701
7/31/2021,2403,1630,1751,2464,3873,4701
7/4/2021,2288,1560,1701,2387,3810,4140
7/5/2021,2288,1560,1701,2387,3810,4141
7/6/2021,2291,1564,1702,2396,3813,4170
7/7/2021,2292,1567,1702,2396,3813,4190
7/8/2021,2294,1568,1702,2396,3814,4220
7/9/2021,2297,1569,1705,2398,3816,4233
8/1/2021,2403,1630,1751,2465,3873,4701
8/10/2021,2475,1669,1796,2496,3904,4967
8/11/2021,2486,1678,1799,2499,3909,5003
8/12/2021,2497,1682,1808,2501,3918,5035
8/13/2021,2517,1694,1817,2508,3924,5073
8/14/2021,2518,1702,1819,2510,3927,5077
8/15/2021,2521,1702,1820,2512,3927,5078
8/16/2021,2537,1708,1824,2516,3930,5101
8/17/2021,2550,1724,1835,2527,3934,5117
8/18/2021,2556,1733,1850,2534,3938,5138
8/19/2021,2569,1740,1855,2539,3945,5152
8/2/2021,2414,1634,1756,2470,3876,4742
8/20/2021,2582,1745,1863,2546,3951,5169
8/21/2021,2585,1749,1865,2547,3952,5169
8/22/2021,2585,1750,1865,2547,3953,5173
8/23/2021,2592,1757,1869,2554,3957,5191
8/24/2021,2606,1765,1879,2561,3963,5201
8/25/2021,2616,1772,1884,2564,3968,5210
8/26/2021,2634,1777,1893,2574,3980,5220
8/27/2021,2649,1785,1899,2589,3985,5242
8/28/2021,2651,1788,1902,2590,3990,5243
8/29/2021,2652,1789,1902,2592,3990,5243
8/3/2021,2424,1642,1763,2477,3886,4788
8/30/2021,2659,1791,1904,2595,3992,5252
8/31/2021,2669,1797,1908,2602,3996,5257
8/4/2021,2435,1648,1767,2479,3892,4824
8/5/2021,2443,1650,1772,2481,3894,4851
8/6/2021,2452,1656,1780,2488,3897,4894
8/7/2021,2455,1657,1785,2488,3899,4895
8/8/2021,2456,1657,1785,2488,3899,4897
8/9/2021,2466,1665,1793,2490,3901,4944
9/1/2021,2678,1803,1915,2608,4000,5268
9/10/2021,2739,1845,1948,2645,4037,5313
9/11/2021,2740,1849,1950,2646,4038,5313
9/12/2021,2741,1849,1951,2648,4040,5313
9/13/2021,2749,1853,1953,2651,4044,5320
9/14/2021,2758,1855,1959,2656,4045,5328
9/15/2021,2761,1859,1962,2659,4049,5337
9/16/2021,2766,1861,1965,2664,4052,5338
9/17/2021,2775,1868,1972,2670,4056,5351
9/18/2021,2776,1868,1973,2670,4056,5351
9/19/2021,2777,1868,1973,2670,4056,5351
9/2/2021,2685,1814,1919,2619,4009,5268
9/20/2021,2783,1873,1977,2673,4058,5353
9/21/2021,2792,1881,1983,2680,4060,5354
9/22/2021,2798,1882,1989,2682,4063,5357
9/23/2021,2801,1888,1992,2683,4066,5362
9/24/2021,2815,1898,1996,2687,4071,5371
9/25/2021,2818,1903,1999,2692,4079,5371
9/26/2021,2818,1904,1999,2692,4079,5371
9/27/2021,2824,1907,2006,2696,4095,5375
9/28/2021,2832,1911,2014,2711,4111,5378
9/29/2021,2842,1916,2021,2718,4140,5388
9/3/2021,2698,1821,1927,2622,4021,5281
9/30/2021,2860,1936,2037,2743,4192,5391
9/4/2021,2700,1821,1929,2622,4024,5282
9/5/2021,2700,1821,1931,2622,4024,5282
9/6/2021,2701,1822,1931,2623,4024,5282
9/7/2021,2706,1827,1932,2627,4027,5294
9/8/2021,2716,1834,1941,2637,4030,5298
9/9/2021,2729,1841,1945,2641,4035,5303
