date,Santa Cruz_cume,Santa Cruz
1/11/2021,61,
1/12/2021,81,20
1/13/2021,101,20
1/14/2021,141,40
1/15/2021,201,60
1/19/2021,265,64
1/20/2021,310,45
1/21/2021,351,41
1/22/2021,431,80
1/25/2021,566,135
1/26/2021,737,171
1/27/2021,916,179
1/28/2021,1012,96
1/29/2021,1167,155
1/4/2021,1377,210
1/5/2021,1599,222
1/6/2021,1801,202
1/7/2021,1918,117
1/8/2021,2359,441
10/1/2021,2778,419
10/10/2021,3282,504
10/11/2021,3396,114
10/2/2021,3805,409
10/3/2021,3987,182
10/4/2021,4502,515
10/5/2021,4919,417
10/6/2021,5036,117
10/7/2021,5622,586
10/8/2021,5815,193
10/9/2021,6382,567
12/22/2020,7066,684
12/23/2020,7072,6
12/24/2020,7242,170
12/28/2020,7811,569
12/29/2020,8430,619
12/30/2020,9059,629
12/31/2020,9690,631
2/1/2021,10168,478
2/10/2021,10607,439
2/11/2021,10695,88
2/12/2021,10782,87
2/13/2021,10785,3
2/14/2021,10796,11
2/15/2021,10843,47
2/16/2021,10845,2
2/17/2021,10885,40
2/18/2021,11515,630
2/19/2021,12317,802
2/2/2021,13079,762
2/20/2021,13805,726
2/22/2021,13817,12
2/23/2021,13960,143
2/24/2021,14822,862
2/25/2021,15560,738
2/26/2021,16363,803
2/27/2021,17149,786
2/3/2021,17223,74
2/4/2021,17240,17
2/5/2021,17403,163
2/6/2021,18061,658
2/8/2021,18776,715
2/9/2021,19470,694
3/1/2021,20161,691
3/10/2021,20675,514
3/11/2021,21042,367
3/12/2021,21203,161
3/13/2021,21900,697
3/14/2021,22650,750
3/15/2021,23348,698
3/16/2021,24193,845
3/17/2021,24215,22
3/18/2021,24227,12
3/19/2021,24415,188
3/2/2021,25172,757
3/20/2021,25875,703
3/21/2021,26522,647
3/22/2021,27270,748
3/23/2021,27316,46
3/24/2021,27317,1
3/25/2021,27476,159
3/26/2021,28322,846
3/27/2021,29150,828
3/28/2021,30012,862
3/29/2021,30702,690
3/3/2021,30730,28
3/30/2021,30742,12
3/31/2021,31286,544
3/4/2021,31998,712
3/5/2021,32799,801
3/6/2021,33527,728
3/7/2021,34248,721
3/8/2021,34806,558
3/9/2021,34816,10
4/1/2021,35149,333
4/10/2021,35957,808
4/11/2021,36826,869
4/12/2021,37659,833
4/13/2021,38628,969
4/14/2021,38652,24
4/15/2021,38691,39
4/16/2021,38945,254
4/17/2021,39741,796
4/18/2021,40493,752
4/19/2021,41294,801
4/2/2021,42100,806
4/20/2021,42467,367
4/21/2021,43028,561
4/22/2021,43797,769
4/23/2021,44494,697
4/24/2021,45191,697
4/26/2021,45784,593
4/27/2021,45815,31
4/28/2021,45827,12
4/29/2021,46319,492
4/3/2021,46916,597
4/30/2021,47648,732
4/4/2021,48220,572
4/5/2021,48888,668
4/6/2021,48912,24
4/7/2021,48924,12
4/8/2021,49374,450
4/9/2021,49482,108
5/1/2021,49846,364
5/10/2021,50719,873
5/11/2021,51422,703
5/12/2021,51445,23
5/13/2021,51466,21
5/14/2021,52317,851
5/15/2021,52834,517
5/16/2021,53255,421
5/17/2021,53960,705
5/18/2021,54377,417
5/19/2021,54428,51
5/2/2021,54460,32
5/20/2021,54707,247
5/21/2021,55397,690
5/22/2021,55772,375
5/23/2021,56047,275
5/24/2021,56089,42
5/25/2021,56129,40
5/26/2021,56156,27
5/27/2021,56180,24
5/28/2021,56289,109
5/29/2021,57228,939
5/3/2021,57992,764
5/30/2021,58144,152
5/31/2021,58169,25
5/4/2021,58173,4
5/5/2021,58258,85
5/6/2021,58993,735
5/7/2021,59556,563
5/8/2021,59725,169
5/9/2021,60325,600
6/1/2021,60340,15
6/10/2021,60350,10
6/11/2021,60397,47
6/12/2021,60542,145
6/13/2021,60602,60
6/14/2021,61383,781
6/15/2021,61437,54
6/16/2021,61461,24
6/17/2021,61483,22
6/18/2021,61648,165
6/19/2021,62198,550
6/2/2021,62330,132
6/20/2021,62929,599
6/21/2021,63083,154
6/22/2021,63124,41
6/23/2021,63141,17
6/24/2021,63182,41
6/25/2021,63367,185
6/26/2021,63557,190
6/27/2021,63739,182
6/28/2021,63805,66
6/29/2021,63843,38
6/3/2021,63853,10
6/30/2021,63896,43
6/4/2021,64078,182
6/5/2021,64135,57
6/6/2021,64334,199
6/7/2021,64408,74
6/8/2021,64440,32
6/9/2021,64456,16
7/1/2021,64505,49
7/10/2021,64680,175
7/11/2021,64710,30
