Category,value
tests,562691
Yuma,10991
Yavapai,14545
Santa Cruz,2186
Pinal,36088
Pima,55657
Navajo,4633
Mohave,13031
Maricopa,391357
La Paz,1607
Greenlee,210
Graham,1170
Gila,6245
Coconino,6955
Cochise,6657
Apache,1285
Unknown,478
65 years and older,130649
55 - 64 years,105607
45 - 54 years,99157
20 - 44 years,197251
Less than 20 years,29549
positive,0.2119511419233647
