Category,value
tests,10989147
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1693449
20 - 44 years,4749212
45 - 54 years,1478470
55 - 64 years,1381960
65 years and older,1666838
Unknown,19218
positive,0.0976295066395963
