date,Yuma_cume,Yuma
1/1/2021,4,
1/10/2021,5,1
1/11/2021,6,1
1/12/2021,7,1
1/13/2021,8,1
1/14/2021,10,2
1/15/2021,17,7
1/16/2021,43,26
1/17/2021,44,1
1/18/2021,46,2
1/19/2021,222,176
1/2/2021,920,698
1/20/2021,1675,755
1/21/2021,1913,238
1/22/2021,2017,104
1/23/2021,2018,1
1/24/2021,2447,429
1/25/2021,2807,360
1/26/2021,3239,432
1/27/2021,3332,93
1/28/2021,3354,22
1/29/2021,3356,2
1/3/2021,3357,1
1/30/2021,3575,218
1/31/2021,3905,330
1/4/2021,4387,482
1/5/2021,4615,228
1/6/2021,4936,321
1/7/2021,4950,14
1/8/2021,4965,15
1/9/2021,5642,677
12/1/2020,6323,681
12/10/2020,7073,750
12/12/2020,7257,184
12/16/2020,7449,192
12/17/2020,7450,1
12/19/2020,7451,1
12/20/2020,7488,37
12/21/2020,7878,390
12/22/2020,8451,573
12/23/2020,10236,1785
12/24/2020,11816,1580
12/26/2020,11958,142
12/27/2020,11971,13
12/28/2020,12405,434
12/29/2020,13257,852
12/3/2020,14657,1400
12/30/2020,16730,2073
12/31/2020,18800,2070
12/4/2020,20003,1203
12/8/2020,20016,13
2/1/2021,20890,874
2/10/2021,21966,1076
2/11/2021,23473,1507
2/12/2021,24481,1008
2/13/2021,25187,706
2/14/2021,25227,40
2/15/2021,25249,22
2/16/2021,25530,281
2/17/2021,26373,843
2/18/2021,28731,2358
2/19/2021,31203,2472
2/2/2021,33088,1885
2/20/2021,33956,868
2/21/2021,33959,3
2/22/2021,34074,115
2/23/2021,34332,258
2/24/2021,34659,327
2/25/2021,35284,625
2/26/2021,36137,853
2/27/2021,36514,377
2/28/2021,36523,9
2/3/2021,36564,41
2/4/2021,37765,1201
2/5/2021,40398,2633
2/6/2021,43561,3163
2/7/2021,46311,2750
2/8/2021,47152,841
2/9/2021,47499,347
3/1/2021,49391,1892
3/10/2021,50759,1368
3/11/2021,52030,1271
3/12/2021,54908,2878
3/13/2021,58545,3637
3/14/2021,58775,230
3/15/2021,58953,178
3/16/2021,59980,1027
3/17/2021,62156,2176
3/18/2021,64124,1968
3/19/2021,67542,3418
3/2/2021,70734,3192
3/20/2021,72370,1636
3/21/2021,72571,201
3/22/2021,73422,851
3/23/2021,75042,1620
3/24/2021,77145,2103
3/25/2021,81096,3951
3/26/2021,84262,3166
3/27/2021,85602,1340
3/28/2021,85950,348
3/29/2021,86497,547
3/3/2021,88007,1510
3/30/2021,90362,2355
3/31/2021,92690,2328
3/4/2021,94939,2249
3/5/2021,95546,607
3/6/2021,95798,252
3/7/2021,96412,614
3/8/2021,99244,2832
3/9/2021,102263,3019
4/1/2021,105181,2918
4/10/2021,107093,1912
4/11/2021,107854,761
4/12/2021,108547,693
4/13/2021,109978,1431
4/14/2021,112197,2219
4/15/2021,114646,2449
4/16/2021,117525,2879
4/17/2021,119566,2041
4/18/2021,120113,547
4/19/2021,120328,215
4/2/2021,120978,650
4/20/2021,122020,1042
4/21/2021,124690,2670
4/22/2021,127721,3031
4/23/2021,130837,3116
4/24/2021,131591,754
4/25/2021,132164,573
4/26/2021,133766,1602
4/27/2021,135750,1984
4/28/2021,137354,1604
4/29/2021,138752,1398
4/3/2021,140705,1953
4/30/2021,141031,326
4/4/2021,141222,191
4/5/2021,141770,548
4/6/2021,144899,3129
4/7/2021,146836,1937
4/8/2021,148644,1808
4/9/2021,150165,1521
5/1/2021,150398,233
5/10/2021,150579,181
5/11/2021,151457,878
5/12/2021,153054,1597
5/13/2021,154265,1211
5/14/2021,155785,1520
5/15/2021,156963,1178
5/16/2021,157227,264
5/17/2021,157353,126
5/18/2021,157877,524
5/19/2021,158621,744
5/2/2021,160032,1411
5/20/2021,161173,1141
5/21/2021,162331,1158
5/22/2021,163035,704
5/23/2021,163216,181
5/24/2021,164157,941
5/25/2021,165002,845
5/26/2021,165630,628
5/27/2021,166274,644
5/28/2021,166942,668
5/29/2021,167196,254
5/3/2021,167372,176
5/30/2021,167899,527
5/31/2021,168759,860
5/4/2021,169432,673
5/5/2021,170348,916
5/6/2021,171184,836
5/7/2021,171417,233
5/8/2021,171573,156
5/9/2021,171706,133
6/1/2021,172451,745
6/10/2021,173196,745
6/11/2021,173852,656
6/12/2021,174524,672
6/13/2021,175051,527
6/14/2021,175186,135
6/15/2021,175769,583
6/16/2021,176471,702
6/17/2021,177292,821
6/18/2021,178083,791
6/19/2021,178897,814
6/2/2021,179098,201
6/20/2021,179205,107
6/21/2021,179810,605
6/22/2021,180549,739
6/23/2021,181069,520
6/24/2021,181616,547
6/25/2021,182069,453
6/26/2021,182228,159
6/27/2021,182328,100
6/28/2021,182763,435
6/29/2021,183747,984
6/3/2021,185174,1427
6/30/2021,186557,1383
6/4/2021,187144,587
6/5/2021,187304,160
6/6/2021,187399,95
6/7/2021,187859,460
6/8/2021,188653,794
6/9/2021,189372,719
7/1/2021,190197,825
7/10/2021,190696,499
7/11/2021,190845,149
7/12/2021,190870,25
7/13/2021,191056,186
7/14/2021,191585,529
7/15/2021,192126,541
7/16/2021,192609,483
7/17/2021,193095,486
7/18/2021,193285,190
7/19/2021,193355,70
7/2/2021,193866,511
7/20/2021,194331,465
7/21/2021,194808,477
7/22/2021,195225,417
7/23/2021,195727,502
7/24/2021,195920,193
7/25/2021,196025,105
7/26/2021,196443,418
7/27/2021,196905,462
7/28/2021,197348,443
7/29/2021,197850,502
7/3/2021,198367,517
7/30/2021,198617,250
7/31/2021,198702,85
7/4/2021,199220,518
7/5/2021,199837,617
7/6/2021,200415,578
7/7/2021,200973,558
7/8/2021,201538,565
7/9/2021,201774,236
8/1/2021,201875,101
8/2/2021,202319,444
8/3/2021,202888,569
8/4/2021,203456,568
8/5/2021,203898,442
8/6/2021,204459,561
8/7/2021,204734,275
8/8/2021,204820,86
8/9/2021,205168,348
