date,Apache_cume,Apache
1/1/2021,1,
1/11/2021,3,2
1/12/2021,5,2
1/13/2021,7,2
1/14/2021,137,130
1/15/2021,138,1
1/16/2021,140,2
1/18/2021,210,70
1/19/2021,558,348
1/20/2021,726,168
1/21/2021,790,64
1/22/2021,791,1
1/23/2021,800,9
1/25/2021,858,58
1/26/2021,983,125
1/27/2021,1210,227
1/28/2021,1261,51
1/29/2021,1271,10
1/30/2021,1360,89
1/31/2021,1555,195
1/4/2021,1711,156
1/5/2021,2074,363
1/6/2021,2155,81
1/7/2021,2176,21
1/8/2021,2246,70
1/9/2021,2435,189
12/17/2020,2666,231
12/21/2020,3020,354
12/22/2020,3363,343
12/23/2020,3393,30
12/24/2020,3709,316
12/26/2020,4025,316
12/28/2020,4331,306
12/29/2020,4787,456
12/30/2020,4911,124
12/31/2020,4912,1
12/8/2020,4918,6
2/1/2021,5118,200
2/10/2021,5303,185
2/11/2021,5683,380
2/12/2021,6290,607
2/13/2021,6612,322
2/15/2021,6653,41
2/16/2021,6654,1
2/17/2021,6861,207
2/18/2021,7108,247
2/19/2021,7847,739
2/2/2021,8668,821
2/20/2021,8950,282
2/21/2021,9018,68
2/22/2021,9109,91
2/23/2021,9420,311
2/24/2021,9833,413
2/25/2021,10314,481
2/26/2021,10656,342
2/27/2021,10697,41
2/28/2021,10706,9
2/3/2021,11045,339
2/4/2021,11321,276
2/5/2021,11559,238
2/6/2021,12242,683
2/7/2021,12453,211
2/8/2021,12478,25
2/9/2021,12490,12
3/1/2021,12903,413
3/10/2021,13121,218
3/11/2021,13688,567
3/12/2021,14066,378
3/13/2021,14447,381
3/14/2021,14469,22
3/15/2021,14479,10
3/16/2021,14752,273
3/17/2021,15054,302
3/18/2021,15833,779
3/19/2021,16284,451
3/2/2021,16542,258
3/20/2021,16606,64
3/21/2021,16622,16
3/22/2021,16842,220
3/23/2021,17252,410
3/24/2021,17506,254
3/25/2021,17736,230
3/26/2021,17887,151
3/27/2021,17910,23
3/28/2021,17941,31
3/29/2021,18196,255
3/3/2021,18396,200
3/30/2021,18804,408
3/31/2021,19026,222
3/4/2021,19153,127
3/5/2021,19167,14
3/6/2021,19201,34
3/7/2021,19398,197
3/8/2021,19584,186
3/9/2021,19780,196
4/1/2021,19965,185
4/10/2021,20130,165
4/11/2021,20190,60
4/12/2021,20201,11
4/13/2021,20382,181
4/14/2021,20583,201
4/15/2021,20762,179
4/16/2021,20924,162
4/17/2021,21044,120
4/18/2021,21259,215
4/19/2021,21284,25
4/2/2021,21444,160
4/20/2021,21584,140
4/21/2021,21714,130
4/22/2021,21839,125
4/23/2021,21950,111
4/24/2021,21963,13
4/25/2021,21985,22
4/26/2021,22099,114
4/27/2021,22200,101
4/28/2021,22282,82
4/29/2021,22380,98
4/3/2021,22450,70
4/30/2021,22487,37
4/4/2021,22500,13
4/5/2021,22565,65
4/6/2021,22672,107
4/7/2021,22772,100
4/8/2021,22876,104
4/9/2021,22933,57
5/1/2021,22975,42
5/10/2021,22985,10
5/11/2021,23045,60
5/12/2021,23147,102
5/13/2021,23205,58
5/14/2021,23254,49
5/15/2021,23320,66
5/16/2021,23360,40
5/17/2021,23369,9
5/18/2021,23423,54
5/19/2021,23514,91
5/2/2021,23591,77
5/20/2021,23735,144
5/21/2021,23925,190
5/22/2021,24342,417
5/23/2021,24353,11
5/24/2021,24603,250
5/25/2021,24841,238
5/26/2021,25012,171
5/27/2021,25146,134
5/28/2021,25219,73
5/29/2021,25277,58
5/3/2021,25282,5
5/30/2021,25386,104
5/4/2021,25517,131
5/5/2021,25629,112
5/6/2021,25717,88
5/7/2021,25787,70
5/8/2021,25816,29
5/9/2021,25830,14
6/1/2021,25910,80
6/10/2021,26004,94
6/11/2021,26094,90
6/12/2021,26285,191
6/13/2021,26629,344
6/14/2021,26639,10
6/15/2021,26901,262
6/16/2021,27199,298
6/17/2021,27414,215
6/18/2021,27504,90
6/19/2021,27605,101
6/2/2021,27636,31
6/20/2021,27640,4
6/21/2021,27758,118
6/22/2021,27880,122
6/23/2021,28000,120
6/24/2021,28080,80
6/25/2021,28138,58
6/26/2021,28180,42
6/27/2021,28190,10
6/28/2021,28275,85
6/29/2021,28371,96
6/3/2021,28462,91
6/30/2021,28527,65
6/4/2021,28595,68
6/5/2021,28637,42
6/6/2021,28648,11
6/7/2021,28735,87
6/8/2021,28833,98
6/9/2021,28935,102
7/1/2021,28998,63
7/10/2021,29073,75
7/11/2021,29096,23
7/12/2021,29116,20
7/13/2021,29211,95
7/14/2021,29280,69
7/15/2021,29350,70
7/16/2021,29402,52
7/17/2021,29415,13
7/18/2021,29426,11
7/19/2021,29510,84
7/2/2021,29586,76
7/20/2021,29671,85
7/21/2021,29728,57
7/22/2021,29819,91
7/23/2021,29840,21
7/24/2021,29849,9
7/25/2021,29900,51
7/26/2021,29970,70
7/27/2021,30040,70
7/28/2021,30106,66
7/29/2021,30220,114
7/3/2021,30246,26
7/30/2021,30262,16
7/31/2021,30346,84
7/5/2021,30451,105
7/6/2021,30565,114
7/7/2021,30661,96
7/8/2021,30747,86
7/9/2021,30777,30
8/1/2021,30797,20
8/2/2021,30910,113
8/3/2021,31041,131
8/4/2021,31143,102
8/5/2021,31212,69
8/6/2021,31311,99
8/7/2021,31328,17
8/8/2021,31333,5
8/9/2021,31378,45
