date,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO
2021-08-08 00:00:00,30,1,0.0333333333333333,,,
2021-08-07 00:00:00,65,5,0.0769230769230769,,,
2021-08-06 00:00:00,251,28,0.1115537848605578,8,4,0.5
2021-08-05 00:00:00,244,26,0.1065573770491803,2,2,1
2021-08-04 00:00:00,218,38,0.1743119266055046,5,3,0.6
2021-08-03 00:00:00,239,25,0.104602510460251,1,1,1
2021-08-02 00:00:00,315,48,0.1523809523809524,2,0,0
2021-08-01 00:00:00,87,13,0.1494252873563219,1,0,0
2021-07-31 00:00:00,113,9,0.079646017699115,1,0,0
2021-07-30 00:00:00,186,26,0.1397849462365591,7,2,0.2857142857142857
2021-07-29 00:00:00,156,24,0.1538461538461539,5,2,0.4
2021-07-28 00:00:00,249,37,0.1485943775100402,3,2,0.6666666666666666
2021-07-27 00:00:00,178,26,0.1460674157303371,5,1,0.2
2021-07-26 00:00:00,181,23,0.1270718232044199,3,2,0.6666666666666666
2021-07-25 00:00:00,51,2,0.0392156862745098,,,
2021-07-24 00:00:00,81,12,0.1481481481481482,,,
2021-07-23 00:00:00,125,13,0.104,5,3,0.6
2021-07-22 00:00:00,128,17,0.1328125,3,1,0.3333333333333333
2021-07-21 00:00:00,139,13,0.0935251798561151,1,1,1
2021-07-20 00:00:00,148,16,0.1081081081081081,2,1,0.5
2021-07-19 00:00:00,150,6,0.04,6,3,0.5
2021-07-18 00:00:00,37,4,0.1081081081081081,,,
2021-07-17 00:00:00,58,3,0.0517241379310345,,,
2021-07-16 00:00:00,89,9,0.101123595505618,4,0,0
2021-07-15 00:00:00,114,8,0.0701754385964912,3,1,0.3333333333333333
2021-07-14 00:00:00,109,13,0.1192660550458716,4,3,0.75
2021-07-13 00:00:00,120,23,0.1916666666666667,3,0,0
2021-07-12 00:00:00,125,10,0.08,2,2,1
2021-07-11 00:00:00,48,10,0.2083333333333334,,,
2021-07-10 00:00:00,54,4,0.0740740740740741,1,1,1
2021-07-09 00:00:00,119,4,0.0336134453781513,65,57,0.876923076923077
2021-07-08 00:00:00,97,5,0.0515463917525773,8,3,0.375
2021-07-07 00:00:00,111,20,0.1801801801801802,7,3,0.4285714285714286
2021-07-06 00:00:00,128,10,0.078125,1,0,0
2021-07-05 00:00:00,73,5,0.0684931506849315,,,
2021-07-04 00:00:00,23,0,0,,,
2021-07-03 00:00:00,50,0,0,1,1,1
2021-07-02 00:00:00,84,8,0.0952380952380952,21,16,0.761904761904762
2021-07-01 00:00:00,85,6,0.0705882352941177,2,1,0.5
2021-06-30 00:00:00,91,2,0.021978021978022,13,11,0.8461538461538461
2021-06-29 00:00:00,91,3,0.032967032967033,20,16,0.8
2021-06-28 00:00:00,89,2,0.0224719101123596,5,3,0.6
2021-06-27 00:00:00,43,0,0,1,1,1
2021-06-26 00:00:00,40,1,0.025,1,1,1
2021-06-25 00:00:00,72,3,0.0416666666666667,9,6,0.6666666666666666
2021-06-24 00:00:00,73,1,0.0136986301369863,45,40,0.8888888888888888
2021-06-23 00:00:00,102,1,0.0098039215686275,23,21,0.9130434782608696
2021-06-22 00:00:00,95,3,0.0315789473684211,16,14,0.875
2021-06-21 00:00:00,98,4,0.0408163265306122,2,0,0
2021-06-20 00:00:00,44,2,0.0454545454545455,,,
2021-06-19 00:00:00,40,3,0.075,5,3,0.6
2021-06-18 00:00:00,65,1,0.0153846153846154,6,1,0.1666666666666667
2021-06-17 00:00:00,80,2,0.025,10,1,0.1
2021-06-16 00:00:00,96,2,0.0208333333333333,10,3,0.3
2021-06-15 00:00:00,83,2,0.0240963855421687,14,7,0.5
2021-06-14 00:00:00,106,5,0.0471698113207547,2,1,0.5
2021-06-13 00:00:00,46,0,0,5,5,1
2021-06-12 00:00:00,52,0,0,11,3,0.2727272727272727
2021-06-11 00:00:00,125,2,0.016,2,1,0.5
2021-06-10 00:00:00,79,1,0.0126582278481013,5,3,0.6
2021-06-09 00:00:00,104,2,0.0192307692307692,18,16,0.8888888888888888
2021-06-08 00:00:00,77,0,0,29,25,0.8620689655172414
2021-06-07 00:00:00,91,1,0.010989010989011,8,2,0.25
2021-06-06 00:00:00,48,0,0,,,
2021-06-05 00:00:00,79,0,0,8,6,0.75
2021-06-04 00:00:00,135,3,0.0222222222222222,15,10,0.6666666666666666
