date,Santa Cruz_cume,Santa Cruz
1/11/2021,61,
1/12/2021,81,20
1/13/2021,101,20
1/14/2021,141,40
1/15/2021,201,60
1/19/2021,265,64
1/20/2021,310,45
1/21/2021,351,41
1/22/2021,431,80
1/25/2021,566,135
1/26/2021,737,171
1/27/2021,916,179
1/28/2021,1012,96
1/29/2021,1167,155
1/4/2021,1376,209
1/5/2021,1598,222
1/6/2021,1800,202
1/7/2021,1917,117
1/8/2021,2358,441
12/22/2020,2777,419
12/23/2020,3281,504
12/24/2020,3395,114
12/28/2020,3804,409
12/29/2020,3985,181
12/30/2020,4500,515
12/31/2020,4916,416
2/1/2021,5033,117
2/10/2021,5618,585
2/11/2021,5811,193
2/12/2021,6378,567
2/13/2021,7062,684
2/14/2021,7068,6
2/15/2021,7238,170
2/16/2021,7807,569
2/17/2021,8426,619
2/18/2021,9055,629
2/19/2021,9686,631
2/2/2021,10164,478
2/20/2021,10603,439
2/22/2021,10691,88
2/23/2021,10778,87
2/24/2021,10781,3
2/25/2021,10792,11
2/26/2021,10839,47
2/27/2021,10841,2
2/3/2021,10881,40
2/4/2021,11511,630
2/5/2021,12313,802
2/6/2021,13074,761
2/8/2021,13800,726
2/9/2021,13812,12
3/1/2021,13955,143
3/10/2021,14817,862
3/11/2021,15554,737
3/12/2021,16357,803
3/13/2021,17142,785
3/14/2021,17216,74
3/15/2021,17233,17
3/16/2021,17396,163
3/17/2021,18054,658
3/18/2021,18769,715
3/19/2021,19462,693
3/2/2021,20150,688
3/20/2021,20662,512
3/21/2021,21029,367
3/22/2021,21190,161
3/23/2021,21887,697
3/24/2021,22637,750
3/25/2021,23332,695
3/26/2021,24175,843
3/27/2021,24197,22
3/28/2021,24209,12
3/29/2021,24397,188
3/3/2021,25154,757
3/30/2021,25856,702
3/31/2021,26499,643
3/4/2021,27246,747
3/5/2021,27292,46
3/6/2021,27293,1
3/7/2021,27452,159
3/8/2021,28296,844
3/9/2021,29124,828
4/1/2021,29983,859
4/10/2021,30672,689
4/11/2021,30698,26
4/12/2021,30710,12
4/13/2021,31254,544
4/14/2021,31965,711
4/15/2021,32764,799
4/16/2021,33491,727
4/17/2021,34210,719
4/18/2021,34768,558
4/19/2021,34778,10
4/2/2021,35110,332
4/20/2021,35914,804
4/21/2021,36782,868
4/22/2021,37613,831
4/23/2021,38578,965
4/24/2021,38602,24
4/26/2021,38641,39
4/27/2021,38895,254
4/28/2021,39689,794
4/29/2021,40438,749
4/3/2021,41238,800
4/30/2021,42042,804
4/4/2021,42407,365
4/5/2021,42968,561
4/6/2021,43736,768
4/7/2021,44432,696
4/8/2021,45128,696
4/9/2021,45718,590
5/1/2021,45749,31
5/10/2021,45761,12
5/11/2021,46250,489
5/12/2021,46845,595
5/13/2021,47575,730
5/14/2021,48147,572
5/15/2021,48813,666
5/16/2021,48837,24
5/17/2021,48849,12
5/18/2021,49297,448
5/19/2021,49404,107
5/2/2021,49767,363
5/20/2021,50639,872
5/21/2021,51338,699
5/22/2021,51361,23
5/23/2021,51382,21
5/24/2021,52231,849
5/25/2021,52748,517
5/26/2021,53169,421
5/27/2021,53872,703
5/28/2021,54288,416
5/29/2021,54339,51
5/3/2021,54371,32
5/30/2021,54618,247
5/31/2021,55306,688
5/4/2021,55681,375
5/5/2021,55955,274
5/6/2021,55997,42
5/7/2021,56036,39
5/8/2021,56063,27
5/9/2021,56087,24
6/1/2021,56196,109
6/10/2021,57134,938
6/11/2021,57897,763
6/12/2021,58048,151
6/13/2021,58073,25
6/14/2021,58077,4
6/15/2021,58162,85
6/16/2021,58897,735
6/17/2021,59460,563
6/18/2021,59629,169
6/19/2021,60229,600
6/2/2021,60243,14
6/20/2021,60253,10
6/21/2021,60300,47
6/22/2021,60444,144
6/23/2021,60504,60
6/24/2021,61280,776
6/25/2021,61334,54
6/26/2021,61358,24
6/27/2021,61380,22
6/28/2021,61544,164
6/29/2021,62078,534
6/3/2021,62210,132
6/30/2021,62807,597
6/4/2021,62960,153
6/5/2021,63001,41
6/6/2021,63018,17
6/7/2021,63059,41
6/8/2021,63244,185
6/9/2021,63434,190
7/1/2021,63616,182
7/10/2021,63681,65
7/11/2021,63719,38
7/12/2021,63729,10
7/13/2021,63770,41
7/14/2021,63952,182
7/15/2021,64008,56
7/16/2021,64207,199
7/17/2021,64281,74
7/18/2021,64312,31
7/19/2021,64328,16
7/2/2021,64376,48
7/20/2021,64551,175
7/21/2021,64581,30
7/22/2021,64775,194
7/23/2021,64832,57
7/24/2021,64869,37
7/25/2021,64880,11
7/26/2021,64926,46
7/27/2021,65090,164
7/28/2021,65147,57
7/29/2021,65311,164
7/3/2021,65388,77
7/30/2021,65427,39
7/31/2021,65458,31
7/4/2021,65513,55
7/5/2021,65663,150
7/6/2021,65830,167
7/7/2021,66053,223
7/8/2021,66125,72
7/9/2021,66165,40
8/1/2021,66188,23
8/2/2021,66258,70
8/3/2021,66457,199
8/4/2021,66633,176
8/5/2021,67199,566
8/6/2021,67718,519
8/7/2021,67760,42
8/8/2021,67779,19
8/9/2021,68009,230
