date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,627,746,580,454,365,3
1/1/2022,24636,12904,11892,13721,20617,12888
1/10/2021,1137,1167,964,809,737,11
1/10/2022,24872,12987,11952,13779,20652,13347
1/11/2021,1207,1250,1044,860,805,12
1/11/2022,24891,12992,11952,13782,20659,13372
1/12/2021,1312,1338,1119,944,1006,13
1/12/2022,24915,13004,11954,13794,20665,13424
1/13/2021,1369,1406,1202,1018,1270,14
1/13/2022,24936,13008,11959,13799,20669,13437
1/14/2021,1469,1494,1295,1105,1542,14
1/14/2022,24990,13026,11968,13806,20681,13520
1/15/2021,1588,1589,1376,1193,2294,14
1/15/2022,25014,13029,11970,13810,20684,13557
1/16/2021,1600,1605,1390,1217,2398,14
1/16/2022,25025,13030,11972,13811,20684,13579
1/17/2021,1606,1613,1398,1221,2405,14
1/17/2022,25034,13030,11975,13813,20686,13585
1/18/2021,1677,1684,1456,1277,2470,15
1/18/2022,25045,13036,11977,13818,20693,13611
1/19/2021,1767,1746,1520,1355,2732,15
1/19/2022,25056,13045,11987,13826,20694,13655
1/2/2021,653,762,588,468,376,3
1/2/2022,24642,12909,11896,13722,20617,12896
1/20/2021,2016,2016,1844,1649,2958,20
1/20/2022,25065,13054,11992,13832,20699,13703
1/21/2021,2164,2133,1946,1749,3182,21
1/21/2022,25088,13065,12000,13842,20704,13736
1/22/2021,2259,2212,2041,1862,3528,22
1/22/2022,25102,13072,12004,13842,20706,13780
1/23/2021,2301,2248,2075,1897,3732,25
1/23/2022,25109,13072,12004,13843,20706,13793
1/24/2021,2307,2251,2075,1898,3751,25
1/24/2022,25124,13075,12011,13843,20711,13819
1/25/2021,2356,2301,2138,1998,4062,26
1/25/2022,25129,13079,12015,13845,20713,13840
1/26/2021,2417,2357,2193,2075,4431,28
1/26/2022,25141,13084,12020,13852,20722,13867
1/27/2021,2666,2503,2341,2238,4823,30
1/27/2022,25150,13087,12020,13855,20724,13899
1/28/2021,2861,2626,2477,2399,5231,34
1/29/2021,2959,2711,2557,2510,5579,38
1/3/2021,653,763,588,469,378,3
1/3/2022,24663,12918,11904,13730,20620,12945
1/30/2021,3021,2754,2586,2549,5696,45
1/31/2021,3031,2756,2587,2552,5722,45
1/4/2021,722,838,653,539,441,4
1/4/2022,24687,12926,11911,13736,20622,12983
1/5/2021,807,911,707,603,512,7
1/5/2022,24720,12933,11916,13747,20631,13050
1/6/2021,890,964,763,655,582,7
1/6/2022,24756,12948,11927,13752,20633,13146
1/7/2021,1004,1052,850,725,683,7
1/7/2022,24807,12968,11938,13767,20639,13241
1/8/2021,1123,1159,952,790,726,11
1/8/2022,24830,12976,11947,13770,20649,13292
1/9/2021,1137,1166,962,806,735,11
1/9/2022,24849,12980,11950,13775,20651,13325
10/1/2021,22696,11983,11123,12854,19557,8174
10/10/2021,22841,12038,11182,12887,19614,8244
10/11/2021,22847,12044,11188,12889,19621,8251
10/12/2021,22856,12053,11190,12889,19623,8261
10/13/2021,22878,12061,11201,12892,19638,8271
10/14/2021,22893,12063,11202,12903,19647,8279
10/15/2021,22909,12069,11213,12905,19656,8287
10/16/2021,22922,12070,11214,12910,19657,8292
10/17/2021,22944,12074,11217,12910,19658,8300
10/18/2021,22955,12084,11220,12915,19665,8304
10/19/2021,22974,12088,11221,12921,19670,8309
10/2/2021,22709,11984,11124,12854,19563,8178
10/20/2021,22988,12096,11230,12925,19678,8318
10/21/2021,23005,12103,11234,12931,19684,8323
10/22/2021,23028,12115,11244,12949,19709,8330
10/23/2021,23047,12122,11250,12959,19726,8339
10/24/2021,23055,12127,11252,12960,19737,8342
10/25/2021,23071,12135,11262,12971,19765,8350
10/26/2021,23087,12143,11269,12985,19787,8372
10/27/2021,23118,12156,11283,13000,19830,8387
10/28/2021,23134,12161,11290,13007,19853,8393
10/29/2021,23171,12185,11303,13031,19887,8409
10/3/2021,22723,11984,11128,12858,19568,8185
10/30/2021,23193,12200,11319,13039,19901,8422
10/31/2021,23208,12208,11329,13045,19907,8429
10/4/2021,22744,11989,11134,12864,19578,8192
10/5/2021,22759,11996,11138,12869,19586,8198
10/6/2021,22787,12011,11150,12874,19592,8209
10/7/2021,22799,12021,11157,12882,19598,8219
10/8/2021,22820,12033,11178,12886,19603,8232
10/9/2021,22831,12037,11181,12887,19611,8239
11/1/2021,23229,12220,11336,13061,19929,8432
11/10/2021,23448,12328,11421,13171,20054,9649
