date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-03,2,1
2020-12-17,11,9
2020-12-18,18,7
2020-12-19,22,4
2020-12-20,24,2
2020-12-21,27,3
2020-12-22,74,47
2020-12-23,100,26
2020-12-24,125,25
2020-12-26,132,7
2020-12-28,175,43
2020-12-29,237,62
2020-12-30,312,75
2020-12-31,377,65
2021-01-01,411,34
2021-01-02,414,3
2021-01-03,420,6
2021-01-04,488,68
2021-01-05,565,77
2021-01-06,685,120
2021-01-07,856,171
2021-01-08,1023,167
2021-01-09,1032,9
2021-01-10,1037,5
2021-01-11,1139,102
2021-01-12,1280,141
2021-01-13,1497,217
2021-01-14,1719,222
2021-01-15,1940,221
2021-01-16,1956,16
2021-01-17,1965,9
2021-01-18,1993,28
2021-01-19,2106,113
2021-01-20,2544,438
2021-01-21,2954,410
2021-01-22,3512,558
2021-01-23,3541,29
2021-01-24,3549,8
2021-01-25,3675,126
2021-01-26,4116,441
2021-01-27,4327,211
2021-01-28,4842,515
2021-01-29,5318,476
2021-01-30,5404,86
2021-01-31,5455,51
2021-02-01,5655,200
2021-02-02,6294,639
2021-02-03,6532,238
2021-02-04,7128,596
2021-02-05,7844,716
2021-02-06,7883,39
2021-02-07,7897,14
2021-02-08,8082,185
2021-02-09,8650,568
2021-02-10,9322,672
2021-02-11,9963,641
2021-02-12,10611,648
2021-02-13,11094,483
2021-02-14,11528,434
2021-02-15,11643,115
2021-02-16,11755,112
2021-02-17,11810,55
2021-02-18,11869,59
2021-02-19,11990,121
2021-02-20,12034,44
2021-02-21,12053,19
2021-02-22,12129,76
2021-02-23,12768,639
2021-02-24,13615,847
2021-02-25,14396,781
2021-02-26,15261,865
2021-02-27,15414,153
2021-02-28,15502,88
2021-03-01,15809,307
2021-03-02,16791,982
2021-03-03,17613,822
2021-03-04,18487,874
2021-03-05,19338,851
2021-03-06,19479,141
2021-03-07,19548,69
2021-03-08,19798,250
2021-03-09,20521,723
2021-03-10,21363,842
2021-03-11,22169,806
2021-03-12,22930,761
2021-03-13,23479,549
2021-03-14,23914,435
2021-03-15,24181,267
2021-03-16,24981,800
2021-03-17,25802,821
2021-03-18,26571,769
2021-03-19,27524,953
2021-03-20,27655,131
2021-03-21,27783,128
2021-03-22,28064,281
2021-03-23,28893,829
2021-03-24,29724,831
2021-03-25,30509,785
2021-03-26,31396,887
2021-03-27,31559,163
2021-03-28,31642,83
2021-03-29,31950,308
2021-03-30,32950,1000
2021-03-31,33915,965
2021-04-01,34964,1049
2021-04-02,35788,824
2021-04-03,35919,131
2021-04-04,35991,72
2021-04-05,36698,707
2021-04-06,37549,851
2021-04-07,38478,929
2021-04-08,39399,921
2021-04-09,40274,875
2021-04-10,40920,646
2021-04-11,41003,83
2021-04-12,41466,463
2021-04-13,42385,919
2021-04-14,43369,984
2021-04-15,44327,958
2021-04-16,45401,1074
2021-04-17,45573,172
2021-04-18,45680,107
2021-04-19,46000,320
2021-04-20,46876,876
2021-04-21,47733,857
2021-04-22,48601,868
2021-04-23,49482,881
2021-04-24,49930,448
2021-04-25,50001,71
2021-04-26,50653,652
2021-04-27,51509,856
2021-04-28,52239,730
2021-04-29,52981,742
2021-04-30,53635,654
2021-05-01,53768,133
2021-05-02,53830,62
2021-05-03,54363,533
2021-05-04,54997,634
2021-05-05,55768,771
2021-05-06,56408,640
2021-05-07,57111,703
2021-05-08,57206,95
2021-05-09,57248,42
2021-05-10,57697,449
