date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,310,411,428,649,454,6
1/1/2022,12528,8897,11450,21325,59421,6297
1/10/2021,564,699,794,1127,996,9
1/10/2022,12702,9002,11530,21467,59623,6453
1/11/2021,573,707,803,1143,1025,10
1/11/2022,12723,9012,11536,21479,59645,6473
1/12/2021,592,732,832,1189,1120,10
1/12/2022,12741,9023,11542,21492,59666,6486
1/13/2021,637,781,918,1283,1317,11
1/13/2022,12758,9038,11552,21510,59682,6508
1/14/2021,670,826,973,1354,1433,13
1/14/2022,12777,9051,11562,21531,59706,6559
1/15/2021,685,838,986,1374,1483,13
1/15/2022,12788,9056,11570,21537,59712,6569
1/16/2021,706,870,1030,1420,1631,15
1/16/2022,12802,9060,11572,21538,59720,6575
1/17/2021,708,872,1033,1428,1648,16
1/17/2022,12818,9064,11577,21547,59736,6592
1/18/2021,716,875,1049,1453,1813,18
1/18/2022,12832,9072,11584,21555,59747,6609
1/19/2021,750,927,1104,1533,1969,19
1/19/2022,12845,9078,11591,21568,59768,6632
1/2/2021,330,444,451,680,466,6
1/2/2022,12540,8904,11460,21333,59427,6307
1/20/2021,792,977,1172,1625,2255,19
1/20/2022,12862,9088,11595,21579,59786,6656
1/21/2021,914,1135,1348,1863,2967,19
1/21/2022,12875,9095,11605,21593,59804,6686
1/22/2021,1050,1269,1522,2115,3913,20
1/22/2022,12881,9101,11607,21600,59805,6693
1/23/2021,1090,1326,1576,2221,5062,23
1/23/2022,12884,9105,11610,21602,59809,6704
1/24/2021,1106,1343,1598,2297,6266,24
1/24/2022,12899,9112,11619,21610,59815,6710
1/25/2021,1129,1367,1629,2375,6914,24
1/25/2022,12910,9119,11627,21620,59829,6725
1/26/2021,1140,1378,1659,2418,7279,24
1/26/2022,12922,9123,11634,21630,59839,6733
1/27/2021,1214,1433,1733,2600,8555,25
1/27/2022,12925,9124,11637,21634,59846,6749
1/28/2021,1263,1505,1839,2803,9959,31
1/29/2021,1343,1565,1936,2977,11219,35
1/3/2021,330,446,451,682,468,6
1/3/2022,12569,8917,11470,21352,59459,6321
1/30/2021,1390,1592,1992,3065,11856,35
1/31/2021,1427,1619,2041,3154,12569,37
1/4/2021,339,450,461,694,474,6
1/4/2022,12585,8923,11477,21372,59487,6340
1/5/2021,346,459,477,713,499,6
1/5/2022,12612,8935,11489,21392,59515,6359
1/6/2021,354,466,488,740,536,7
1/6/2022,12637,8949,11499,21404,59545,6385
1/7/2021,437,564,631,880,736,8
1/7/2022,12667,8972,11512,21424,59583,6414
1/8/2021,530,669,757,1086,948,9
1/8/2022,12683,8978,11518,21437,59594,6427
1/9/2021,563,698,793,1127,993,9
1/9/2022,12694,8983,11526,21446,59600,6435
10/1/2021,11037,8011,10430,19643,55498,4488
10/10/2021,11184,8084,10510,19724,55640,4525
10/11/2021,11200,8095,10513,19740,55670,4531
10/12/2021,11212,8098,10520,19750,55682,4542
10/13/2021,11229,8104,10526,19761,55694,4557
10/14/2021,11244,8116,10535,19777,55719,4561
10/15/2021,11262,8123,10543,19791,55738,4569
10/16/2021,11275,8128,10548,19796,55747,4576
10/17/2021,11291,8136,10557,19801,55753,4579
10/18/2021,11308,8144,10562,19807,55765,4585
10/19/2021,11330,8154,10567,19818,55776,4595
10/2/2021,11060,8018,10438,19653,55511,4495
10/20/2021,11347,8160,10573,19828,55805,4597
10/21/2021,11366,8171,10583,19844,55819,4603
10/22/2021,11382,8179,10595,19867,55875,4609
10/23/2021,11384,8181,10605,19880,55919,4609
10/24/2021,11389,8187,10608,19885,55941,4613
10/25/2021,11403,8193,10618,19900,56027,4619
10/26/2021,11408,8205,10628,19912,56119,4623
10/27/2021,11421,8211,10640,19929,56208,4627
10/28/2021,11442,8219,10648,19950,56298,4632
10/29/2021,11464,8228,10661,19961,56397,4638
10/3/2021,11069,8020,10439,19654,55514,4497
10/30/2021,11479,8230,10666,19967,56425,4638
10/31/2021,11483,8235,10668,19972,56448,4639
10/4/2021,11087,8028,10455,19665,55532,4500
10/5/2021,11106,8038,10463,19680,55561,4504
10/6/2021,11121,8050,10473,19689,55582,4505
10/7/2021,11137,8064,10485,19701,55601,4507
10/8/2021,11157,8073,10497,19718,55628,4520
10/9/2021,11172,8081,10506,19721,55635,4524
11/1/2021,11497,8245,10675,19990,56519,4645
11/10/2021,11655,8339,10786,20173,57129,4927
11/11/2021,11677,8349,10801,20206,57203,5001
11/12/2021,11702,8372,10818,20239,57312,5065
11/13/2021,11712,8387,10828,20250,57344,5076
11/14/2021,11723,8392,10836,20259,57368,5083
11/15/2021,11741,8408,10847,20286,57435,5112
11/16/2021,11760,8422,10859,20306,57514,5200
11/17/2021,11781,8438,10869,20329,57599,5293
11/18/2021,11809,8455,10890,20358,57700,5336
11/19/2021,11836,8473,10907,20391,57780,5355
11/2/2021,11515,8256,10686,20007,56588,4650
11/20/2021,11849,8481,10916,20411,57821,5371
11/21/2021,11860,8484,10926,20424,57852,5377
11/22/2021,11881,8498,10942,20460,57927,5426
11/23/2021,11903,8513,10968,20485,57994,5505
11/24/2021,11927,8522,10984,20513,58046,5531
11/25/2021,11927,8522,10984,20513,58046,5531
11/26/2021,11943,8536,10994,20525,58072,5545
11/27/2021,11955,8545,11006,20540,58104,5560
11/28/2021,11966,8554,11015,20556,58123,5567
11/29/2021,11973,8564,11028,20585,58185,5589
11/3/2021,11530,8267,10700,20030,56654,4659
11/30/2021,11992,8578,11043,20615,58236,5624
11/4/2021,11548,8276,10709,20050,56727,4686
11/5/2021,11566,8286,10731,20081,56824,4732
11/6/2021,11576,8295,10744,20097,56868,4746
11/7/2021,11588,8305,10750,20103,56893,4754
11/8/2021,11602,8317,10764,20133,56969,4799
11/9/2021,11634,8327,10774,20152,57055,4876
12/1/2020,,,,,2,
12/1/2021,12018,8593,11060,20645,58314,5646
12/10/2020,1,,,,2,
12/10/2021,12189,8705,11215,20934,58790,5875
12/11/2020,1,,,,2,
12/11/2021,12199,8712,11223,20944,58803,5886
12/12/2020,1,,,,3,
12/12/2021,12210,8719,11231,20950,58830,5889
12/13/2020,1,,,,3,
12/13/2021,12234,8733,11248,20984,58866,5916
12/14/2020,1,,,,3,
12/14/2021,12248,8742,11264,21002,58899,5946
12/15/2020,1,,,,3,
12/15/2021,12276,8746,11273,21028,58948,5963
12/16/2020,1,1,1,1,3,
12/16/2021,12299,8763,11285,21051,58984,5984
12/17/2020,1,1,2,1,6,
12/17/2021,12313,8771,11302,21075,59026,6017
12/18/2020,1,1,2,1,6,
12/18/2021,12325,8781,11314,21092,59047,6026
12/19/2020,2,1,2,1,8,
12/19/2021,12343,8788,11327,21098,59063,6041
12/2/2020,,,,,2,
12/2/2021,12047,8611,11088,20689,58392,5683
12/20/2020,2,1,2,4,8,
12/20/2021,12365,8801,11339,21119,59113,6079
12/21/2020,2,3,2,5,8,
12/21/2021,12386,8808,11351,21151,59162,6110
12/22/2020,34,71,96,125,59,
12/22/2021,12407,8821,11364,21183,59203,6128
12/23/2020,107,163,173,273,108,1
12/23/2021,12429,8830,11372,21209,59247,6154
12/24/2020,117,174,180,288,115,2
12/24/2021,12431,8837,11375,21214,59258,6161
12/25/2020,121,177,184,290,118,2
12/25/2021,12431,8837,11375,21215,59258,6161
12/26/2020,126,183,191,305,123,2
12/26/2021,12440,8842,11382,21227,59267,6167
12/27/2020,129,186,193,310,124,2
12/27/2021,12460,8863,11399,21247,59302,6191
12/28/2020,145,191,201,332,150,2
12/28/2021,12487,8875,11409,21272,59333,6237
12/29/2020,182,236,257,405,246,4
12/29/2021,12501,8884,11422,21296,59371,6261
12/3/2020,,,,,2,
12/3/2021,12076,8627,11111,20739,58471,5717
12/30/2020,284,391,395,595,409,6
12/30/2021,12517,8890,11441,21315,59407,6273
12/31/2020,307,409,426,642,437,6
12/31/2021,12526,8895,11450,21323,59421,6293
12/4/2020,,,,,2,
12/4/2021,12089,8640,11126,20755,58495,5727
12/5/2020,,,,,2,
12/5/2021,12098,8642,11131,20765,58514,5738
12/6/2020,1,,,,2,
12/6/2021,12111,8651,11154,20807,58576,5757
12/7/2020,1,,,,2,
12/7/2021,12129,8667,11163,20834,58636,5782
12/8/2020,1,,,,2,
12/8/2021,12150,8676,11176,20867,58682,5809
12/9/2020,1,,,,2,
12/9/2021,12166,8687,11190,20903,58741,5839
2/1/2021,1482,1669,2103,3302,14106,42
2/10/2021,1804,1977,2505,4200,25150,52
2/11/2021,1841,2017,2555,4305,26363,53
2/12/2021,1882,2057,2610,4412,27544,55
2/13/2021,1926,2094,2653,4521,28407,59
2/14/2021,1959,2117,2692,4591,29194,60
2/15/2021,1982,2131,2717,4656,29781,60
2/16/2021,2019,2166,2752,4736,30733,62
