date,pcr_tests_MARICOPA,pcr_pos_test_MARICOPA,pcr_positivity_MARICOPA
2022-01-27 00:00:00,188,25,0.1329787234042553
2022-01-26 00:00:00,6601,1698,0.2572337524617483
2022-01-25 00:00:00,26962,8676,0.321786217639641
2022-01-24 00:00:00,34589,11506,0.3326491080979503
2022-01-23 00:00:00,18407,6886,0.3740968109958168
2022-01-22 00:00:00,23621,8644,0.3659455569196901
2022-01-21 00:00:00,36208,12245,0.3381849315068493
2022-01-20 00:00:00,41175,13849,0.3363448694596236
2022-01-19 00:00:00,43150,15023,0.3481575898030128
2022-01-18 00:00:00,43135,15665,0.3631621652950041
2022-01-17 00:00:00,40360,14755,0.3655847373637265
2022-01-16 00:00:00,22454,8869,0.3949853032867195
2022-01-15 00:00:00,24299,9287,0.3821967982221491
2022-01-14 00:00:00,45516,15665,0.3441646893400123
2022-01-13 00:00:00,46778,15785,0.3374449527555689
2022-01-12 00:00:00,48600,16766,0.3449794238683128
2022-01-11 00:00:00,50407,17479,0.346757394806277
2022-01-10 00:00:00,51867,17381,0.3351071008541076
2022-01-09 00:00:00,26975,9705,0.3597775718257646
2022-01-08 00:00:00,27357,9584,0.3503308111269511
2022-01-07 00:00:00,43523,13311,0.3058382923971234
2022-01-06 00:00:00,44798,13333,0.2976248939684808
2022-01-05 00:00:00,42933,13758,0.3204527985465726
2022-01-04 00:00:00,43116,13080,0.3033676593376009
2022-01-03 00:00:00,43811,12798,0.2921184177489672
2022-01-02 00:00:00,19691,6030,0.306231273170484
2022-01-01 00:00:00,10503,3262,0.3105779301152052
2021-12-31 00:00:00,20709,5295,0.2556859336520354
2021-12-30 00:00:00,30980,6927,0.2235958683021304
2021-12-29 00:00:00,29392,6899,0.2347237343494829
2021-12-28 00:00:00,28590,6329,0.2213711087792935
2021-12-27 00:00:00,26558,5489,0.2066797198584231
2021-12-26 00:00:00,11648,2558,0.2196085164835165
2021-12-25 00:00:00,3913,836,0.2136468182979811
2021-12-24 00:00:00,14203,2261,0.1591917200591424
2021-12-23 00:00:00,25338,3624,0.1430262846317784
2021-12-22 00:00:00,26086,3576,0.1370850264509699
2021-12-21 00:00:00,25455,3058,0.12013356904341
2021-12-20 00:00:00,25129,2970,0.1181901388833619
2021-12-19 00:00:00,12856,1508,0.1172993154947106
2021-12-18 00:00:00,13085,1528,0.1167749331295377
2021-12-17 00:00:00,20220,2137,0.1056874381800198
2021-12-16 00:00:00,22395,2291,0.1022996204509935
2021-12-15 00:00:00,20293,2346,0.115606366727443
2021-12-14 00:00:00,23140,2408,0.1040622299049265
2021-12-13 00:00:00,22993,2547,0.1107728439090158
2021-12-12 00:00:00,11643,1485,0.127544447307395
2021-12-11 00:00:00,12848,1515,0.1179171855541719
2021-12-10 00:00:00,19476,2122,0.1089546108030396
2021-12-09 00:00:00,20970,2147,0.1023843586075346
2021-12-08 00:00:00,20991,2514,0.1197656138345005
2021-12-07 00:00:00,23648,2435,0.1029685385656292
2021-12-06 00:00:00,24790,2902,0.1170633319887051
2021-12-05 00:00:00,12105,1580,0.1305245766212309
2021-12-04 00:00:00,12244,1764,0.1440705651747795
2021-12-03 00:00:00,22283,2545,0.1142126284611587
2021-12-02 00:00:00,21943,2542,0.1158455999635419
2021-12-01 00:00:00,22179,3061,0.1380134361332793
2021-11-30 00:00:00,23198,2746,0.118372273471851
2021-11-29 00:00:00,26152,3425,0.1309651269501377
2021-11-28 00:00:00,12873,2085,0.1619669074807737
2021-11-27 00:00:00,11302,1921,0.1699699168288799
2021-11-26 00:00:00,15316,2139,0.1396578741185688
2021-11-25 00:00:00,5273,714,0.1354067893040015
2021-11-24 00:00:00,19258,2580,0.13397029805795
2021-11-23 00:00:00,24014,2780,0.1157658032814192
2021-11-22 00:00:00,23916,2967,0.1240592072252885
2021-11-21 00:00:00,12047,1744,0.1447663318668548
2021-11-20 00:00:00,13214,1794,0.1357650976237324
2021-11-19 00:00:00,22436,2673,0.1191388839365306
2021-11-18 00:00:00,22321,2659,0.1191254872093544
2021-11-17 00:00:00,23590,2988,0.1266638406104282
2021-11-16 00:00:00,22990,2706,0.1177033492822967
2021-11-15 00:00:00,24054,2980,0.1238879188492559
2021-11-14 00:00:00,10689,1526,0.1427635887360838
2021-11-13 00:00:00,11529,1602,0.1389539422326308
2021-11-12 00:00:00,21262,2486,0.1169222086351237
2021-11-11 00:00:00,17538,1972,0.1124415554795302
2021-11-10 00:00:00,21408,2371,0.1107529895366218
2021-11-09 00:00:00,25640,2766,0.1078783151326053
2021-11-08 00:00:00,26726,3040,0.1137469131183118
2021-11-07 00:00:00,12090,1685,0.1393713813068652
2021-11-06 00:00:00,12701,1790,0.140933784741359
2021-11-05 00:00:00,21818,2435,0.1116050967091393
2021-11-04 00:00:00,23144,2456,0.1061182163843761
2021-11-03 00:00:00,22728,2521,0.1109204505455825
2021-11-02 00:00:00,24695,2562,0.1037456975096173
2021-11-01 00:00:00,23385,2505,0.1071199486850545
2021-10-31 00:00:00,10184,1297,0.127356637863315
2021-10-30 00:00:00,12053,1438,0.1193063967476977
2021-10-29 00:00:00,20017,1999,0.0998651146525453
2021-10-28 00:00:00,22096,1858,0.0840876176683563
2021-10-27 00:00:00,19855,2027,0.1020901536136993
2021-10-26 00:00:00,21165,2025,0.0956768249468462
2021-10-25 00:00:00,23276,2244,0.0964083175803403
2021-10-24 00:00:00,10583,1179,0.1114050836246811
2021-10-23 00:00:00,11220,1240,0.1105169340463458
2021-10-22 00:00:00,18382,1753,0.0953650310085954
2021-10-21 00:00:00,19551,1688,0.0863382947163828
2021-10-20 00:00:00,18927,1680,0.0887620859090189
2021-10-19 00:00:00,20322,1666,0.0819801200669225
2021-10-18 00:00:00,21505,1952,0.0907695884677982
2021-10-17 00:00:00,9181,1043,0.1136041825509204
2021-10-16 00:00:00,10048,1060,0.1054936305732484
2021-10-15 00:00:00,17881,1469,0.0821542419327778
2021-10-14 00:00:00,19603,1577,0.0804468703769831
2021-10-13 00:00:00,18714,1656,0.0884899006091696
2021-10-12 00:00:00,18988,1618,0.0852117126606278
2021-10-11 00:00:00,20599,1872,0.0908781979707753
2021-10-10 00:00:00,9984,1163,0.1164863782051282
2021-10-09 00:00:00,11549,1330,0.1151614858429301
2021-10-08 00:00:00,18435,1722,0.0934092758340114
2021-10-07 00:00:00,20816,1714,0.0823405073020753
2021-10-06 00:00:00,18795,1759,0.0935887204043629
2021-10-05 00:00:00,20770,1782,0.0857968223399133
2021-10-04 00:00:00,22729,2070,0.0910730784460381
2021-10-03 00:00:00,10556,1272,0.1205001894657067
2021-10-02 00:00:00,12158,1386,0.1139990129955585
2021-10-01 00:00:00,20144,1873,0.0929805401111994
2021-09-30 00:00:00,23078,1912,0.0828494670248722
2021-09-29 00:00:00,22652,2124,0.0937665548295956
2021-09-28 00:00:00,23329,2155,0.0923742980839299
2021-09-27 00:00:00,23892,2415,0.1010798593671522
2021-09-26 00:00:00,10803,1273,0.1178376376932334
2021-09-25 00:00:00,12497,1520,0.1216291910058414
2021-09-24 00:00:00,20018,1993,0.0995603956439205
2021-09-23 00:00:00,22280,2007,0.09008078994614
2021-09-22 00:00:00,21357,2048,0.0958936180175118
2021-09-21 00:00:00,23631,2128,0.090051203927045
2021-09-20 00:00:00,23502,2268,0.0965024253255042
2021-09-19 00:00:00,10938,1286,0.1175717681477418
2021-09-18 00:00:00,12392,1425,0.1149935442220788
2021-09-17 00:00:00,20421,1854,0.0907888937858087
2021-09-16 00:00:00,24350,1919,0.0788090349075975
2021-09-15 00:00:00,23020,1982,0.0860990443092963
2021-09-14 00:00:00,23259,2050,0.0881379251042607
2021-09-13 00:00:00,25740,2331,0.0905594405594406
2021-09-12 00:00:00,11019,1275,0.11570922951266
2021-09-11 00:00:00,13854,1693,0.1222029738703624
2021-09-10 00:00:00,21576,2072,0.0960326288468669
2021-09-09 00:00:00,23263,2074,0.0891544512745562
2021-09-08 00:00:00,24409,2386,0.0977508296120284
2021-09-07 00:00:00,28411,2689,0.0946464397592482
2021-09-06 00:00:00,12136,1406,0.1158536585365854
2021-09-05 00:00:00,11507,1430,0.1242721821499957
2021-09-04 00:00:00,12899,1562,0.121094658500659
2021-09-03 00:00:00,20627,2072,0.1004508653706307
2021-09-02 00:00:00,24851,2071,0.0833366866524486
2021-09-01 00:00:00,23353,2253,0.0964758275168073
2021-08-31 00:00:00,26858,2311,0.086045126219376
2021-08-30 00:00:00,27505,2570,0.0934375568078531
2021-08-29 00:00:00,12649,1405,0.1110759743853269
2021-08-28 00:00:00,15232,1772,0.1163340336134454
2021-08-27 00:00:00,23262,2170,0.0932851861404866
2021-08-26 00:00:00,26822,2317,0.0863843113861755
2021-08-25 00:00:00,26031,2518,0.0967308209442588
2021-08-24 00:00:00,28724,2572,0.0895418465394792
2021-08-23 00:00:00,29793,2739,0.0919343469942604
2021-08-22 00:00:00,15007,1805,0.12027720397148
2021-08-21 00:00:00,16761,1872,0.1116878467871845
2021-08-20 00:00:00,26444,2659,0.1005521101194978
2021-08-19 00:00:00,30237,2859,0.0945530310546681
2021-08-18 00:00:00,27757,2725,0.0981734337284289
2021-08-17 00:00:00,29817,2721,0.0912566656605292
2021-08-16 00:00:00,32439,3018,0.093036160177564
2021-08-15 00:00:00,15439,1866,0.1208627501781204
2021-08-14 00:00:00,16438,2025,0.123190169120331
2021-08-13 00:00:00,24290,2578,0.1061342116097159
2021-08-12 00:00:00,25461,2520,0.0989749027925062
2021-08-11 00:00:00,25238,2731,0.1082098423012917
