date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20781,23228,21437,18706,13892,175
1/1/2022,934117,622699,634383,721555,1299046,562117
1/10/2021,34331,35562,33836,30719,31957,401
1/10/2022,946111,628591,639931,727288,1305009,581576
1/11/2021,36249,37392,35827,32434,36428,455
1/11/2022,947593,629337,640562,727936,1305754,583868
1/12/2021,39023,40112,38656,35028,44430,550
1/12/2022,948963,630030,641166,728605,1306417,586459
1/13/2021,41766,43063,41832,37814,53556,627
1/13/2022,950591,630773,641795,729269,1307107,588941
1/14/2021,44517,46138,45122,40889,63327,683
1/14/2022,952182,631564,642407,729886,1307618,592164
1/15/2021,47995,49408,48574,44066,72901,770
1/15/2022,953077,632036,642779,730221,1307804,594301
1/16/2021,49771,50979,50274,45694,78399,806
1/16/2022,953618,632287,643011,730430,1307978,595215
1/17/2021,50873,51991,51358,46787,81946,835
1/17/2022,954544,632718,643434,730880,1308392,596932
1/18/2021,52530,53524,53134,48573,90190,871
1/18/2022,955786,633284,643919,731348,1308908,598779
1/19/2021,54592,55413,55238,50824,100598,955
1/19/2022,957067,633900,644476,731893,1309410,600980
1/2/2021,22658,24951,23018,20135,15056,198
1/2/2022,934753,623031,634694,721886,1299348,562802
1/20/2021,57156,57979,58328,54064,113297,1061
1/20/2022,958270,634482,644974,732410,1309933,602862
1/21/2021,59971,60945,61870,57763,129637,1195
1/21/2022,959417,635028,645459,732833,1310321,604925
1/22/2021,64440,65126,66507,62728,145760,1320
1/22/2022,960078,635425,645779,733069,1310502,606446
1/23/2021,67684,67888,69592,65947,156491,1446
1/23/2022,960550,635691,645996,733218,1310627,607216
1/24/2021,69183,69279,71114,67637,164262,1493
1/24/2022,961582,636217,646418,733673,1311096,608718
1/25/2021,71565,71449,73731,70642,178266,1559
1/25/2022,962446,636664,646833,734052,1311500,610201
1/26/2021,74476,73984,76643,73911,195985,1648
1/26/2022,963382,637127,647234,734435,1311905,611777
1/27/2021,77610,76661,79634,77409,215315,1733
1/27/2022,963750,637323,647392,734594,1312057,612641
1/28/2021,80743,79322,82730,81186,237071,1847
1/29/2021,84615,82523,86154,85027,257585,2015
1/3/2021,23538,25694,23686,20693,15454,216
1/3/2022,936270,623707,635401,722689,1300268,565003
1/30/2021,87404,84664,88505,87502,269203,2170
1/31/2021,88315,85397,89374,88557,275353,2204
1/4/2021,25261,27352,25337,22229,17565,235
1/4/2022,937871,624461,636062,723438,1301194,567330
1/5/2021,27034,29039,26964,23833,19856,264
1/5/2022,939561,625264,636757,724264,1302141,570070
1/6/2021,29218,30996,29039,25933,23126,323
1/6/2022,941160,626005,637528,725035,1302983,572476
1/7/2021,31010,32671,30844,27797,26646,354
1/7/2022,942796,626874,638379,725860,1303720,575895
1/8/2021,32727,34274,32540,29513,29217,376
1/8/2022,943817,627417,638889,726305,1304034,578445
1/9/2021,33806,35119,33398,30310,31442,396
1/9/2022,944581,627838,639272,726595,1304279,579459
10/1/2021,826674,563758,581852,664590,1209099,364482
10/10/2021,836744,569039,586164,668110,1214914,369216
10/11/2021,838035,569783,586728,668632,1215841,369864
10/12/2021,839051,570283,587116,668962,1216430,370382
10/13/2021,840247,570901,587648,669391,1217175,370954
10/14/2021,841527,571546,588217,669877,1217941,371472
10/15/2021,843063,572313,588908,670421,1218645,372086
10/16/2021,844053,572762,589279,670730,1218957,373423
10/17/2021,844781,573063,589513,670901,1219158,373676
10/18/2021,846058,573777,590068,671388,1219929,374189
10/19/2021,847166,574395,590542,671878,1220609,374713
10/2/2021,827686,564256,582302,664935,1209577,365019
10/20/2021,848267,574961,591000,672358,1221351,375238
10/21/2021,849440,575598,591555,672819,1222065,375730
10/22/2021,850908,576461,592252,673467,1223459,376423
10/23/2021,851787,576948,592707,673890,1224349,376935
10/24/2021,852265,577242,592932,674152,1224936,377282
10/25/2021,853572,577948,593550,674809,1226740,377859
10/26/2021,854831,578692,594190,675428,1228478,378538
