date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,343,322,287,294,216,2
1/1/2022,15199,10428,9867,12760,25869,12905
1/10/2021,461,468,400,408,671,4
1/10/2022,15397,10555,10000,12870,25975,13292
1/11/2021,475,484,424,428,878,4
1/11/2022,15424,10569,10009,12881,25982,13318
1/12/2021,483,492,434,438,1099,5
1/12/2022,15453,10583,10022,12901,25994,13370
1/13/2021,505,526,457,467,1422,5
1/13/2022,15492,10618,10048,12926,26018,13556
1/14/2021,513,536,471,480,1684,5
1/14/2022,15522,10653,10070,12955,26035,13660
1/15/2021,518,542,483,490,2112,5
1/15/2022,15535,10660,10075,12958,26040,13698
1/16/2021,536,548,493,500,2469,5
1/16/2022,15540,10664,10082,12965,26044,13709
1/17/2021,540,548,496,501,2485,5
1/17/2022,15551,10675,10091,12981,26055,13743
1/18/2021,543,552,505,510,2691,5
1/18/2022,15565,10687,10103,12991,26063,13768
1/19/2021,562,564,517,523,2903,5
1/19/2022,15588,10696,10112,12997,26073,13801
1/2/2021,344,325,291,296,220,2
1/2/2022,15205,10434,9870,12767,25869,12922
1/20/2021,574,583,535,545,3303,5
1/20/2022,15604,10712,10120,13011,26086,13853
1/21/2021,583,600,547,569,3711,5
1/21/2022,15641,10735,10139,13023,26102,13941
1/22/2021,600,605,555,577,3885,5
1/22/2022,15654,10741,10143,13025,26105,13958
1/23/2021,625,638,593,612,4243,5
1/23/2022,15665,10742,10145,13026,26109,13967
1/24/2021,636,642,599,633,4316,5
1/24/2022,15679,10748,10151,13037,26114,13996
1/25/2021,657,665,639,677,4521,5
1/25/2022,15699,10757,10157,13044,26120,14016
1/26/2021,679,711,687,742,4741,6
1/26/2022,15716,10768,10165,13053,26126,14048
1/27/2021,718,753,733,790,5173,7
1/27/2022,15739,10778,10174,13066,26140,14086
1/28/2021,770,792,789,870,5814,7
1/28/2022,15777,10812,10199,13086,26148,14197
