date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,10,5,22,14,16,
1/1/2022,745,549,707,1371,4943,747
1/10/2021,26,19,43,36,34,
1/10/2022,759,553,716,1391,4986,757
1/11/2021,26,19,43,37,37,
1/11/2022,760,554,716,1394,4986,758
1/12/2021,26,19,45,38,41,
1/12/2022,761,555,717,1398,4995,760
1/13/2021,54,47,81,83,63,
1/13/2022,762,555,717,1398,4997,766
1/14/2021,55,48,81,83,68,1
1/14/2022,763,556,718,1400,5000,767
1/15/2021,57,48,81,83,71,1
1/15/2022,763,557,718,1400,5000,769
1/16/2021,57,49,81,83,71,1
1/16/2022,763,557,718,1401,5000,769
1/17/2021,57,49,81,83,71,1
1/17/2022,765,557,719,1402,5000,769
1/18/2021,58,49,81,86,77,1
1/18/2022,766,558,719,1403,5001,770
1/19/2021,58,49,81,86,81,1
1/19/2022,767,558,720,1407,5012,774
1/2/2021,10,5,22,14,16,
1/2/2022,745,549,707,1371,4944,749
1/20/2021,65,53,88,108,97,1
1/20/2022,768,558,720,1412,5012,774
1/21/2021,65,53,89,111,102,1
1/21/2022,770,560,720,1413,5018,780
1/22/2021,65,55,89,111,102,1
1/22/2022,770,560,720,1413,5020,780
1/23/2021,66,56,89,111,103,1
1/23/2022,770,560,720,1413,5021,780
1/24/2021,66,56,89,111,103,1
1/24/2022,772,560,720,1413,5022,780
1/25/2021,67,57,89,113,123,1
1/25/2022,773,561,720,1413,5022,781
1/26/2021,69,57,89,114,142,1
1/26/2022,773,563,722,1416,5025,792
1/27/2021,70,57,92,116,498,1
1/27/2022,774,563,722,1416,5026,794
1/28/2021,73,60,94,122,882,1
1/28/2022,774,569,722,1416,5026,796
1/29/2021,74,60,95,123,901,1
1/29/2022,774,569,722,1416,5026,796
1/3/2021,10,5,22,14,16,
1/3/2022,747,550,708,1373,4950,749
1/30/2021,74,61,95,123,902,1
1/30/2022,774,569,723,1416,5026,796
1/31/2021,74,61,95,123,909,1
1/31/2022,774,570,724,1416,5027,796
1/4/2021,10,7,22,15,16,
1/4/2022,747,550,708,1374,4954,751
1/5/2021,10,7,22,15,18,
1/5/2022,751,550,708,1376,4958,754
1/6/2021,16,11,30,25,21,
1/6/2022,753,550,711,1386,4972,754
1/7/2021,26,19,43,36,33,
1/7/2022,754,551,713,1388,4982,754
1/8/2021,26,19,43,36,33,
1/8/2022,755,551,714,1389,4983,754
1/9/2021,26,19,43,36,34,
1/9/2022,755,551,714,1389,4983,754
10/1/2021,601,458,630,1212,4530,421
10/10/2021,631,471,641,1223,4549,446
10/11/2021,633,472,642,1224,4553,447
10/12/2021,633,474,642,1227,4556,452
10/13/2021,637,477,646,1230,4556,454
10/14/2021,640,478,647,1231,4556,456
10/15/2021,641,478,647,1232,4557,456
10/16/2021,645,478,648,1232,4557,456
10/17/2021,649,478,649,1232,4557,457
10/18/2021,652,478,651,1233,4558,463
10/19/2021,652,478,652,1234,4560,468
10/2/2021,601,459,631,1212,4531,422
10/20/2021,655,482,653,1236,4562,469
10/21/2021,655,483,654,1238,4569,469
10/22/2021,656,485,655,1238,4575,471
10/23/2021,659,485,655,1239,4575,471
10/24/2021,659,485,656,1240,4576,471
10/25/2021,659,485,656,1241,4579,475
10/26/2021,661,486,656,1243,4592,483
10/27/2021,663,493,657,1248,4598,488
10/28/2021,664,493,657,1248,4600,488
10/29/2021,666,494,658,1250,4603,492
10/3/2021,602,459,631,1212,4531,422
10/30/2021,666,494,658,1251,4605,492
10/31/2021,666,495,658,1251,4607,492
10/4/2021,602,459,631,1212,4534,431
10/5/2021,603,459,631,1212,4536,434
10/6/2021,609,463,633,1213,4541,436
10/7/2021,629,471,641,1220,4545,445
10/8/2021,629,471,641,1222,4548,446
10/9/2021,631,471,641,1223,4549,446
11/1/2021,667,497,658,1251,4609,494
11/10/2021,689,509,665,1261,4650,510
11/11/2021,689,509,665,1261,4661,512
11/12/2021,689,510,665,1262,4667,513
11/13/2021,689,510,665,1262,4668,514
11/14/2021,689,510,665,1262,4669,514
11/15/2021,690,511,666,1264,4673,536
11/16/2021,691,511,667,1265,4685,537
11/17/2021,698,517,669,1272,4694,573
11/18/2021,700,518,671,1273,4698,573
11/19/2021,701,519,673,1276,4703,577
11/2/2021,670,498,658,1251,4615,495
11/20/2021,702,520,675,1276,4706,578
11/21/2021,702,520,675,1276,4707,578
11/22/2021,702,520,675,1277,4709,587
11/23/2021,703,522,675,1278,4711,595
11/24/2021,704,525,677,1279,4712,618
11/25/2021,704,525,677,1279,4712,618
11/26/2021,704,525,677,1279,4714,619
11/27/2021,704,526,677,1279,4716,620
11/28/2021,705,526,678,1279,4719,620
11/29/2021,706,526,678,1280,4726,622
11/3/2021,674,498,659,1253,4621,495
11/30/2021,709,526,678,1281,4727,627
11/4/2021,679,502,665,1256,4630,499
11/5/2021,679,504,665,1256,4635,500
11/6/2021,679,504,665,1257,4636,501
11/7/2021,679,504,665,1257,4636,501
11/8/2021,682,504,665,1258,4639,504
11/9/2021,686,507,665,1258,4645,506
12/1/2021,711,526,681,1286,4745,639
12/10/2021,726,536,693,1319,4818,710
12/11/2021,727,536,694,1319,4820,711
12/12/2021,727,536,694,1319,4821,712
12/13/2021,727,539,695,1325,4832,715
12/14/2021,727,541,697,1332,4840,717
12/15/2021,730,542,697,1335,4847,722
12/16/2021,730,544,697,1337,4852,723
12/17/2021,730,544,697,1339,4859,724
12/18/2021,730,544,697,1341,4859,724
12/19/2021,731,545,697,1341,4860,724
12/2/2021,713,530,685,1291,4755,639
12/20/2021,735,546,697,1343,4868,726
12/21/2020,1,,3,,6,
12/21/2021,737,547,697,1348,4879,731
12/22/2020,5,2,8,4,10,
12/22/2021,739,547,698,1352,4894,735
12/23/2020,6,4,11,7,13,
12/23/2021,739,547,699,1355,4906,735
12/24/2020,6,4,11,7,13,
12/24/2021,740,547,699,1357,4910,735
12/25/2020,6,4,11,7,13,
12/25/2021,740,547,699,1357,4910,735
12/26/2020,6,4,11,7,13,
12/26/2021,741,547,700,1357,4911,736
12/27/2020,6,4,11,7,13,
12/27/2021,741,549,703,1357,4916,737
12/28/2020,6,5,12,8,13,
12/28/2021,742,549,705,1359,4923,741
12/29/2020,7,5,13,8,13,
12/29/2021,744,549,706,1363,4930,747
12/3/2021,716,530,685,1299,4766,640
12/30/2020,10,5,20,12,16,
12/30/2021,744,549,707,1369,4943,747
12/31/2020,10,5,22,14,16,
12/31/2021,745,549,707,1371,4943,747
12/4/2021,718,530,686,1301,4773,641
12/5/2021,719,530,687,1304,4773,641
12/6/2021,723,532,689,1309,4784,642
12/7/2021,723,532,690,1313,4794,680
12/8/2021,724,533,691,1314,4800,707
12/9/2021,724,536,691,1317,4807,707
2/1/2021,74,63,95,124,926,1
2/1/2022,774,571,724,1416,5027,800
2/10/2021,87,81,108,174,1841,2
2/10/2022,777,576,727,1422,5040,805
2/11/2021,89,84,109,179,1863,2
2/11/2022,777,578,727,1422,5040,807
2/12/2021,91,84,109,181,1869,2
2/12/2022,778,578,727,1422,5040,807
2/13/2021,91,84,109,182,1875,2
2/13/2022,778,578,727,1422,5040,807
2/14/2021,91,84,109,182,1883,2
2/14/2022,779,578,727,1422,5041,807
2/15/2021,91,84,109,183,1885,2
2/15/2022,779,578,727,1423,5041,807
2/16/2021,91,85,109,183,1891,3
2/16/2022,779,578,727,1423,5043,807
2/17/2021,91,87,111,191,1908,3
2/17/2022,779,578,728,1423,5043,807
2/18/2021,94,91,111,208,2166,3
2/18/2022,779,578,728,1425,5044,807
2/19/2021,94,92,112,208,2172,3
2/19/2022,780,578,728,1425,5044,807
2/2/2021,74,63,95,128,951,1
2/2/2022,774,571,725,1416,5027,803
2/20/2021,95,92,112,209,2173,3
2/21/2021,95,92,112,209,2174,3
2/22/2021,95,92,112,209,2179,3
2/23/2021,95,93,112,212,2189,4
2/24/2021,99,98,119,234,2433,5
2/25/2021,102,101,121,244,2466,5
2/26/2021,103,101,124,244,2472,5
2/27/2021,103,101,124,245,2473,5
2/28/2021,103,101,124,245,2476,5
2/3/2021,80,65,97,146,1370,1
2/3/2022,774,571,726,1417,5029,804
2/4/2021,84,73,103,161,1430,1
2/4/2022,775,572,727,1417,5032,804
2/5/2021,84,74,104,162,1464,1
2/5/2022,775,572,727,1417,5033,804
2/6/2021,85,74,104,162,1466,1
2/6/2022,776,572,727,1417,5033,804
2/7/2021,85,74,104,162,1468,1
2/7/2022,777,573,727,1418,5035,804
2/8/2021,85,74,106,163,1494,2
2/8/2022,777,574,727,1419,5039,804
2/9/2021,85,76,107,164,1528,2
2/9/2022,777,576,727,1421,5040,805
3/1/2021,103,102,125,245,2505,6
3/10/2021,109,108,136,311,2763,7
3/11/2021,112,115,147,391,3003,9
3/12/2021,113,115,149,399,3041,9
3/13/2021,113,116,149,404,3045,9
3/14/2021,115,116,149,408,3045,9
3/15/2021,115,116,149,416,3081,9
3/16/2021,115,116,150,424,3112,9
3/17/2021,117,123,168,497,3323,10
3/18/2021,119,126,175,510,3351,11
3/19/2021,120,126,177,517,3376,11
3/2/2021,103,102,125,250,2538,7
3/20/2021,120,127,177,519,3379,11
3/21/2021,120,127,178,521,3382,11
3/22/2021,120,127,181,528,3412,11
3/23/2021,123,130,185,541,3436,12
3/24/2021,125,130,191,558,3466,12
3/25/2021,136,139,211,653,3656,15
3/26/2021,136,142,214,657,3658,15
3/27/2021,137,143,215,658,3659,15
3/28/2021,137,144,215,658,3659,15
3/29/2021,141,144,217,660,3662,16
3/3/2021,105,103,126,261,2588,7
3/30/2021,174,168,238,677,3673,17
3/31/2021,200,200,280,770,3793,22
3/4/2021,106,104,131,283,2650,7
3/5/2021,106,106,131,283,2659,7
3/6/2021,107,106,132,284,2664,7
3/7/2021,107,106,132,285,2665,7
3/8/2021,107,106,132,290,2677,7
3/9/2021,107,106,133,297,2716,7
4/1/2021,205,202,289,779,3808,22
4/10/2021,257,247,357,867,3989,64
