date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,285,385,437,503,376,7
1/1/2022,8893,6825,9302,18078,45388,3958
1/10/2021,435,556,646,750,863,10
1/10/2022,9052,6924,9407,18260,45590,4100
1/11/2021,452,570,676,787,964,10
1/11/2022,9067,6932,9419,18283,45619,4116
1/12/2021,472,593,706,836,1130,10
1/12/2022,9077,6938,9430,18299,45646,4126
1/13/2021,489,624,743,883,1302,11
1/13/2022,9096,6946,9437,18311,45672,4140
1/14/2021,523,653,792,949,1505,12
1/14/2022,9117,6959,9453,18328,45697,4185
1/15/2021,549,697,829,1017,1742,12
1/15/2022,9127,6967,9456,18335,45707,4196
1/16/2021,560,714,845,1056,2012,13
1/16/2022,9131,6971,9460,18337,45711,4199
1/17/2021,561,716,846,1058,2037,13
1/17/2022,9139,6976,9471,18353,45728,4205
1/18/2021,578,735,871,1094,2275,13
1/18/2022,9147,6986,9478,18364,45751,4218
1/19/2021,594,752,903,1143,2459,14
1/19/2022,9157,6998,9483,18374,45778,4227
1/2/2021,291,395,446,513,389,7
1/2/2022,8907,6830,9308,18092,45397,3963
1/20/2021,626,781,928,1209,2735,14
1/20/2022,9162,7004,9485,18381,45793,4232
1/21/2021,645,806,956,1250,2916,14
1/21/2022,9177,7013,9496,18392,45810,4257
1/22/2021,671,830,983,1296,3160,14
1/22/2022,9185,7016,9500,18397,45817,4263
1/23/2021,684,840,993,1313,3760,14
1/23/2022,9187,7016,9504,18398,45821,4266
1/24/2021,684,846,1002,1319,4288,14
1/24/2022,9194,7026,9513,18415,45841,4274
1/25/2021,691,853,1012,1338,4540,14
1/25/2022,9202,7033,9520,18423,45859,4283
1/26/2021,706,858,1021,1365,4900,14
1/26/2022,9214,7039,9531,18433,45874,4292
1/27/2021,730,877,1048,1412,5319,14
1/27/2022,9227,7046,9536,18439,45888,4299
1/28/2021,746,902,1077,1462,5840,14
1/28/2022,9245,7061,9546,18453,45898,4314
1/29/2021,762,911,1091,1489,6241,14
1/29/2022,9250,7068,9549,18457,45903,4321
1/3/2021,293,396,455,519,398,7
1/3/2022,8924,6839,9325,18121,45441,3980
1/30/2021,765,916,1103,1509,6546,14
1/30/2022,9252,7069,9550,18459,45905,4326
1/31/2021,769,917,1110,1522,7019,14
1/31/2022,9261,7075,9553,18465,45921,4332
1/4/2021,311,426,486,564,465,8
1/4/2022,8943,6851,9342,18147,45467,3993
1/5/2021,326,450,508,591,510,8
1/5/2022,8969,6865,9355,18173,45502,4003
1/6/2021,368,484,548,653,585,8
1/6/2022,8982,6873,9368,18201,45530,4021
1/7/2021,393,513,592,690,703,10
1/7/2022,9002,6894,9388,18225,45557,4064
1/8/2021,424,546,632,731,811,10
1/8/2022,9024,6904,9398,18238,45571,4084
1/9/2021,430,554,641,744,830,10
1/9/2022,9035,6912,9402,18243,45574,4088
10/1/2021,7506,6034,8313,16472,41736,2860
10/10/2021,7631,6100,8385,16565,41869,2913
10/11/2021,7647,6112,8393,16582,41887,2918
10/12/2021,7669,6124,8408,16595,41910,2923
10/13/2021,7682,6135,8418,16607,41935,2928
10/14/2021,7695,6137,8433,16618,41960,2936
10/15/2021,7727,6156,8450,16628,41985,2951
10/16/2021,7742,6166,8461,16630,41990,2958
10/17/2021,7750,6167,8463,16634,41994,2962
10/18/2021,7782,6175,8476,16646,42011,2962
10/19/2021,7801,6188,8484,16661,42035,2976
10/2/2021,7515,6045,8319,16480,41755,2863
10/20/2021,7809,6196,8495,16668,42051,2979
10/21/2021,7829,6202,8505,16679,42067,2982
10/22/2021,7851,6221,8529,16690,42119,2989
10/23/2021,7860,6227,8536,16700,42167,2992
10/24/2021,7864,6230,8538,16706,42183,2996
10/25/2021,7878,6237,8553,16731,42280,2996
10/26/2021,7895,6244,8562,16745,42351,2999
10/27/2021,7906,6252,8578,16765,42433,3004
10/28/2021,7920,6255,8588,16792,42509,3010
10/29/2021,7940,6264,8599,16821,42569,3022
10/3/2021,7520,6047,8319,16480,41762,2868
10/30/2021,7949,6272,8612,16833,42602,3024
10/31/2021,7956,6273,8620,16839,42615,3025
10/4/2021,7537,6052,8331,16495,41780,2875
10/5/2021,7558,6064,8338,16508,41801,2882
10/6/2021,7581,6074,8342,16525,41821,2886
10/7/2021,7602,6081,8354,16539,41836,2889
10/8/2021,7622,6093,8370,16559,41862,2910
10/9/2021,7630,6099,8377,16564,41867,2912
11/1/2021,7961,6276,8624,16859,42680,3032
11/10/2021,8068,6340,8702,16995,43136,3194
11/11/2021,8091,6356,8725,17018,43216,3216
11/12/2021,8119,6373,8748,17056,43256,3241
11/13/2021,8136,6378,8756,17069,43281,3258
11/14/2021,8142,6381,8761,17074,43305,3264
11/15/2021,8161,6385,8780,17092,43374,3278
11/16/2021,8187,6395,8798,17104,43422,3294
11/17/2021,8213,6410,8813,17135,43481,3308
11/18/2021,8242,6428,8822,17162,43544,3324
11/19/2021,8273,6450,8850,17196,43611,3368
11/2/2021,7970,6282,8639,16871,42733,3032
11/20/2021,8286,6456,8857,17212,43643,3403
11/21/2021,8300,6465,8864,17228,43678,3422
11/22/2021,8335,6477,8874,17254,43732,3434
11/23/2021,8357,6482,8892,17284,43777,3454
11/24/2021,8373,6495,8904,17306,43806,3468
11/25/2021,8373,6496,8904,17306,43806,3468
11/26/2021,8400,6504,8916,17330,43836,3485
11/27/2021,8406,6513,8928,17345,43859,3494
11/28/2021,8416,6520,8933,17358,43875,3502
11/29/2021,8444,6542,8943,17386,43925,3509
11/3/2021,7990,6287,8644,16888,42788,3035
11/30/2021,8467,6555,8954,17408,43984,3519
11/4/2021,8000,6298,8651,16902,42871,3043
11/5/2021,8014,6305,8663,16915,42934,3060
11/6/2021,8024,6313,8672,16931,42958,3130
11/7/2021,8026,6313,8674,16936,42965,3148
11/8/2021,8039,6327,8682,16948,43031,3158
11/9/2021,8056,6334,8692,16974,43080,3169
12/1/2020,,,,,1,
12/1/2021,8499,6573,8972,17433,44049,3532
12/10/2020,,,,,2,
12/10/2021,8628,6668,9092,17670,44563,3656
12/11/2020,,,,,2,
