date,Coconino_cume,Coconino
2020-12-02 00:00:00,1,
2020-12-04 00:00:00,2,1
2020-12-10 00:00:00,3,1
2020-12-15 00:00:00,5,2
2020-12-16 00:00:00,145,140
2020-12-17 00:00:00,273,128
2020-12-18 00:00:00,483,210
2020-12-19 00:00:00,531,48
2020-12-20 00:00:00,532,1
2020-12-21 00:00:00,533,1
2020-12-22 00:00:00,570,37
2020-12-23 00:00:00,902,332
2020-12-24 00:00:00,1290,388
2020-12-25 00:00:00,1412,122
2020-12-26 00:00:00,1510,98
2020-12-27 00:00:00,1601,91
2020-12-28 00:00:00,1819,218
2020-12-29 00:00:00,2170,351
2020-12-30 00:00:00,2572,402
2020-12-31 00:00:00,2780,208
2021-01-01 00:00:00,2881,101
2021-01-02 00:00:00,2945,64
2021-01-03 00:00:00,2950,5
2021-01-04 00:00:00,3295,345
2021-01-05 00:00:00,3652,357
2021-01-06 00:00:00,4138,486
2021-01-07 00:00:00,4710,572
2021-01-08 00:00:00,5338,628
2021-01-09 00:00:00,5417,79
2021-01-10 00:00:00,5422,5
2021-01-11 00:00:00,5746,324
2021-01-12 00:00:00,6309,563
2021-01-13 00:00:00,6795,486
2021-01-14 00:00:00,7415,620
2021-01-15 00:00:00,8587,1172
2021-01-16 00:00:00,8690,103
2021-01-17 00:00:00,8691,1
2021-01-18 00:00:00,8867,176
2021-01-19 00:00:00,9271,404
2021-01-20 00:00:00,10781,1510
2021-01-21 00:00:00,11626,845
2021-01-22 00:00:00,12526,900
2021-01-23 00:00:00,12922,396
2021-01-24 00:00:00,12935,13
2021-01-25 00:00:00,13485,550
2021-01-26 00:00:00,13987,502
2021-01-27 00:00:00,15285,1298
2021-01-28 00:00:00,16496,1211
2021-01-29 00:00:00,17395,899
2021-01-30 00:00:00,17726,331
2021-01-31 00:00:00,17754,28
2021-02-01 00:00:00,18593,839
2021-02-02 00:00:00,19427,834
2021-02-03 00:00:00,21046,1619
2021-02-04 00:00:00,23051,2005
2021-02-05 00:00:00,25272,2221
2021-02-06 00:00:00,26725,1453
2021-02-07 00:00:00,26760,35
2021-02-08 00:00:00,27644,884
2021-02-09 00:00:00,28552,908
2021-02-10 00:00:00,31007,2455
2021-02-11 00:00:00,32535,1528
2021-02-12 00:00:00,35272,2737
2021-02-13 00:00:00,36777,1505
2021-02-14 00:00:00,36804,27
2021-02-15 00:00:00,38001,1197
2021-02-16 00:00:00,39623,1622
2021-02-17 00:00:00,42417,2794
2021-02-18 00:00:00,43520,1103
2021-02-19 00:00:00,44863,1343
2021-02-20 00:00:00,45901,1038
2021-02-21 00:00:00,45909,8
2021-02-22 00:00:00,46299,390
2021-02-23 00:00:00,46822,523
2021-02-24 00:00:00,48782,1960
2021-02-25 00:00:00,50439,1657
2021-02-26 00:00:00,52125,1686
2021-02-27 00:00:00,53782,1657
2021-02-28 00:00:00,53868,86
2021-03-01 00:00:00,55440,1572
2021-03-02 00:00:00,57181,1741
2021-03-03 00:00:00,58899,1718
2021-03-04 00:00:00,61038,2139
2021-03-05 00:00:00,62788,1750
2021-03-06 00:00:00,63507,719
2021-03-07 00:00:00,63597,90
2021-03-08 00:00:00,64557,960
2021-03-09 00:00:00,65441,884
2021-03-10 00:00:00,68161,2720
2021-03-11 00:00:00,70005,1844
2021-03-12 00:00:00,72573,2568
2021-03-13 00:00:00,73708,1135
2021-03-14 00:00:00,73766,58
2021-03-15 00:00:00,75086,1320
2021-03-16 00:00:00,76997,1911
2021-03-17 00:00:00,78763,1766
2021-03-18 00:00:00,80232,1469
2021-03-19 00:00:00,81844,1612
2021-03-20 00:00:00,82834,990
2021-03-21 00:00:00,82906,72
2021-03-22 00:00:00,83644,738
2021-03-23 00:00:00,85500,1856
2021-03-24 00:00:00,87232,1732
2021-03-25 00:00:00,89177,1945
2021-03-26 00:00:00,91359,2182
2021-03-27 00:00:00,91909,550
2021-03-28 00:00:00,92057,148
2021-03-29 00:00:00,93816,1759
2021-03-30 00:00:00,95624,1808
2021-03-31 00:00:00,97448,1824
2021-04-01 00:00:00,98836,1388
2021-04-02 00:00:00,100350,1514
2021-04-03 00:00:00,100901,551
2021-04-04 00:00:00,100998,97
2021-04-05 00:00:00,101858,860
2021-04-06 00:00:00,103176,1318
2021-04-07 00:00:00,104227,1051
2021-04-08 00:00:00,105441,1214
2021-04-09 00:00:00,106701,1260
2021-04-10 00:00:00,107223,522
2021-04-11 00:00:00,107320,97
2021-04-12 00:00:00,107746,426
2021-04-13 00:00:00,108708,962
2021-04-14 00:00:00,109429,721
2021-04-15 00:00:00,110103,674
