date,Cochise_cume,Cochise
2020-12-17 00:00:00,56,
2020-12-18 00:00:00,194,138
2020-12-19 00:00:00,267,73
2020-12-20 00:00:00,303,36
2020-12-21 00:00:00,641,338
2020-12-22 00:00:00,1093,452
2020-12-23 00:00:00,1540,447
2020-12-24 00:00:00,1667,127
2020-12-25 00:00:00,1668,1
2020-12-26 00:00:00,1690,22
2020-12-28 00:00:00,1795,105
2020-12-29 00:00:00,1872,77
2020-12-30 00:00:00,2089,217
2020-12-31 00:00:00,2305,216
2021-01-01 00:00:00,2309,4
2021-01-02 00:00:00,2310,1
2021-01-03 00:00:00,2312,2
2021-01-04 00:00:00,2368,56
2021-01-05 00:00:00,2453,85
2021-01-06 00:00:00,2561,108
2021-01-07 00:00:00,2625,64
2021-01-08 00:00:00,2786,161
2021-01-09 00:00:00,3158,372
2021-01-10 00:00:00,3160,2
2021-01-11 00:00:00,3523,363
2021-01-12 00:00:00,3773,250
2021-01-13 00:00:00,4195,422
2021-01-14 00:00:00,4521,326
2021-01-15 00:00:00,4987,466
2021-01-16 00:00:00,5385,398
2021-01-17 00:00:00,5401,16
2021-01-18 00:00:00,5643,242
2021-01-19 00:00:00,6078,435
2021-01-20 00:00:00,6782,704
2021-01-21 00:00:00,7431,649
2021-01-22 00:00:00,7759,328
2021-01-23 00:00:00,8324,565
2021-01-24 00:00:00,8435,111
2021-01-25 00:00:00,8874,439
2021-01-26 00:00:00,9352,478
2021-01-27 00:00:00,10136,784
2021-01-28 00:00:00,11155,1019
2021-01-29 00:00:00,11846,691
2021-01-30 00:00:00,11867,21
2021-01-31 00:00:00,11880,13
2021-02-01 00:00:00,12141,261
2021-02-02 00:00:00,12359,218
2021-02-03 00:00:00,12918,559
2021-02-04 00:00:00,13324,406
2021-02-05 00:00:00,13800,476
2021-02-06 00:00:00,13961,161
2021-02-07 00:00:00,13972,11
2021-02-08 00:00:00,14495,523
2021-02-09 00:00:00,15322,827
2021-02-10 00:00:00,16694,1372
2021-02-11 00:00:00,18648,1954
2021-02-12 00:00:00,20039,1391
2021-02-13 00:00:00,20381,342
2021-02-14 00:00:00,20392,11
2021-02-15 00:00:00,20799,407
2021-02-16 00:00:00,21485,686
2021-02-17 00:00:00,22004,519
2021-02-18 00:00:00,22683,679
2021-02-19 00:00:00,23058,375
2021-02-20 00:00:00,23402,344
2021-02-21 00:00:00,23517,115
2021-02-22 00:00:00,23784,267
2021-02-23 00:00:00,24017,233
2021-02-24 00:00:00,24926,909
2021-02-25 00:00:00,27007,2081
2021-02-26 00:00:00,28471,1464
2021-02-27 00:00:00,29359,888
2021-02-28 00:00:00,29385,26
2021-03-01 00:00:00,29884,499
2021-03-02 00:00:00,30390,506
2021-03-03 00:00:00,31580,1190
2021-03-04 00:00:00,33215,1635
2021-03-05 00:00:00,34281,1066
2021-03-06 00:00:00,35297,1016
2021-03-07 00:00:00,35346,49
2021-03-08 00:00:00,35894,548
2021-03-09 00:00:00,36854,960
2021-03-10 00:00:00,38448,1594
2021-03-11 00:00:00,40508,2060
2021-03-12 00:00:00,42064,1556
2021-03-13 00:00:00,42876,812
2021-03-14 00:00:00,42903,27
2021-03-15 00:00:00,43823,920
2021-03-16 00:00:00,44745,922
2021-03-17 00:00:00,45701,956
2021-03-18 00:00:00,47045,1344
2021-03-19 00:00:00,48042,997
2021-03-20 00:00:00,48945,903
2021-03-21 00:00:00,48975,30
2021-03-22 00:00:00,49530,555
2021-03-23 00:00:00,49896,366
2021-03-24 00:00:00,50887,991
2021-03-25 00:00:00,53278,2391
2021-03-26 00:00:00,54776,1498
2021-03-27 00:00:00,55810,1034
2021-03-28 00:00:00,55830,20
2021-03-29 00:00:00,56380,550
2021-03-30 00:00:00,57034,654
2021-03-31 00:00:00,58443,1409
2021-04-01 00:00:00,60665,2222
2021-04-02 00:00:00,61972,1307
2021-04-03 00:00:00,63285,1313
2021-04-04 00:00:00,63326,41
2021-04-05 00:00:00,64015,689
2021-04-06 00:00:00,64909,894
2021-04-07 00:00:00,66535,1626
2021-04-08 00:00:00,68142,1607
2021-04-09 00:00:00,69220,1078
2021-04-10 00:00:00,69918,698
2021-04-11 00:00:00,70003,85
2021-04-12 00:00:00,70450,447
