date,Arizona,Arizona_cum,StatePODs,StatePODs_cum
2021-04-12 00:00:00,27348,4167194,9033.0,1186375.0
2021-04-11 00:00:00,24625,4139846,13392.0,1177342.0
2021-04-10 00:00:00,39975,4115221,16375.0,1163950.0
2021-04-09 00:00:00,63668,4075246,18055.0,1147575.0
2021-04-08 00:00:00,69710,4011578,16946.0,1129520.0
2021-04-07 00:00:00,71727,3941868,18034.0,1112574.0
2021-04-06 00:00:00,62187,3870141,16629.0,1094540.0
2021-04-05 00:00:00,55997,3807954,16485.0,1077911.0
2021-04-04 00:00:00,20012,3751957,10412.0,1061426.0
2021-04-03 00:00:00,46441,3731945,23328.0,1051014.0
2021-04-02 00:00:00,68235,3685504,24781.0,1027686.0
2021-04-01 00:00:00,72035,3617269,24097.0,1002905.0
2021-03-31 00:00:00,75348,3545234,24418.0,978808.0
2021-03-30 00:00:00,65654,3469886,24237.0,954390.0
2021-03-29 00:00:00,59322,3404232,24130.0,930153.0
2021-03-28 00:00:00,37495,3344910,22848.0,906023.0
2021-03-27 00:00:00,51834,3307415,22584.0,883175.0
2021-03-26 00:00:00,69685,3255581,23050.0,860591.0
2021-03-25 00:00:00,70367,3185896,22029.0,837541.0
2021-03-24 00:00:00,63641,3115529,19060.0,815512.0
2021-03-23 00:00:00,48108,3051888,12948.0,796452.0
2021-03-22 00:00:00,42568,3003780,12901.0,783504.0
2021-03-21 00:00:00,30698,2961212,17060.0,770603.0
2021-03-20 00:00:00,45896,2930514,17700.0,753543.0
2021-03-19 00:00:00,58916,2884618,17469.0,735843.0
2021-03-18 00:00:00,62223,2825702,16481.0,718374.0
2021-03-17 00:00:00,61857,2763479,16719.0,701893.0
2021-03-16 00:00:00,53914,2701622,14687.0,685174.0
2021-03-15 00:00:00,46593,2647708,13744.0,670487.0
2021-03-14 00:00:00,27708,2601115,16102.0,656743.0
2021-03-13 00:00:00,50217,2573407,17897.0,640641.0
2021-03-12 00:00:00,71209,2523190,16837.0,622744.0
2021-03-11 00:00:00,69431,2451981,17634.0,605907.0
2021-03-10 00:00:00,66677,2382550,16902.0,588273.0
2021-03-09 00:00:00,56472,2315873,16196.0,571371.0
2021-03-08 00:00:00,50101,2259401,16646.0,555175.0
2021-03-07 00:00:00,25897,2209300,16283.0,538529.0
2021-03-06 00:00:00,44342,2183403,16443.0,522246.0
2021-03-05 00:00:00,58021,2139061,16392.0,505803.0
2021-03-04 00:00:00,57435,2081040,15925.0,489411.0
2021-03-03 00:00:00,58335,2023605,15402.0,473486.0
2021-03-02 00:00:00,49660,1965270,14456.0,458084.0
2021-03-01 00:00:00,44804,1915610,12850.0,443628.0
2021-02-28 00:00:00,25383,1870806,15592.0,430778.0
2021-02-27 00:00:00,51636,1845423,15108.0,415186.0
2021-02-26 00:00:00,66537,1793787,13993.0,400078.0
2021-02-25 00:00:00,59946,1727250,13365.0,386085.0
2021-02-24 00:00:00,56357,1667304,13716.0,372720.0
2021-02-23 00:00:00,43922,1610947,12731.0,359004.0
2021-02-22 00:00:00,27726,1567025,11777.0,346273.0
2021-02-21 00:00:00,14812,1539299,10822.0,334496.0
2021-02-20 00:00:00,34881,1524487,11255.0,323674.0
2021-02-19 00:00:00,42021,1489606,10223.0,312419.0
2021-02-18 00:00:00,44187,1447585,9841.0,302196.0
2021-02-17 00:00:00,46610,1403398,10555.0,292355.0
2021-02-16 00:00:00,44248,1356788,11079.0,281800.0
2021-02-15 00:00:00,31063,1312540,11030.0,270721.0
2021-02-14 00:00:00,17267,1281477,10228.0,259691.0
2021-02-13 00:00:00,45502,1264210,10478.0,249463.0
2021-02-12 00:00:00,60768,1218708,11058.0,238985.0
2021-02-11 00:00:00,50607,1157940,10847.0,227927.0
2021-02-10 00:00:00,50181,1107333,11071.0,217080.0
2021-02-09 00:00:00,43847,1057152,11037.0,206009.0
2021-02-08 00:00:00,38401,1013305,13488.0,194972.0
2021-02-07 00:00:00,16276,974904,11448.0,181484.0
2021-02-06 00:00:00,38004,958628,10991.0,170036.0
2021-02-05 00:00:00,43567,920624,9143.0,159045.0
2021-02-04 00:00:00,45992,877057,9949.0,149902.0
2021-02-03 00:00:00,43393,831065,8977.0,139953.0
2021-02-02 00:00:00,38152,787672,8730.0,130976.0
2021-02-01 00:00:00,29480,749520,8254.0,122246.0
2021-01-31 00:00:00,11546,720040,4834.0,113992.0
2021-01-30 00:00:00,26168,708494,4759.0,109158.0
2021-01-29 00:00:00,39549,682326,4954.0,104399.0
2021-01-28 00:00:00,39289,642777,5412.0,99445.0
2021-01-27 00:00:00,39348,603488,5515.0,94033.0
2021-01-26 00:00:00,36484,564140,6136.0,88518.0
2021-01-25 00:00:00,28991,527656,5274.0,82382.0
2021-01-24 00:00:00,16177,498665,5751.0,77108.0
2021-01-23 00:00:00,28547,482488,5761.0,71357.0
2021-01-22 00:00:00,37629,453941,5562.0,65596.0
2021-01-21 00:00:00,34834,416312,6169.0,60034.0
2021-01-20 00:00:00,31477,381478,5694.0,53865.0
2021-01-19 00:00:00,26518,350001,6001.0,48171.0
2021-01-18 00:00:00,18859,323483,6008.0,42170.0
2021-01-17 00:00:00,9294,304624,5970.0,36162.0
2021-01-16 00:00:00,15707,295330,5664.0,30192.0
2021-01-15 00:00:00,24677,279623,5948.0,24528.0
2021-01-14 00:00:00,24491,254946,5885.0,18580.0
2021-01-13 00:00:00,24964,230455,6323.0,12695.0
2021-01-12 00:00:00,23034,205491,5637.0,6372.0
2021-01-11 00:00:00,15485,182457,733.0,735.0
2021-01-10 00:00:00,3194,166972,,
2021-01-09 00:00:00,7902,163778,,
2021-01-08 00:00:00,11834,155876,1.0,2.0
2021-01-07 00:00:00,12471,144042,,
2021-01-06 00:00:00,11818,131571,,
2021-01-05 00:00:00,8774,119753,1.0,1.0
2021-01-04 00:00:00,8551,110979,,
2021-01-03 00:00:00,3186,102428,,
2021-01-02 00:00:00,7537,99242,,
2021-01-01 00:00:00,603,91705,,
2020-12-31 00:00:00,7756,91102,,
2020-12-30 00:00:00,14754,83346,,
2020-12-29 00:00:00,12721,68592,,
2020-12-28 00:00:00,9143,55871,,
2020-12-27 00:00:00,2639,46728,,
2020-12-26 00:00:00,6505,44089,,
2020-12-25 00:00:00,137,37584,,
2020-12-24 00:00:00,3784,37447,,
2020-12-23 00:00:00,9604,33663,,
2020-12-22 00:00:00,7703,24059,,
2020-12-21 00:00:00,5462,16356,,
2020-12-20 00:00:00,1013,10894,,
2020-12-19 00:00:00,2551,9881,,
2020-12-18 00:00:00,3571,7330,,
2020-12-17 00:00:00,3079,3759,,
2020-12-16 00:00:00,558,680,,
2020-12-15 00:00:00,34,122,,
2020-12-14 00:00:00,8,88,,
2020-12-13 00:00:00,3,80,,
2020-12-12 00:00:00,4,77,,
2020-12-11 00:00:00,6,73,,
2020-12-10 00:00:00,4,67,,
2020-12-09 00:00:00,4,63,,
2020-12-08 00:00:00,3,59,,
2020-12-07 00:00:00,4,56,,
2020-12-05 00:00:00,1,52,,
2020-12-04 00:00:00,3,51,,
2020-12-03 00:00:00,7,48,,
2020-12-02 00:00:00,8,41,,
2020-12-01 00:00:00,33,33,,
