date,Pima_cume,Pima
2020-12-01 00:00:00,5,
2020-12-02 00:00:00,6,1
2020-12-03 00:00:00,8,2
2020-12-04 00:00:00,9,1
2020-12-05 00:00:00,10,1
2020-12-09 00:00:00,12,2
2020-12-11 00:00:00,15,3
2020-12-13 00:00:00,16,1
2020-12-14 00:00:00,18,2
2020-12-15 00:00:00,32,14
2020-12-16 00:00:00,34,2
2020-12-17 00:00:00,1266,1232
2020-12-18 00:00:00,2669,1403
2020-12-19 00:00:00,3405,736
2020-12-20 00:00:00,3408,3
2020-12-21 00:00:00,4929,1521
2020-12-22 00:00:00,6428,1499
2020-12-23 00:00:00,8266,1838
2020-12-24 00:00:00,9298,1032
2020-12-25 00:00:00,9299,1
2020-12-26 00:00:00,10084,785
2020-12-27 00:00:00,10247,163
2020-12-28 00:00:00,12089,1842
2020-12-29 00:00:00,14162,2073
2020-12-30 00:00:00,16406,2244
2020-12-31 00:00:00,18061,1655
2021-01-01 00:00:00,18197,136
2021-01-02 00:00:00,18811,614
2021-01-03 00:00:00,19244,433
2021-01-04 00:00:00,21035,1791
2021-01-05 00:00:00,22766,1731
2021-01-06 00:00:00,24910,2144
2021-01-07 00:00:00,27147,2237
2021-01-08 00:00:00,29787,2640
2021-01-09 00:00:00,31300,1513
2021-01-10 00:00:00,31697,397
2021-01-11 00:00:00,34459,2762
2021-01-12 00:00:00,37173,2714
2021-01-13 00:00:00,39627,2454
2021-01-14 00:00:00,42040,2413
2021-01-15 00:00:00,46034,3994
2021-01-16 00:00:00,47428,1394
2021-01-17 00:00:00,47923,495
2021-01-18 00:00:00,51861,3938
2021-01-19 00:00:00,55925,4064
2021-01-20 00:00:00,60591,4666
2021-01-21 00:00:00,65883,5292
2021-01-22 00:00:00,72382,6499
2021-01-23 00:00:00,74939,2557
2021-01-24 00:00:00,75934,995
2021-01-25 00:00:00,83210,7276
2021-01-26 00:00:00,90180,6970
2021-01-27 00:00:00,97701,7521
2021-01-28 00:00:00,104580,6879
2021-01-29 00:00:00,111826,7246
2021-01-30 00:00:00,115619,3793
2021-01-31 00:00:00,117115,1496
2021-02-01 00:00:00,122385,5270
2021-02-02 00:00:00,128630,6245
2021-02-03 00:00:00,135560,6930
2021-02-04 00:00:00,142766,7206
2021-02-05 00:00:00,151466,8700
2021-02-06 00:00:00,155798,4332
2021-02-07 00:00:00,156876,1078
2021-02-08 00:00:00,163673,6797
2021-02-09 00:00:00,169827,6154
2021-02-10 00:00:00,177270,7443
2021-02-11 00:00:00,184879,7609
2021-02-12 00:00:00,193578,8699
2021-02-13 00:00:00,197855,4277
2021-02-14 00:00:00,198765,910
2021-02-15 00:00:00,204805,6040
2021-02-16 00:00:00,211635,6830
2021-02-17 00:00:00,219126,7491
2021-02-18 00:00:00,226267,7141
2021-02-19 00:00:00,230528,4261
2021-02-20 00:00:00,232574,2046
2021-02-21 00:00:00,233201,627
2021-02-22 00:00:00,236909,3708
2021-02-23 00:00:00,241393,4484
2021-02-24 00:00:00,247748,6355
2021-02-25 00:00:00,255856,8108
2021-02-26 00:00:00,265868,10012
2021-02-27 00:00:00,270287,4419
2021-02-28 00:00:00,272345,2058
2021-03-01 00:00:00,279043,6698
2021-03-02 00:00:00,285579,6536
2021-03-03 00:00:00,293642,8063
2021-03-04 00:00:00,299816,6174
2021-03-05 00:00:00,307600,7784
2021-03-06 00:00:00,312208,4608
2021-03-07 00:00:00,314402,2194
2021-03-08 00:00:00,321971,7569
2021-03-09 00:00:00,329853,7882
2021-03-10 00:00:00,339526,9673
2021-03-11 00:00:00,348874,9348
2021-03-12 00:00:00,358776,9902
2021-03-13 00:00:00,363457,4681
2021-03-14 00:00:00,365077,1620
2021-03-15 00:00:00,371540,6463
2021-03-16 00:00:00,379056,7516
2021-03-17 00:00:00,387779,8723
2021-03-18 00:00:00,396147,8368
2021-03-19 00:00:00,405099,8952
2021-03-20 00:00:00,409381,4282
2021-03-21 00:00:00,412807,3426
2021-03-22 00:00:00,419166,6359
2021-03-23 00:00:00,426340,7174
2021-03-24 00:00:00,436158,9818
2021-03-25 00:00:00,446315,10157
2021-03-26 00:00:00,457243,10928
2021-03-27 00:00:00,462847,5604
2021-03-28 00:00:00,465758,2911
2021-03-29 00:00:00,472421,6663
2021-03-30 00:00:00,480638,8217
2021-03-31 00:00:00,490945,10307
2021-04-01 00:00:00,498098,7153
2021-04-02 00:00:00,507983,9885
2021-04-03 00:00:00,512424,4441
2021-04-04 00:00:00,513345,921
2021-04-05 00:00:00,521027,7682
2021-04-06 00:00:00,528871,7844
2021-04-07 00:00:00,540288,11417
2021-04-08 00:00:00,549823,9535
2021-04-09 00:00:00,560263,10440
2021-04-10 00:00:00,565226,4963
2021-04-11 00:00:00,566875,1649
2021-04-12 00:00:00,572029,5154
