date,Arizona_cume,Arizona
2020-12-01 00:00:00,33,
2020-12-02 00:00:00,41,8
2020-12-03 00:00:00,48,7
2020-12-04 00:00:00,51,3
2020-12-05 00:00:00,52,1
2020-12-07 00:00:00,56,4
2020-12-08 00:00:00,59,3
2020-12-09 00:00:00,63,4
2020-12-10 00:00:00,67,4
2020-12-11 00:00:00,73,6
2020-12-12 00:00:00,77,4
2020-12-13 00:00:00,80,3
2020-12-14 00:00:00,88,8
2020-12-15 00:00:00,122,34
2020-12-16 00:00:00,680,558
2020-12-17 00:00:00,3759,3079
2020-12-18 00:00:00,7330,3571
2020-12-19 00:00:00,9881,2551
2020-12-20 00:00:00,10894,1013
2020-12-21 00:00:00,16356,5462
2020-12-22 00:00:00,24059,7703
2020-12-23 00:00:00,33663,9604
2020-12-24 00:00:00,37447,3784
2020-12-25 00:00:00,37584,137
2020-12-26 00:00:00,44089,6505
2020-12-27 00:00:00,46728,2639
2020-12-28 00:00:00,55871,9143
2020-12-29 00:00:00,68592,12721
2020-12-30 00:00:00,83346,14754
2020-12-31 00:00:00,91102,7756
2021-01-01 00:00:00,91705,603
2021-01-02 00:00:00,99242,7537
2021-01-03 00:00:00,102428,3186
2021-01-04 00:00:00,110979,8551
2021-01-05 00:00:00,119753,8774
2021-01-06 00:00:00,131571,11818
2021-01-07 00:00:00,144042,12471
2021-01-08 00:00:00,155876,11834
2021-01-09 00:00:00,163778,7902
2021-01-10 00:00:00,166972,3194
2021-01-11 00:00:00,182457,15485
2021-01-12 00:00:00,205491,23034
2021-01-13 00:00:00,230455,24964
2021-01-14 00:00:00,254946,24491
2021-01-15 00:00:00,279623,24677
2021-01-16 00:00:00,295330,15707
2021-01-17 00:00:00,304624,9294
2021-01-18 00:00:00,323483,18859
2021-01-19 00:00:00,350001,26518
2021-01-20 00:00:00,381478,31477
2021-01-21 00:00:00,416312,34834
2021-01-22 00:00:00,453941,37629
2021-01-23 00:00:00,482488,28547
2021-01-24 00:00:00,498665,16177
2021-01-25 00:00:00,527656,28991
2021-01-26 00:00:00,564140,36484
2021-01-27 00:00:00,603488,39348
2021-01-28 00:00:00,642777,39289
2021-01-29 00:00:00,682326,39549
2021-01-30 00:00:00,708494,26168
2021-01-31 00:00:00,720040,11546
2021-02-01 00:00:00,749520,29480
2021-02-02 00:00:00,787672,38152
2021-02-03 00:00:00,831065,43393
2021-02-04 00:00:00,877057,45992
2021-02-05 00:00:00,920624,43567
2021-02-06 00:00:00,958628,38004
2021-02-07 00:00:00,974904,16276
2021-02-08 00:00:00,1013305,38401
2021-02-09 00:00:00,1057152,43847
2021-02-10 00:00:00,1107333,50181
2021-02-11 00:00:00,1157940,50607
2021-02-12 00:00:00,1218708,60768
2021-02-13 00:00:00,1264210,45502
2021-02-14 00:00:00,1281477,17267
2021-02-15 00:00:00,1312540,31063
2021-02-16 00:00:00,1356788,44248
2021-02-17 00:00:00,1403398,46610
2021-02-18 00:00:00,1447585,44187
2021-02-19 00:00:00,1489606,42021
2021-02-20 00:00:00,1524487,34881
2021-02-21 00:00:00,1539299,14812
2021-02-22 00:00:00,1567025,27726
2021-02-23 00:00:00,1610947,43922
2021-02-24 00:00:00,1667304,56357
2021-02-25 00:00:00,1727250,59946
2021-02-26 00:00:00,1793787,66537
2021-02-27 00:00:00,1845423,51636
2021-02-28 00:00:00,1870806,25383
2021-03-01 00:00:00,1915610,44804
2021-03-02 00:00:00,1965270,49660
2021-03-03 00:00:00,2023605,58335
2021-03-04 00:00:00,2081040,57435
2021-03-05 00:00:00,2139061,58021
2021-03-06 00:00:00,2183403,44342
2021-03-07 00:00:00,2209300,25897
2021-03-08 00:00:00,2259401,50101
2021-03-09 00:00:00,2315873,56472
2021-03-10 00:00:00,2382550,66677
2021-03-11 00:00:00,2451981,69431
2021-03-12 00:00:00,2523190,71209
2021-03-13 00:00:00,2573407,50217
2021-03-14 00:00:00,2601115,27708
2021-03-15 00:00:00,2647708,46593
2021-03-16 00:00:00,2701622,53914
2021-03-17 00:00:00,2763479,61857
2021-03-18 00:00:00,2825702,62223
2021-03-19 00:00:00,2884618,58916
2021-03-20 00:00:00,2930514,45896
2021-03-21 00:00:00,2961212,30698
2021-03-22 00:00:00,3003780,42568
2021-03-23 00:00:00,3051888,48108
2021-03-24 00:00:00,3115529,63641
2021-03-25 00:00:00,3185896,70367
2021-03-26 00:00:00,3255581,69685
2021-03-27 00:00:00,3307415,51834
2021-03-28 00:00:00,3344910,37495
2021-03-29 00:00:00,3404232,59322
2021-03-30 00:00:00,3469886,65654
2021-03-31 00:00:00,3545234,75348
2021-04-01 00:00:00,3617269,72035
2021-04-02 00:00:00,3685504,68235
2021-04-03 00:00:00,3731945,46441
2021-04-04 00:00:00,3751957,20012
2021-04-05 00:00:00,3807954,55997
2021-04-06 00:00:00,3870141,62187
2021-04-07 00:00:00,3941868,71727
2021-04-08 00:00:00,4011578,69710
2021-04-09 00:00:00,4075246,63668
2021-04-10 00:00:00,4115221,39975
2021-04-11 00:00:00,4139846,24625
2021-04-12 00:00:00,4167194,27348
