date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20933,22874,20913,18241,12702,191
1/10/2021,34536,35021,33064,29955,29752,439
1/11/2021,36457,36833,35023,31639,33570,495
1/12/2021,39247,39519,37819,34166,41178,592
1/13/2021,41999,42434,40936,36871,49997,678
1/14/2021,44743,45471,44171,39885,59423,744
1/15/2021,48210,48711,47544,43005,68649,851
1/16/2021,49999,50281,49229,44611,74047,895
1/17/2021,51104,51307,50296,45705,77523,927
1/18/2021,52756,52830,52036,47431,85328,965
1/19/2021,54789,54697,54079,49623,95444,1058
1/2/2021,22835,24575,22464,19659,13780,218
1/20/2021,57214,57197,57009,52595,107764,1175
1/21/2021,59909,60057,60368,56095,123528,1317
1/22/2021,64388,64192,64983,60969,139265,1468
1/23/2021,67663,66952,68064,64148,149823,1610
1/24/2021,69176,68339,69585,65833,157491,1662
1/25/2021,71549,70481,72185,68783,171150,1738
1/26/2021,74453,72990,75081,72021,188464,1844
1/27/2021,77556,75602,78014,75394,207386,1938
1/28/2021,80589,78176,80971,79027,228691,2073
1/29/2021,84425,81321,84328,82747,248690,2265
1/3/2021,23722,25325,23111,20209,14141,237
1/30/2021,87235,83452,86670,85200,260135,2433
1/31/2021,88139,84185,87536,86229,266144,2475
1/4/2021,25435,26968,24718,21703,16068,260
1/5/2021,27220,28610,26312,23273,18210,290
1/6/2021,29412,30534,28362,25313,21305,352
1/7/2021,31215,32159,30132,27103,24660,386
1/8/2021,32920,33737,31792,28755,27104,409
1/9/2021,34006,34575,32637,29552,29273,434
10/1/2021,814972,556944,574884,657450,1167894,373522
10/10/2021,824354,561912,578917,660768,1172849,378130
10/11/2021,825676,562661,579478,661278,1173661,378793
10/12/2021,826396,563020,579778,661522,1174080,379212
10/13/2021,827426,563569,580277,661926,1174741,379670
10/14/2021,828733,564210,580872,662417,1175485,380181
10/15/2021,830244,564956,581538,662942,1176085,380757
10/16/2021,831201,565374,581910,663246,1176359,382040
10/17/2021,831910,565658,582129,663408,1176524,382300
10/18/2021,833147,566367,582698,663907,1177248,382790
10/19/2021,834212,566971,583151,664380,1177887,383318
10/2/2021,815931,557422,575318,657795,1168287,374057
10/20/2021,835255,567509,583586,664819,1178501,383819
10/21/2021,836331,568077,584091,665249,1179093,384247
10/22/2021,837683,568866,584746,665836,1180341,384847
10/23/2021,838464,569291,585138,666214,1181084,385206
10/24/2021,838915,569564,585357,666465,1181555,385444
10/25/2021,840026,570184,585902,667021,1182947,385861
10/26/2021,841075,570788,586417,667555,1184223,386292
10/27/2021,841510,571062,586648,667788,1184668,386547
10/3/2021,816435,557659,575499,657950,1168507,374306
10/4/2021,817798,558315,576077,658375,1169356,374924
10/5/2021,819259,559027,576628,658851,1170268,375538
10/6/2021,820603,559787,577216,659293,1170975,376176
10/7/2021,821578,560365,577686,659730,1171553,376714
10/8/2021,822862,561093,578255,660202,1172185,377398
10/9/2021,823798,561607,578673,660558,1172556,377889
12/1/2020,53,40,47,29,45,2
12/10/2020,73,57,69,57,80,4
12/11/2020,75,61,72,63,82,4
12/12/2020,77,61,74,68,85,4
12/13/2020,78,62,76,70,87,4
12/14/2020,80,68,79,73,96,4
12/15/2020,96,84,98,95,107,4
12/16/2020,209,243,266,230,166,4
12/17/2020,834,1095,1079,899,441,9
12/18/2020,1682,2114,1934,1565,754,10
12/19/2020,2287,2831,2519,1998,961,15
12/2/2020,55,44,49,34,50,3
12/20/2020,2500,3099,2778,2218,1062,17
12/21/2020,3852,4526,4046,3199,1554,24
12/22/2020,5669,6573,5858,4648,2216,32
12/23/2020,7901,9134,8126,6477,3136,47
12/24/2020,8846,10119,8942,7214,3502,50
12/25/2020,8883,10154,8970,7239,3521,50
12/26/2020,10374,11887,10410,8516,4085,62
12/27/2020,10994,12537,11024,9021,4343,70
12/28/2020,13102,14722,13033,10878,5592,92
12/29/2020,15920,17669,15764,13397,7769,132
12/3/2020,60,45,55,39,54,3
12/30/2020,19037,20988,18997,16377,10118,164
12/31/2020,20706,22659,20646,17934,11559,184
12/4/2020,60,46,57,42,56,3
12/5/2020,62,46,57,42,58,3
