date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,413,436,646,420,8
1/10/2021,567,701,802,1124,938,12
1/11/2021,576,709,811,1141,964,13
1/12/2021,595,734,840,1188,1054,13
1/13/2021,639,782,927,1281,1238,14
1/14/2021,672,827,982,1353,1351,16
1/15/2021,687,838,994,1373,1399,16
1/16/2021,710,868,1038,1420,1544,18
1/17/2021,712,870,1041,1425,1560,19
1/18/2021,719,873,1054,1445,1709,20
1/19/2021,752,927,1106,1523,1860,22
1/2/2021,331,446,460,678,430,8
1/20/2021,794,977,1171,1617,2136,22
1/21/2021,917,1134,1347,1858,2820,23
1/22/2021,1053,1269,1521,2114,3749,25
1/23/2021,1094,1325,1575,2220,4885,28
1/24/2021,1110,1342,1599,2297,6076,29
1/25/2021,1133,1366,1634,2372,6721,29
1/26/2021,1144,1378,1663,2418,7077,29
1/27/2021,1216,1433,1733,2604,8330,31
1/28/2021,1266,1503,1841,2807,9714,38
1/29/2021,1345,1561,1937,2983,10942,43
1/3/2021,331,448,460,679,431,8
1/30/2021,1394,1588,1993,3070,11575,44
1/31/2021,1431,1615,2043,3156,12274,47
1/4/2021,340,453,469,691,437,8
1/5/2021,347,461,484,711,458,8
1/6/2021,355,468,496,735,493,9
1/7/2021,439,567,638,872,690,10
1/8/2021,533,671,764,1083,892,12
1/9/2021,566,700,801,1124,935,12
10/1/2021,10889,7945,10410,19811,53940,4630
10/10/2021,11032,8015,10487,19889,54063,4673
10/11/2021,11048,8026,10490,19904,54092,4679
10/12/2021,11058,8029,10497,19911,54103,4689
10/13/2021,11073,8034,10504,19921,54115,4703
10/14/2021,11090,8047,10514,19938,54139,4706
10/15/2021,11110,8054,10522,19950,54159,4713
10/16/2021,11121,8059,10527,19956,54168,4723
10/17/2021,11135,8067,10538,19960,54174,4727
10/18/2021,11151,8074,10543,19968,54189,4732
10/19/2021,11170,8083,10548,19978,54200,4742
10/2/2021,10908,7951,10418,19819,53953,4636
10/20/2021,11187,8090,10552,19988,54226,4744
10/21/2021,11207,8098,10561,20004,54238,4750
10/22/2021,11222,8105,10573,20026,54280,4756
10/23/2021,11223,8107,10584,20036,54317,4758
10/24/2021,11228,8112,10588,20040,54334,4762
10/25/2021,11239,8119,10598,20051,54400,4765
10/26/2021,11243,8125,10605,20064,54467,4769
10/27/2021,11248,8126,10611,20068,54478,4770
10/3/2021,10916,7952,10419,19821,53956,4639
10/4/2021,10933,7961,10436,19833,53971,4642
10/5/2021,10954,7970,10445,19848,53997,4646
10/6/2021,10971,7981,10453,19856,54017,4648
10/7/2021,10985,7994,10462,19865,54029,4650
10/8/2021,11005,8003,10475,19880,54052,4668
10/9/2021,11020,8012,10483,19885,54059,4672
12/1/2020,,,,,1,
12/10/2020,1,,,,1,
12/11/2020,1,,,,1,
12/12/2020,1,,,,2,
12/13/2020,1,,,,2,
12/14/2020,1,,,,2,
12/15/2020,1,,,,2,
12/16/2020,1,1,1,,2,
12/17/2020,1,1,2,,4,
12/18/2020,1,1,2,,4,
12/19/2020,2,1,2,,6,
12/2/2020,,,,,1,
12/20/2020,2,1,2,3,6,
12/21/2020,2,3,2,4,6,
12/22/2020,34,73,102,118,55,
12/23/2020,109,165,180,266,101,1
12/24/2020,119,176,188,279,108,2
12/25/2020,123,179,192,281,111,2
12/26/2020,128,185,199,296,116,2
12/27/2020,131,188,201,301,117,2
12/28/2020,148,192,209,322,143,2
12/29/2020,184,237,266,397,231,5
12/3/2020,,,,,1,
12/30/2020,287,393,404,593,381,8
12/31/2020,309,411,434,640,406,8
12/4/2020,,,,,1,
12/5/2020,,,,,1,
12/6/2020,1,,,,1,
12/7/2020,1,,,,1,
12/8/2020,1,,,,1,
12/9/2020,1,,,,1,
2/1/2021,1485,1668,2106,3305,13778,53
2/10/2021,1817,1966,2504,4226,24636,67
2/11/2021,1855,2005,2556,4338,25828,69
2/12/2021,1896,2045,2610,4450,26991,71
2/13/2021,1941,2082,2653,4563,27836,75
2/14/2021,1974,2106,2692,4638,28613,76
2/15/2021,1997,2121,2716,4701,29193,76
2/16/2021,2031,2155,2752,4785,30121,78
2/17/2021,2049,2177,2768,4827,30506,78
2/18/2021,2055,2183,2775,4834,30654,78
2/19/2021,2067,2189,2800,4843,30746,78
2/2/2021,1553,1727,2180,3449,15346,56
2/20/2021,2071,2191,2805,4852,30800,78
2/21/2021,2078,2191,2807,4855,30849,79
2/22/2021,2083,2192,2821,4869,30901,79
2/23/2021,2116,2216,2855,4944,31379,81
2/24/2021,2181,2280,2929,5123,32601,82
2/25/2021,2241,2326,2990,5239,33271,82
2/26/2021,2277,2365,3028,5341,33629,83
2/27/2021,2291,2375,3040,5365,33809,84
2/28/2021,2297,2378,3048,5385,33887,84
2/3/2021,1597,1761,2239,3597,17026,57
2/4/2021,1629,1797,2291,3666,18106,59
2/5/2021,1674,1835,2325,3744,19037,60
2/6/2021,1713,1862,2367,3833,19886,61
2/7/2021,1734,1879,2392,3895,20749,62
2/8/2021,1754,1905,2422,3989,21943,64
2/9/2021,1776,1929,2456,4084,23159,65
3/1/2021,2311,2392,3066,5450,34076,85
3/10/2021,2498,2546,3296,6689,36875,97
3/11/2021,2542,2592,3343,6949,37452,102
3/12/2021,2582,2626,3399,7181,37962,105
3/13/2021,2601,2641,3418,7316,38180,105
3/14/2021,2623,2661,3437,7479,38498,108
3/15/2021,2694,2695,3500,7751,39214,113
3/16/2021,2745,2733,3543,7973,39789,117
3/17/2021,2834,2760,3609,8345,40386,123
3/18/2021,2879,2807,3679,8613,40973,127
3/19/2021,2925,2849,3737,8925,41524,136
3/2/2021,2338,2408,3081,5498,34312,86
3/20/2021,2987,2896,3814,9321,41840,142
3/21/2021,3000,2900,3821,9423,41924,144
3/22/2021,3086,2949,3920,9848,42283,155
3/23/2021,3115,2972,3958,10032,42513,159
3/24/2021,3156,3012,4016,10272,42798,162
3/25/2021,3274,3071,4128,10690,43298,188
3/26/2021,3397,3178,4285,11070,43704,213
3/27/2021,3518,3247,4400,11288,43883,243
3/28/2021,3546,3268,4421,11309,43910,253
3/29/2021,3697,3377,4582,11487,44065,291
3/3/2021,2350,2425,3114,5572,34610,86
3/30/2021,3828,3475,4719,11659,44262,316
3/31/2021,3973,3569,4864,11854,44491,352
3/4/2021,2367,2440,3128,5660,34786,88
3/5/2021,2394,2449,3152,5815,35140,88
3/6/2021,2403,2452,3157,5884,35256,88
