date,pcr_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_positivity_PINAL
2020-09-08 00:00:00,1,0,,
2020-09-07 00:00:00,29,0.0344827586206897,40.0,0.025
2020-09-06 00:00:00,153,0.0065359477124183,74.0,0.0135135135135135
2020-09-05 00:00:00,163,0.0184049079754601,59.0,0.0169491525423729
2020-09-04 00:00:00,288,0.0347222222222222,59.0,0.1016949152542373
2020-09-03 00:00:00,320,0.04375,41.0,0.0487804878048781
2020-09-02 00:00:00,351,0.0142450142450142,65.0,0.1538461538461539
2020-09-01 00:00:00,403,0.0272952853598015,94.0,0.1170212765957447
2020-08-31 00:00:00,350,0.0285714285714286,163.0,0.0858895705521472
2020-08-30 00:00:00,189,0.0529100529100529,66.0,0.0454545454545455
2020-08-29 00:00:00,182,0.0274725274725275,78.0,0.1153846153846154
2020-08-28 00:00:00,370,0.027027027027027,97.0,0.154639175257732
2020-08-27 00:00:00,1968,0.0411585365853659,72.0,0.2083333333333334
2020-08-26 00:00:00,2454,0.0044824775876121,79.0,0.0886075949367089
2020-08-25 00:00:00,2834,0.0088214537755822,109.0,0.0917431192660551
2020-08-24 00:00:00,2581,0.0736148779542813,100.0,0.08
2020-08-23 00:00:00,330,0.0303030303030303,53.0,0.0566037735849057
2020-08-22 00:00:00,261,0.0306513409961686,84.0,0.0833333333333333
2020-08-21 00:00:00,1398,0.0164520743919886,121.0,0.0826446280991736
2020-08-20 00:00:00,737,0.0257801899592944,76.0,0.118421052631579
2020-08-19 00:00:00,1037,0.038572806171649,56.0,0.125
2020-08-18 00:00:00,425,0.0541176470588235,90.0,0.0888888888888889
2020-08-17 00:00:00,528,0.0606060606060606,103.0,0.1553398058252427
2020-08-16 00:00:00,365,0.0383561643835616,48.0,0.125
2020-08-15 00:00:00,344,0.061046511627907,65.0,0.1076923076923077
2020-08-14 00:00:00,504,0.0396825396825397,121.0,0.115702479338843
2020-08-13 00:00:00,344,0.0930232558139535,84.0,0.1547619047619048
2020-08-12 00:00:00,398,0.0577889447236181,70.0,0.1428571428571429
2020-08-11 00:00:00,404,0.0495049504950495,107.0,0.1682242990654206
2020-08-10 00:00:00,434,0.0691244239631337,121.0,0.1404958677685951
2020-08-09 00:00:00,296,0.0506756756756757,51.0,0.0196078431372549
2020-08-08 00:00:00,294,0.0748299319727891,49.0,0.0816326530612245
2020-08-07 00:00:00,406,0.0911330049261084,114.0,0.1578947368421053
2020-08-06 00:00:00,369,0.0758807588075881,100.0,0.16
2020-08-05 00:00:00,399,0.0952380952380952,76.0,0.1842105263157895
2020-08-04 00:00:00,455,0.0769230769230769,136.0,0.0588235294117647
2020-08-03 00:00:00,441,0.108843537414966,132.0,0.0757575757575758
2020-08-02 00:00:00,276,0.0869565217391304,52.0,0.0384615384615385
