date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,160,151,164,209,205,4
1/10/2021,306,339,412,527,1034,14
1/11/2021,320,356,430,558,1112,14
1/12/2021,328,360,439,573,1147,14
1/13/2021,333,366,449,580,1184,14
1/14/2021,343,381,467,612,1330,14
1/15/2021,399,426,510,666,1366,20
1/16/2021,399,427,511,667,1368,20
1/17/2021,399,427,511,667,1371,20
1/18/2021,402,435,515,692,1438,20
1/19/2021,414,439,525,707,1494,21
1/2/2021,176,167,187,245,307,7
1/20/2021,424,448,546,737,1599,22
1/21/2021,439,460,554,772,1809,22
1/22/2021,454,469,561,785,1872,23
1/23/2021,458,474,563,791,1986,23
1/24/2021,458,474,564,792,1995,23
1/25/2021,473,482,575,811,2060,23
1/26/2021,479,485,575,813,2074,23
1/27/2021,492,502,585,823,2247,27
1/28/2021,512,528,618,879,2493,27
1/29/2021,538,547,648,912,2608,30
1/3/2021,177,167,187,247,307,7
1/30/2021,571,559,659,928,2728,37
1/31/2021,571,559,659,929,2732,37
1/4/2021,191,183,220,285,356,7
1/5/2021,212,216,278,345,491,8
1/6/2021,223,242,316,402,627,10
1/7/2021,270,307,358,464,835,13
1/8/2021,301,338,405,525,1015,14
1/9/2021,306,339,412,527,1034,14
10/1/2021,2623,1926,2496,4556,11587,1142
10/10/2021,2645,1940,2507,4573,11612,1153
10/11/2021,2646,1943,2509,4573,11617,1156
10/12/2021,2650,1945,2511,4575,11623,1157
10/13/2021,2655,1948,2512,4577,11631,1159
10/14/2021,2660,1951,2517,4585,11635,1161
10/15/2021,2667,1952,2521,4592,11636,1161
10/16/2021,2668,1952,2521,4593,11636,1161
10/17/2021,2670,1952,2521,4593,11638,1161
10/18/2021,2674,1953,2522,4596,11644,1161
10/19/2021,2677,1956,2525,4600,11644,1162
10/2/2021,2623,1928,2497,4557,11588,1142
10/20/2021,2678,1956,2531,4604,11647,1162
10/21/2021,2680,1959,2535,4612,11660,1163
10/22/2021,2683,1962,2537,4615,11670,1165
10/23/2021,2685,1963,2539,4617,11675,1169
10/24/2021,2685,1964,2540,4617,11677,1169
10/25/2021,2687,1965,2542,4621,11683,1170
10/26/2021,2690,1966,2545,4627,11688,1172
10/27/2021,2693,1966,2546,4633,11696,1172
10/28/2021,2706,1980,2552,4635,11702,1172
10/29/2021,2710,1984,2555,4638,11709,1174
10/3/2021,2623,1929,2497,4558,11590,1142
10/30/2021,2711,1986,2556,4639,11712,1174
10/31/2021,2712,1986,2558,4639,11715,1174
10/4/2021,2625,1932,2498,4561,11599,1145
10/5/2021,2629,1935,2501,4561,11603,1150
10/6/2021,2632,1935,2504,4567,11604,1151
10/7/2021,2641,1939,2504,4569,11606,1151
10/8/2021,2642,1940,2506,4570,11611,1152
10/9/2021,2642,1940,2507,4573,11612,1152
11/1/2021,2715,1988,2559,4642,11727,1174
11/10/2021,2740,2004,2582,4680,11806,1251
11/11/2021,2742,2005,2583,4683,11814,1263
11/12/2021,2751,2008,2583,4687,11820,1279
11/13/2021,2752,2008,2586,4688,11824,1287
11/14/2021,2755,2008,2588,4689,11826,1287
11/15/2021,2758,2010,2589,4699,11835,1289
11/16/2021,2763,2010,2591,4704,11850,1292
11/17/2021,2771,2015,2593,4711,11862,1293
11/18/2021,2776,2019,2598,4715,11874,1307
11/19/2021,2779,2025,2599,4721,11886,1328
11/2/2021,2716,1991,2564,4646,11731,1174
11/20/2021,2785,2025,2599,4722,11891,1330
11/21/2021,2787,2026,2599,4725,11891,1330
11/22/2021,2795,2028,2603,4736,11903,1336
11/23/2021,2802,2028,2608,4742,11910,1342
11/24/2021,2803,2031,2613,4747,11915,1353
11/25/2021,2803,2031,2613,4747,11915,1353
11/26/2021,2806,2031,2614,4750,11917,1357
11/27/2021,2806,2032,2614,4751,11918,1357
11/28/2021,2807,2032,2614,4751,11920,1359
11/29/2021,2821,2035,2620,4754,11926,1361
11/3/2021,2719,1991,2567,4650,11746,1178
11/30/2021,2835,2043,2622,4757,11932,1366
11/4/2021,2722,1993,2568,4653,11755,1178
11/5/2021,2723,1996,2570,4663,11765,1220
11/6/2021,2723,1997,2570,4666,11770,1224
11/7/2021,2723,2000,2572,4666,11771,1226
11/8/2021,2727,2001,2577,4673,11786,1234
11/9/2021,2734,2003,2579,4675,11794,1245
12/1/2020,1,,,,,
12/1/2021,2845,2047,2624,4764,11944,1382
12/10/2020,1,,,,,
12/10/2021,2885,2069,2644,4806,12015,1455
12/11/2020,1,,,,,
12/11/2021,2886,2070,2645,4806,12016,1457
12/12/2020,1,,,,,
12/12/2021,2887,2070,2647,4808,12019,1459
12/13/2020,1,,,,,
12/13/2021,2887,2073,2649,4810,12030,1462
12/14/2020,1,,,,,
12/14/2021,2890,2076,2651,4815,12036,1463
12/15/2020,1,,,,,
12/15/2021,2891,2076,2652,4817,12039,1463
12/16/2020,1,,,,,
12/16/2021,2893,2080,2653,4823,12050,1463
12/17/2020,21,16,15,12,4,1
12/17/2021,2901,2084,2655,4824,12053,1493
12/18/2020,33,29,20,17,9,1
12/18/2021,2904,2084,2656,4826,12056,1494
12/19/2020,33,29,20,19,9,1
12/19/2021,2905,2085,2659,4829,12057,1494
12/2/2020,1,,,,,
12/2/2021,2849,2051,2630,4770,11949,1392
12/20/2020,33,30,20,19,9,1
12/20/2021,2906,2087,2659,4834,12063,1496
12/21/2020,39,41,27,27,13,1
12/21/2021,2908,2087,2661,4838,12080,1497
12/22/2020,42,45,32,32,18,1
12/22/2021,2910,2088,2665,4847,12086,1501
12/23/2020,53,57,38,46,29,1
12/23/2021,2913,2089,2668,4850,12090,1502
12/24/2020,67,71,51,66,36,1
12/24/2021,2914,2089,2668,4851,12092,1502
12/25/2020,67,71,51,66,36,1
12/25/2021,2914,2089,2668,4851,12092,1502
12/26/2020,72,77,56,75,39,1
12/26/2021,2916,2091,2669,4852,12092,1502
