date,Cochise_cume,Cochise
2020-12-01,3,
2020-12-15,4,1
2020-12-16,5,1
2020-12-17,16,11
2020-12-18,24,8
2020-12-19,31,7
2020-12-20,32,1
2020-12-21,44,12
2020-12-22,305,261
2020-12-23,721,416
2020-12-24,831,110
2020-12-26,853,22
2020-12-28,937,84
2020-12-29,1011,74
2020-12-30,1217,206
2020-12-31,1411,194
2021-01-01,1444,33
2021-01-02,1458,14
2021-01-03,1536,78
2021-01-04,1583,47
2021-01-05,1671,88
2021-01-06,1774,103
2021-01-07,1843,69
2021-01-08,1997,154
2021-01-09,2371,374
2021-01-10,2386,15
2021-01-11,2667,281
2021-01-12,2924,257
2021-01-13,3367,443
2021-01-14,3669,302
2021-01-15,4139,470
2021-01-16,4541,402
2021-01-17,4566,25
2021-01-18,4777,211
2021-01-19,5179,402
2021-01-20,5849,670
2021-01-21,6460,611
2021-01-22,6795,335
2021-01-23,7365,570
2021-01-24,7485,120
2021-01-25,7904,419
2021-01-26,8369,465
2021-01-27,9051,682
2021-01-28,10011,960
2021-01-29,10692,681
2021-01-30,10730,38
2021-01-31,10846,116
2021-02-01,11174,328
2021-02-02,11419,245
2021-02-03,11965,546
2021-02-04,12424,459
2021-02-05,12985,561
2021-02-06,13176,191
2021-02-07,13208,32
2021-02-08,13647,439
2021-02-09,14474,827
2021-02-10,15784,1310
2021-02-11,17757,1973
2021-02-12,19136,1379
2021-02-13,19471,335
2021-02-14,19487,16
2021-02-15,19822,335
2021-02-16,20488,666
2021-02-17,20987,499
2021-02-18,21655,668
2021-02-19,22024,369
2021-02-20,22394,370
2021-02-21,22520,126
2021-02-22,22802,282
2021-02-23,23021,219
2021-02-24,23885,864
2021-02-25,25895,2010
2021-02-26,27387,1492
2021-02-27,28270,883
2021-02-28,28361,91
2021-03-01,28990,629
2021-03-02,29511,521
2021-03-03,30592,1081
2021-03-04,32163,1571
2021-03-05,33243,1080
2021-03-06,34284,1041
2021-03-07,34355,71
2021-03-08,34886,531
2021-03-09,35859,973
2021-03-10,37403,1544
2021-03-11,39526,2123
2021-03-12,40864,1338
2021-03-13,41723,859
2021-03-14,41770,47
2021-03-15,42674,904
2021-03-16,43589,915
2021-03-17,44478,889
2021-03-18,45853,1375
2021-03-19,46870,1017
2021-03-20,47792,922
2021-03-21,47864,72
2021-03-22,48432,568
2021-03-23,48799,367
2021-03-24,49724,925
2021-03-25,52079,2355
2021-03-26,53515,1436
2021-03-27,54586,1071
2021-03-28,54656,70
2021-03-29,55200,544
2021-03-30,55862,662
2021-03-31,57184,1322
2021-04-01,59402,2218
2021-04-02,60763,1361
2021-04-03,62092,1329
2021-04-04,62149,57
2021-04-05,62735,586
2021-04-06,63532,797
2021-04-07,64992,1460
2021-04-08,66592,1600
2021-04-09,67687,1095
2021-04-10,68471,784
2021-04-11,68573,102
2021-04-12,69275,702
2021-04-13,69829,554
2021-04-14,70787,958
2021-04-15,72651,1864
2021-04-16,73715,1064
2021-04-17,75058,1343
2021-04-18,75129,71
2021-04-19,75762,633
2021-04-20,76277,515
2021-04-21,77243,966
2021-04-22,78773,1530
2021-04-23,79772,999
2021-04-24,80646,874
2021-04-25,80703,57
2021-04-26,81170,467
2021-04-27,81669,499
2021-04-28,82615,946
2021-04-29,83632,1017
2021-04-30,84324,692
2021-05-01,84870,546
2021-05-02,84917,47
2021-05-03,85214,297
2021-05-04,85687,473
2021-05-05,86536,849
2021-05-06,87536,1000
2021-05-07,88248,712
2021-05-08,88729,481
2021-05-09,88776,47
2021-05-10,89112,336
2021-05-11,89419,307
2021-05-12,89979,560
2021-05-13,90978,999
2021-05-14,91514,536
2021-05-15,91853,339
2021-05-16,91915,62
2021-05-17,92366,451
2021-05-18,92827,461
2021-05-19,93603,776
2021-05-20,94375,772
2021-05-21,95088,713
2021-05-22,95416,328
2021-05-23,95471,55
2021-05-24,95887,416
2021-05-25,96179,292
2021-05-26,96611,432
2021-05-27,97262,651
2021-05-28,97788,526
2021-05-29,97880,92
2021-05-30,97942,62
2021-05-31,98011,69
2021-06-01,98329,318
2021-06-02,98751,422
2021-06-03,99337,586
2021-06-04,99823,486
2021-06-05,99958,135
2021-06-06,99996,38
