date,20-34,35-44,45-54,55-64,65+,<20,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,20742,23022,21193,18519,13411,177,166.0,154.0,194,242.0,281.0,3.0,631.0,738.0,580.0,450,362.0,3.0,333.0,322,274.0,286,209,2.0,176.0,181.0,163.0,193.0,245.0,5.0,15.0,18.0,26.0,21.0,36.0,,160,151.0,164.0,209.0,205.0,4.0,11.0,6.0,21.0,15.0,16.0,,11606,13061,12233,9866,6098,99,292.0,381.0,440.0,498.0,362,7.0,225.0,280.0,297.0,353.0,931.0,6.0,626,988,952,758.0,543,6.0,4294,4506,3798,3576,2445,25.0,311.0,411.0,433.0,646.0,437,6.0,109.0,97.0,58,69.0,60.0,2.0,928,864,656,486.0,244,5.0
1/10/2021,34234,35283,33451,30392,31074,396,233.0,233.0,313,419.0,879.0,10.0,1139.0,1160.0,954.0,803,727.0,13.0,451.0,460,386.0,396,646,4.0,271.0,298.0,303.0,316.0,530.0,6.0,22.0,23.0,38.0,34.0,88.0,1.0,306,339.0,412.0,527.0,1034.0,14.0,28.0,20.0,42.0,38.0,32.0,,19757,20087,19092,16046,11910,197,441.0,549.0,649.0,746.0,836,11.0,370.0,475.0,507.0,607.0,2240.0,31.0,1162,1719,1748,1486.0,2307,14.0,6555,6500,5681,5521,5088,54.0,565.0,698.0,798.0,1119.0,972,10.0,264.0,214.0,162,163.0,194.0,5.0,1269,1203,948,719.0,523,8.0
1/11/2021,36153,37096,35437,32086,35458,451,245.0,247.0,328,444.0,1392.0,11.0,1210.0,1243.0,1033.0,855,795.0,14.0,463.0,475,410.0,414,844,4.0,278.0,310.0,311.0,330.0,577.0,6.0,22.0,23.0,38.0,34.0,88.0,1.0,320,356.0,430.0,558.0,1112.0,14.0,28.0,20.0,42.0,39.0,35.0,,20988,21193,20320,17021,13750,229,458.0,563.0,680.0,784.0,935,11.0,409.0,523.0,575.0,659.0,2482.0,34.0,1210,1800,1835,1553.0,2487,19.0,6866,6778,5952,5802,5488,64.0,574.0,706.0,807.0,1135.0,1000,11.0,280.0,234.0,188,181.0,210.0,5.0,1329,1291,1013,755.0,867,8.0
1/12/2021,38916,39785,38254,34639,43338,546,256.0,262.0,350,481.0,1667.0,11.0,1316.0,1327.0,1108.0,938,996.0,15.0,469.0,483,418.0,424,1060,5.0,287.0,317.0,325.0,358.0,643.0,9.0,25.0,29.0,43.0,40.0,105.0,1.0,328,360.0,439.0,573.0,1147.0,14.0,28.0,20.0,44.0,40.0,41.0,,22958,23165,22336,18703,18570,308,478.0,586.0,709.0,832.0,1098,11.0,436.0,550.0,639.0,728.0,2734.0,35.0,1298,1916,1958,1652.0,2769,19.0,7193,7041,6215,6065,6022,72.0,593.0,730.0,837.0,1181.0,1091,11.0,300.0,249.0,211,209.0,255.0,5.0,1389,1361,1089,809.0,1191,9.0
1/13/2021,41655,42719,41404,37399,52373,625,267.0,286.0,388,532.0,1863.0,13.0,1376.0,1393.0,1191.0,1013,1258.0,16.0,488.0,517,441.0,451,1376,5.0,298.0,326.0,337.0,375.0,741.0,9.0,28.0,35.0,44.0,43.0,133.0,1.0,333,366.0,449.0,580.0,1184.0,14.0,56.0,48.0,81.0,83.0,65.0,,24955,25287,24555,20377,24125,370,496.0,617.0,748.0,880.0,1267,12.0,454.0,575.0,666.0,801.0,2935.0,36.0,1408,2053,2107,1829.0,3177,22.0,7411,7277,6459,6315,6485,79.0,637.0,778.0,924.0,1274.0,1282,12.0,309.0,258.0,218,220.0,424.0,5.0,1474,1434,1165,872.0,1527,9.0
1/14/2021,44397,45773,44663,40459,62022,684,306.0,322.0,416,603.0,2215.0,16.0,1475.0,1481.0,1283.0,1100,1531.0,16.0,493.0,525,454.0,462,1627,5.0,313.0,358.0,363.0,422.0,866.0,10.0,36.0,42.0,58.0,67.0,143.0,1.0,343,381.0,467.0,612.0,1330.0,14.0,57.0,48.0,81.0,84.0,70.0,1.0,26882,27405,26828,22291,30153,406,530.0,646.0,797.0,948.0,1469,13.0,488.0,623.0,706.0,888.0,3162.0,44.0,1506,2235,2267,1978.0,3701,23.0,7712,7584,6781,6612,6922,83.0,670.0,823.0,979.0,1346.0,1398,14.0,320.0,271.0,227,232.0,586.0,5.0,1492,1455,1193,896.0,1615,9.0
1/15/2021,47854,49029,48087,43619,71491,778,326.0,342.0,449,645.0,2399.0,21.0,1589.0,1576.0,1364.0,1191,2280.0,16.0,498.0,532,464.0,473,2053,5.0,422.0,473.0,471.0,547.0,998.0,26.0,39.0,43.0,62.0,69.0,148.0,1.0,399,426.0,510.0,666.0,1366.0,20.0,59.0,48.0,81.0,84.0,73.0,1.0,29072,29411,28954,24085,35058,460,555.0,690.0,834.0,1016.0,1703,14.0,522.0,672.0,766.0,974.0,3430.0,45.0,1626,2392,2447,2113.0,4082,24.0,8322,8162,7363,7173,8258,91.0,685.0,834.0,991.0,1366.0,1447,14.0,337.0,284.0,238,241.0,752.0,5.0,1521,1471,1214,924.0,1706,9.0
1/16/2021,49625,50601,49769,45241,76928,815,326.0,342.0,450,648.0,2413.0,21.0,1600.0,1592.0,1379.0,1214,2384.0,16.0,513.0,538,472.0,485,2410,5.0,425.0,473.0,472.0,547.0,1053.0,26.0,39.0,43.0,62.0,69.0,149.0,1.0,399,427.0,511.0,667.0,1368.0,20.0,59.0,49.0,81.0,85.0,74.0,1.0,30430,30599,30227,25260,38243,488,566.0,707.0,850.0,1055.0,1971,15.0,526.0,673.0,767.0,976.0,3438.0,45.0,1684,2481,2548,2205.0,4699,27.0,8559,8359,7546,7341,8543,93.0,706.0,866.0,1035.0,1412.0,1594,16.0,343.0,286.0,238,241.0,757.0,5.0,1525,1472,1218,925.0,1711,9.0
1/17/2021,50720,51613,50848,46331,80438,844,326.0,342.0,451,648.0,2413.0,21.0,1606.0,1600.0,1387.0,1218,2391.0,16.0,516.0,539,475.0,487,2424,5.0,426.0,473.0,472.0,547.0,1055.0,26.0,39.0,43.0,62.0,69.0,149.0,1.0,399,427.0,511.0,667.0,1371.0,20.0,59.0,49.0,81.0,85.0,76.0,1.0,31388,31494,31187,26228,41386,512,567.0,710.0,850.0,1057.0,1996,15.0,528.0,674.0,767.0,977.0,3440.0,45.0,1703,2510,2593,2241.0,4754,27.0,8641,8417,7593,7398,8681,97.0,708.0,868.0,1039.0,1417.0,1610,17.0,344.0,287.0,238,243.0,761.0,5.0,1527,1475,1219,926.0,1715,9.0
1/18/2021,52360,53133,52594,48082,88503,880,333.0,349.0,463,658.0,2440.0,21.0,1674.0,1673.0,1442.0,1272,2455.0,17.0,519.0,544,482.0,496,2601,5.0,438.0,478.0,485.0,559.0,1133.0,26.0,42.0,44.0,63.0,73.0,156.0,1.0,402,435.0,515.0,692.0,1438.0,20.0,60.0,50.0,81.0,88.0,83.0,1.0,32427,32429,32335,27354,46575,540,585.0,729.0,876.0,1093.0,2232,15.0,541.0,685.0,795.0,1005.0,3463.0,45.0,1767,2623,2665,2334.0,4976,28.0,8983,8721,7917,7686,10258,102.0,715.0,871.0,1052.0,1437.0,1760,18.0,346.0,292.0,240,247.0,768.0,5.0,1535,1482,1229,930.0,1733,9.0
1/19/2021,54398,55004,54652,50293,98681,967,351.0,369.0,482,695.0,2529.0,22.0,1763.0,1737.0,1507.0,1350,2715.0,18.0,536.0,556,494.0,512,2806,5.0,445.0,493.0,493.0,579.0,1186.0,27.0,46.0,45.0,65.0,73.0,173.0,1.0,414,439.0,525.0,707.0,1494.0,21.0,60.0,50.0,81.0,88.0,88.0,1.0,33693,33638,33651,28654,52852,599,603.0,746.0,907.0,1144.0,2416,16.0,572.0,712.0,838.0,1086.0,3619.0,46.0,1839,2699,2748,2418.0,5483,31.0,9349,9008,8240,8013,11936,112.0,749.0,924.0,1105.0,1513.0,1913,19.0,351.0,302.0,242,252.0,811.0,5.0,1578,1507,1261,959.0,1847,14.0
