date,Santa Cruz_cume,Santa Cruz
1/11/2021,61,
1/12/2021,81,20
1/13/2021,101,20
1/14/2021,141,40
1/15/2021,201,60
1/19/2021,265,64
1/20/2021,310,45
1/21/2021,351,41
1/22/2021,431,80
1/25/2021,566,135
1/26/2021,737,171
1/27/2021,916,179
1/28/2021,1012,96
1/29/2021,1167,155
1/4/2021,1377,210
1/5/2021,1599,222
1/6/2021,1801,202
1/7/2021,1918,117
1/8/2021,2359,441
12/22/2020,2778,419
12/23/2020,3282,504
12/24/2020,3396,114
12/28/2020,3805,409
12/29/2020,3987,182
12/30/2020,4502,515
12/31/2020,4919,417
2/1/2021,5036,117
2/10/2021,5621,585
2/11/2021,5814,193
2/12/2021,6381,567
2/13/2021,7065,684
2/14/2021,7071,6
2/15/2021,7241,170
2/16/2021,7810,569
2/17/2021,8429,619
2/18/2021,9058,629
2/19/2021,9689,631
2/2/2021,10167,478
2/20/2021,10606,439
2/22/2021,10694,88
2/23/2021,10781,87
2/24/2021,10784,3
2/25/2021,10795,11
2/26/2021,10842,47
2/27/2021,10844,2
2/3/2021,10884,40
2/4/2021,11514,630
2/5/2021,12316,802
2/6/2021,13078,762
2/8/2021,13804,726
2/9/2021,13816,12
3/1/2021,13959,143
3/10/2021,14821,862
3/11/2021,15559,738
3/12/2021,16362,803
3/13/2021,17148,786
3/14/2021,17222,74
3/15/2021,17239,17
3/16/2021,17402,163
3/17/2021,18060,658
3/18/2021,18775,715
3/19/2021,19469,694
3/2/2021,20160,691
3/20/2021,20673,513
3/21/2021,21040,367
3/22/2021,21201,161
3/23/2021,21898,697
3/24/2021,22648,750
3/25/2021,23345,697
3/26/2021,24190,845
3/27/2021,24212,22
3/28/2021,24224,12
3/29/2021,24412,188
3/3/2021,25169,757
3/30/2021,25871,702
3/31/2021,26518,647
3/4/2021,27266,748
3/5/2021,27312,46
3/6/2021,27313,1
3/7/2021,27472,159
3/8/2021,28318,846
3/9/2021,29146,828
4/1/2021,30008,862
4/10/2021,30698,690
4/11/2021,30726,28
4/12/2021,30738,12
4/13/2021,31282,544
4/14/2021,31994,712
4/15/2021,32795,801
4/16/2021,33523,728
4/17/2021,34244,721
4/18/2021,34802,558
4/19/2021,34812,10
4/2/2021,35145,333
4/20/2021,35952,807
4/21/2021,36821,869
4/22/2021,37653,832
4/23/2021,38622,969
4/24/2021,38646,24
4/26/2021,38685,39
4/27/2021,38939,254
4/28/2021,39735,796
4/29/2021,40487,752
4/3/2021,41288,801
4/30/2021,42094,806
4/4/2021,42460,366
4/5/2021,43021,561
4/6/2021,43790,769
4/7/2021,44487,697
4/8/2021,45183,696
4/9/2021,45775,592
5/1/2021,45806,31
5/10/2021,45818,12
5/11/2021,46309,491
5/12/2021,46906,597
5/13/2021,47636,730
5/14/2021,48208,572
5/15/2021,48876,668
5/16/2021,48900,24
5/17/2021,48912,12
5/18/2021,49362,450
5/19/2021,49470,108
5/2/2021,49834,364
5/20/2021,50707,873
5/21/2021,51408,701
5/22/2021,51431,23
5/23/2021,51452,21
5/24/2021,52303,851
5/25/2021,52820,517
5/26/2021,53241,421
5/27/2021,53946,705
5/28/2021,54362,416
5/29/2021,54413,51
5/3/2021,54445,32
5/30/2021,54692,247
5/31/2021,55382,690
5/4/2021,55757,375
5/5/2021,56031,274
5/6/2021,56073,42
5/7/2021,56113,40
5/8/2021,56140,27
5/9/2021,56164,24
6/1/2021,56273,109
6/10/2021,57211,938
6/11/2021,57975,764
6/12/2021,58127,152
6/13/2021,58152,25
6/14/2021,58156,4
6/15/2021,58241,85
6/16/2021,58976,735
6/17/2021,59539,563
6/18/2021,59708,169
6/19/2021,60308,600
6/2/2021,60323,15
6/20/2021,60333,10
6/21/2021,60380,47
6/22/2021,60524,144
6/23/2021,60584,60
6/24/2021,61364,780
6/25/2021,61418,54
6/26/2021,61442,24
6/27/2021,61464,22
6/28/2021,61629,165
6/29/2021,62178,549
6/3/2021,62310,132
6/30/2021,62909,599
6/4/2021,63063,154
6/5/2021,63104,41
6/6/2021,63121,17
6/7/2021,63162,41
6/8/2021,63347,185
6/9/2021,63537,190
7/1/2021,63719,182
7/10/2021,63785,66
7/11/2021,63823,38
7/12/2021,63833,10
7/13/2021,63876,43
7/14/2021,64058,182
7/15/2021,64115,57
7/16/2021,64314,199
7/17/2021,64388,74
7/18/2021,64419,31
7/19/2021,64435,16
7/2/2021,64484,49
7/20/2021,64659,175
7/21/2021,64689,30
