date,Arizona_cume,Arizona
2020-12-01 00:00:00,180,
2020-12-02 00:00:00,199,19
2020-12-03 00:00:00,218,19
2020-12-04 00:00:00,225,7
2020-12-05 00:00:00,227,2
2020-12-06 00:00:00,229,2
2020-12-07 00:00:00,244,15
2020-12-08 00:00:00,255,11
2020-12-09 00:00:00,269,14
2020-12-10 00:00:00,288,19
2020-12-11 00:00:00,303,15
2020-12-12 00:00:00,314,11
2020-12-13 00:00:00,322,8
2020-12-14 00:00:00,345,23
2020-12-15 00:00:00,417,72
2020-12-16 00:00:00,1032,615
2020-12-17 00:00:00,4216,3184
2020-12-18 00:00:00,7894,3678
2020-12-19 00:00:00,10464,2570
2020-12-20 00:00:00,11519,1055
2020-12-21 00:00:00,17072,5553
2020-12-22 00:00:00,24898,7826
2020-12-23 00:00:00,34744,9846
2020-12-24 00:00:00,38614,3870
2020-12-25 00:00:00,38758,144
2020-12-26 00:00:00,45309,6551
2020-12-27 00:00:00,47977,2668
2020-12-28 00:00:00,57455,9478
2020-12-29 00:00:00,70761,13306
2020-12-30 00:00:00,85870,15109
2020-12-31 00:00:00,93870,8000
2021-01-01 00:00:00,95877,2007
2021-01-02 00:00:00,103559,7682
2021-01-03 00:00:00,106793,3234
2021-01-04 00:00:00,115631,8838
2021-01-05 00:00:00,124804,9173
2021-01-06 00:00:00,136965,12161
2021-01-07 00:00:00,149789,12824
2021-01-08 00:00:00,161928,12139
2021-01-09 00:00:00,169910,7982
2021-01-10 00:00:00,173195,3285
2021-01-11 00:00:00,189099,15904
2021-01-12 00:00:00,212445,23346
2021-01-13 00:00:00,237918,25473
2021-01-14 00:00:00,262800,24882
2021-01-15 00:00:00,288163,25363
2021-01-16 00:00:00,304017,15854
2021-01-17 00:00:00,313410,9393
2021-01-18 00:00:00,332580,19170
2021-01-19 00:00:00,359905,27325
2021-01-20 00:00:00,392238,32333
2021-01-21 00:00:00,427617,35379
2021-01-22 00:00:00,466068,38451
2021-01-23 00:00:00,494927,28859
2021-01-24 00:00:00,511218,16291
2021-01-25 00:00:00,541257,30039
2021-01-26 00:00:00,578486,37229
2021-01-27 00:00:00,618771,40285
2021-01-28 00:00:00,659146,40375
2021-01-29 00:00:00,699449,40303
2021-01-30 00:00:00,725884,26435
2021-01-31 00:00:00,737604,11720
2021-02-01 00:00:00,770604,33000
2021-02-02 00:00:00,810060,39456
2021-02-03 00:00:00,854431,44371
2021-02-04 00:00:00,901797,47366
2021-02-05 00:00:00,946526,44729
2021-02-06 00:00:00,985627,39101
2021-02-07 00:00:00,1002109,16482
2021-02-08 00:00:00,1041498,39389
2021-02-09 00:00:00,1086230,44732
2021-02-10 00:00:00,1137780,51550
2021-02-11 00:00:00,1190106,52326
2021-02-12 00:00:00,1252584,62478
2021-02-13 00:00:00,1299085,46501
2021-02-14 00:00:00,1316604,17519
2021-02-15 00:00:00,1348572,31968
2021-02-16 00:00:00,1393794,45222
2021-02-17 00:00:00,1441629,47835
2021-02-18 00:00:00,1487461,45832
2021-02-19 00:00:00,1531112,43651
2021-02-20 00:00:00,1566835,35723
2021-02-21 00:00:00,1582088,15253
2021-02-22 00:00:00,1611202,29114
2021-02-23 00:00:00,1656100,44898
2021-02-24 00:00:00,1713793,57693
2021-02-25 00:00:00,1774972,61179
2021-02-26 00:00:00,1842774,67802
2021-02-27 00:00:00,1894817,52043
2021-02-28 00:00:00,1920959,26142
2021-03-01 00:00:00,1970831,49872
2021-03-02 00:00:00,2022599,51768
2021-03-03 00:00:00,2082116,59517
2021-03-04 00:00:00,2141469,59353
2021-03-05 00:00:00,2201910,60441
