Category,value
tests,12654311
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,2142547
20 - 44 years,5395938
45 - 54 years,1672350
55 - 64 years,1550975
65 years and older,1866293
Unknown,26208
positive,0.0972714357976503
