date,cases
2021-09-26 00:00:00,2
2021-09-25 00:00:00,78
2021-09-24 00:00:00,1149
2021-09-23 00:00:00,2195
2021-09-22 00:00:00,2636
2021-09-21 00:00:00,2770
2021-09-20 00:00:00,3181
2021-09-19 00:00:00,1493
2021-09-18 00:00:00,1679
2021-09-17 00:00:00,2336
2021-09-16 00:00:00,2499
2021-09-15 00:00:00,2706
2021-09-14 00:00:00,2800
2021-09-13 00:00:00,3374
2021-09-12 00:00:00,1548
2021-09-11 00:00:00,2054
2021-09-10 00:00:00,2870
2021-09-09 00:00:00,2894
2021-09-08 00:00:00,3306
2021-09-07 00:00:00,3655
2021-09-06 00:00:00,1756
2021-09-05 00:00:00,1727
2021-09-04 00:00:00,1946
2021-09-03 00:00:00,2706
2021-09-02 00:00:00,2921
2021-09-01 00:00:00,3138
2021-08-31 00:00:00,3255
2021-08-30 00:00:00,3713
2021-08-29 00:00:00,1829
2021-08-28 00:00:00,2026
2021-08-27 00:00:00,3018
2021-08-26 00:00:00,3222
2021-08-25 00:00:00,3554
2021-08-24 00:00:00,3554
2021-08-23 00:00:00,3935
2021-08-22 00:00:00,2056
2021-08-21 00:00:00,2195
2021-08-20 00:00:00,3395
2021-08-19 00:00:00,3808
2021-08-18 00:00:00,3590
2021-08-17 00:00:00,3748
2021-08-16 00:00:00,4011
2021-08-15 00:00:00,2100
2021-08-14 00:00:00,2214
2021-08-13 00:00:00,3235
2021-08-12 00:00:00,3233
2021-08-11 00:00:00,3469
2021-08-10 00:00:00,3333
2021-08-09 00:00:00,3657
2021-08-08 00:00:00,1865
2021-08-07 00:00:00,2023
2021-08-06 00:00:00,2866
2021-08-05 00:00:00,3042
2021-08-04 00:00:00,2852
2021-08-03 00:00:00,2919
2021-08-02 00:00:00,3159
2021-08-01 00:00:00,1715
2021-07-31 00:00:00,1638
2021-07-30 00:00:00,2365
2021-07-29 00:00:00,2306
2021-07-28 00:00:00,2277
2021-07-27 00:00:00,2035
2021-07-26 00:00:00,2044
2021-07-25 00:00:00,1210
2021-07-24 00:00:00,1218
2021-07-23 00:00:00,1527
2021-07-22 00:00:00,1682
2021-07-21 00:00:00,1569
2021-07-20 00:00:00,1565
2021-07-19 00:00:00,1568
2021-07-18 00:00:00,902
2021-07-17 00:00:00,882
2021-07-16 00:00:00,1221
2021-07-15 00:00:00,1160
2021-07-14 00:00:00,1109
2021-07-13 00:00:00,1203
2021-07-12 00:00:00,1187
2021-07-11 00:00:00,640
2021-07-10 00:00:00,656
2021-07-09 00:00:00,822
2021-07-08 00:00:00,870
2021-07-07 00:00:00,893
2021-07-06 00:00:00,904
2021-07-05 00:00:00,722
2021-07-04 00:00:00,197
2021-07-03 00:00:00,350
2021-07-02 00:00:00,610
2021-07-01 00:00:00,625
2021-06-30 00:00:00,632
2021-06-29 00:00:00,619
2021-06-28 00:00:00,652
2021-06-27 00:00:00,353
2021-06-26 00:00:00,416
2021-06-25 00:00:00,518
2021-06-24 00:00:00,529
2021-06-23 00:00:00,556
2021-06-22 00:00:00,535
2021-06-21 00:00:00,587
2021-06-20 00:00:00,266
2021-06-19 00:00:00,340
2021-06-18 00:00:00,430
2021-06-17 00:00:00,497
2021-06-16 00:00:00,493
2021-06-15 00:00:00,482
2021-06-14 00:00:00,522
2021-06-13 00:00:00,257
2021-06-12 00:00:00,268
2021-06-11 00:00:00,380
2021-06-10 00:00:00,409
2021-06-09 00:00:00,496
2021-06-08 00:00:00,467
2021-06-07 00:00:00,496
2021-06-06 00:00:00,299
2021-06-05 00:00:00,314
2021-06-04 00:00:00,435
2021-06-03 00:00:00,481
2021-06-02 00:00:00,514
2021-06-01 00:00:00,533
2021-05-31 00:00:00,234
2021-05-30 00:00:00,275
2021-05-29 00:00:00,310
2021-05-28 00:00:00,462
2021-05-27 00:00:00,490
2021-05-26 00:00:00,523
2021-05-25 00:00:00,574
2021-05-24 00:00:00,600
2021-05-23 00:00:00,341
2021-05-22 00:00:00,333
2021-05-21 00:00:00,517
2021-05-20 00:00:00,545
2021-05-19 00:00:00,613
2021-05-18 00:00:00,606
2021-05-17 00:00:00,707
2021-05-16 00:00:00,436
2021-05-15 00:00:00,395
2021-05-14 00:00:00,583
2021-05-13 00:00:00,693
2021-05-12 00:00:00,637
2021-05-11 00:00:00,666
2021-05-10 00:00:00,744
2021-05-09 00:00:00,425
2021-05-08 00:00:00,471
2021-05-07 00:00:00,695
2021-05-06 00:00:00,742
2021-05-05 00:00:00,764
2021-05-04 00:00:00,860
2021-05-03 00:00:00,811
2021-05-02 00:00:00,491
2021-05-01 00:00:00,501
2021-04-30 00:00:00,745
2021-04-29 00:00:00,722
2021-04-28 00:00:00,821
2021-04-27 00:00:00,801
2021-04-26 00:00:00,912
2021-04-25 00:00:00,482
2021-04-24 00:00:00,480
2021-04-23 00:00:00,749
2021-04-22 00:00:00,773
2021-04-21 00:00:00,878
2021-04-20 00:00:00,891
2021-04-19 00:00:00,935
2021-04-18 00:00:00,446
2021-04-17 00:00:00,496
2021-04-16 00:00:00,750
2021-04-15 00:00:00,825
2021-04-14 00:00:00,852
2021-04-13 00:00:00,857
2021-04-12 00:00:00,917
2021-04-11 00:00:00,486
2021-04-10 00:00:00,506
2021-04-09 00:00:00,713
2021-04-08 00:00:00,716
2021-04-07 00:00:00,715
2021-04-06 00:00:00,787
2021-04-05 00:00:00,858
2021-04-04 00:00:00,277
2021-04-03 00:00:00,470
2021-04-02 00:00:00,643
2021-04-01 00:00:00,698
2021-03-31 00:00:00,742
2021-03-30 00:00:00,820
2021-03-29 00:00:00,760
2021-03-28 00:00:00,378
2021-03-27 00:00:00,441
2021-03-26 00:00:00,670
2021-03-25 00:00:00,694
2021-03-24 00:00:00,695
2021-03-23 00:00:00,698
2021-03-22 00:00:00,751
2021-03-21 00:00:00,357
2021-03-20 00:00:00,425
2021-03-19 00:00:00,529
2021-03-18 00:00:00,591
2021-03-17 00:00:00,676
2021-03-16 00:00:00,669
2021-03-15 00:00:00,750
2021-03-14 00:00:00,357
2021-03-13 00:00:00,435
2021-03-12 00:00:00,635
2021-03-11 00:00:00,686
2021-03-10 00:00:00,750
2021-03-09 00:00:00,775
2021-03-08 00:00:00,901
2021-03-07 00:00:00,460
2021-03-06 00:00:00,545
2021-03-05 00:00:00,791
2021-03-04 00:00:00,788
2021-03-03 00:00:00,916
2021-03-02 00:00:00,998
2021-03-01 00:00:00,1063
2021-02-28 00:00:00,542
2021-02-27 00:00:00,650
2021-02-26 00:00:00,934
2021-02-25 00:00:00,1005
2021-02-24 00:00:00,1117
2021-02-23 00:00:00,1168
2021-02-22 00:00:00,1430
2021-02-21 00:00:00,752
2021-02-20 00:00:00,901
2021-02-19 00:00:00,1322
2021-02-18 00:00:00,1588
2021-02-17 00:00:00,1663
2021-02-16 00:00:00,1820
2021-02-15 00:00:00,1697
2021-02-14 00:00:00,760
2021-02-13 00:00:00,1018
2021-02-12 00:00:00,1495
2021-02-11 00:00:00,1707
2021-02-10 00:00:00,1995
2021-02-09 00:00:00,1980
2021-02-08 00:00:00,2398
2021-02-07 00:00:00,1136
2021-02-06 00:00:00,1567
2021-02-05 00:00:00,2204
2021-02-04 00:00:00,2525
2021-02-03 00:00:00,2952
2021-02-02 00:00:00,3291
2021-02-01 00:00:00,3835
2021-01-31 00:00:00,1908
2021-01-30 00:00:00,2514
2021-01-29 00:00:00,3501
2021-01-28 00:00:00,4256
2021-01-27 00:00:00,4963
