date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2020-08-21 00:00:00,25,,,,,,1.0,4.0,,13.0,,,5.0,2.0,,
2020-08-20 00:00:00,121,,12.0,1.0,1.0,3.0,10.0,2.0,1.0,79.0,,,5.0,6.0,,1.0
2020-08-19 00:00:00,438,4.0,13.0,9.0,1.0,38.0,64.0,5.0,13.0,259.0,,,10.0,4.0,8.0,10.0
2020-08-18 00:00:00,522,10.0,42.0,15.0,7.0,29.0,82.0,5.0,18.0,270.0,1.0,,15.0,11.0,10.0,7.0
2020-08-17 00:00:00,593,4.0,54.0,19.0,3.0,37.0,84.0,10.0,27.0,309.0,,,7.0,16.0,18.0,5.0
2020-08-16 00:00:00,246,4.0,5.0,1.0,,17.0,30.0,2.0,4.0,166.0,1.0,,4.0,7.0,4.0,1.0
2020-08-15 00:00:00,453,4.0,8.0,5.0,3.0,21.0,76.0,8.0,4.0,307.0,,,8.0,6.0,2.0,1.0
2020-08-14 00:00:00,625,12.0,40.0,15.0,6.0,23.0,89.0,12.0,15.0,381.0,,,5.0,11.0,15.0,1.0
2020-08-13 00:00:00,661,9.0,41.0,20.0,2.0,42.0,129.0,7.0,23.0,358.0,,,5.0,10.0,9.0,6.0
2020-08-12 00:00:00,669,9.0,47.0,17.0,6.0,21.0,127.0,5.0,9.0,384.0,1.0,,10.0,15.0,10.0,8.0
2020-08-11 00:00:00,931,2.0,81.0,27.0,3.0,27.0,292.0,13.0,26.0,431.0,,,13.0,3.0,11.0,2.0
2020-08-10 00:00:00,921,12.0,57.0,26.0,11.0,34.0,189.0,18.0,38.0,481.0,,,8.0,13.0,21.0,13.0
2020-08-09 00:00:00,344,2.0,5.0,7.0,,15.0,39.0,7.0,11.0,251.0,,,2.0,3.0,1.0,1.0
