date,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO
2021-06-02 00:00:00,113.0,4.0,0.0353982300884956,1.0,1.0,1
2021-06-01 00:00:00,219.0,6.0,0.0273972602739726,7.0,5.0,0.7142857142857144
2021-05-31 00:00:00,66.0,3.0,0.0454545454545455,,,
2021-05-30 00:00:00,103.0,0.0,0,1.0,1.0,1
2021-05-29 00:00:00,72.0,2.0,0.0277777777777778,11.0,6.0,0.5454545454545454
2021-05-28 00:00:00,220.0,4.0,0.0181818181818182,20.0,5.0,0.25
2021-05-27 00:00:00,189.0,3.0,0.0158730158730159,32.0,5.0,0.15625
2021-05-26 00:00:00,252.0,5.0,0.0198412698412698,46.0,26.0,0.5652173913043478
2021-05-25 00:00:00,216.0,8.0,0.037037037037037,86.0,44.0,0.5116279069767442
2021-05-24 00:00:00,228.0,4.0,0.0175438596491228,7.0,4.0,0.5714285714285714
2021-05-23 00:00:00,86.0,0.0,0,,,
2021-05-22 00:00:00,72.0,4.0,0.0555555555555556,35.0,20.0,0.5714285714285714
2021-05-21 00:00:00,203.0,4.0,0.0197044334975369,10.0,5.0,0.5
2021-05-20 00:00:00,182.0,2.0,0.010989010989011,122.0,67.0,0.5491803278688526
2021-05-19 00:00:00,233.0,5.0,0.0214592274678112,3.0,2.0,0.6666666666666666
2021-05-18 00:00:00,258.0,7.0,0.0271317829457364,7.0,2.0,0.2857142857142857
2021-05-17 00:00:00,288.0,4.0,0.0138888888888889,11.0,2.0,0.1818181818181818
2021-05-16 00:00:00,122.0,0.0,0,1.0,0.0,0
2021-05-15 00:00:00,95.0,2.0,0.0210526315789474,70.0,36.0,0.5142857142857142
2021-05-14 00:00:00,210.0,4.0,0.0190476190476191,69.0,34.0,0.4927536231884058
2021-05-13 00:00:00,218.0,5.0,0.0229357798165138,30.0,16.0,0.5333333333333334
2021-05-12 00:00:00,246.0,6.0,0.024390243902439,52.0,28.0,0.5384615384615384
2021-05-11 00:00:00,282.0,5.0,0.0177304964539007,37.0,16.0,0.4324324324324325
2021-05-10 00:00:00,318.0,6.0,0.0188679245283019,20.0,14.0,0.7
2021-05-09 00:00:00,135.0,6.0,0.0444444444444444,,,
2021-05-08 00:00:00,113.0,5.0,0.0442477876106195,,,
2021-05-07 00:00:00,359.0,12.0,0.0334261838440111,33.0,18.0,0.5454545454545454
2021-05-06 00:00:00,377.0,13.0,0.0344827586206897,52.0,32.0,0.6153846153846154
2021-05-05 00:00:00,467.0,17.0,0.0364025695931478,14.0,5.0,0.3571428571428572
2021-05-04 00:00:00,439.0,22.0,0.0501138952164009,6.0,2.0,0.3333333333333333
2021-05-03 00:00:00,586.0,16.0,0.0273037542662116,13.0,9.0,0.6923076923076924
2021-05-02 00:00:00,112.0,7.0,0.0625,47.0,22.0,0.4680851063829788
2021-05-01 00:00:00,146.0,12.0,0.0821917808219178,1.0,0.0,0
2021-04-30 00:00:00,386.0,18.0,0.0466321243523316,7.0,3.0,0.4285714285714286
2021-04-29 00:00:00,397.0,19.0,0.0478589420654912,2.0,1.0,0.5
2021-04-28 00:00:00,546.0,7.0,0.0128205128205128,1.0,1.0,1
2021-04-27 00:00:00,489.0,19.0,0.0388548057259714,3.0,3.0,1
2021-04-26 00:00:00,602.0,24.0,0.0398671096345515,4.0,0.0,0
2021-04-25 00:00:00,123.0,6.0,0.0487804878048781,,,
2021-04-24 00:00:00,143.0,11.0,0.0769230769230769,55.0,28.0,0.509090909090909
2021-04-23 00:00:00,616.0,39.0,0.0633116883116883,8.0,4.0,0.5
2021-04-22 00:00:00,623.0,17.0,0.0272873194221509,12.0,6.0,0.5
2021-04-21 00:00:00,717.0,27.0,0.0376569037656904,12.0,2.0,0.1666666666666667
2021-04-20 00:00:00,718.0,28.0,0.0389972144846797,106.0,53.0,0.5
2021-04-19 00:00:00,1099.0,32.0,0.0291173794358508,5.0,3.0,0.6
2021-04-18 00:00:00,118.0,7.0,0.0593220338983051,,,
2021-04-17 00:00:00,298.0,18.0,0.0604026845637584,37.0,19.0,0.5135135135135136
2021-04-16 00:00:00,664.0,23.0,0.0346385542168675,37.0,20.0,0.5405405405405406
2021-04-15 00:00:00,690.0,24.0,0.0347826086956522,10.0,3.0,0.3
