date,Yavapai_cume,Yavapai
2020-12-01 00:00:00,1,
2020-12-19 00:00:00,3,2
2020-12-22 00:00:00,374,371
2020-12-23 00:00:00,805,431
2020-12-24 00:00:00,816,11
2020-12-25 00:00:00,822,6
2020-12-26 00:00:00,827,5
2020-12-27 00:00:00,832,5
2020-12-28 00:00:00,841,9
2020-12-29 00:00:00,1054,213
2020-12-30 00:00:00,1758,704
2020-12-31 00:00:00,1957,199
2021-01-01 00:00:00,1962,5
2021-01-02 00:00:00,2084,122
2021-01-04 00:00:00,2117,33
2021-01-05 00:00:00,2159,42
2021-01-06 00:00:00,2200,41
2021-01-07 00:00:00,2831,631
2021-01-08 00:00:00,3530,699
2021-01-09 00:00:00,3726,196
2021-01-10 00:00:00,3727,1
2021-01-11 00:00:00,3801,74
2021-01-12 00:00:00,3992,191
2021-01-13 00:00:00,4493,501
2021-01-14 00:00:00,4791,298
2021-01-15 00:00:00,4876,85
2021-01-16 00:00:00,5205,329
2021-01-17 00:00:00,5207,2
2021-01-18 00:00:00,5497,290
2021-01-19 00:00:00,6372,875
2021-01-20 00:00:00,7347,975
2021-01-21 00:00:00,8786,1439
2021-01-22 00:00:00,10491,1705
2021-01-23 00:00:00,11990,1499
2021-01-24 00:00:00,13349,1359
2021-01-25 00:00:00,14271,922
2021-01-26 00:00:00,14898,627
2021-01-27 00:00:00,16772,1874
2021-01-28 00:00:00,18922,2150
2021-01-29 00:00:00,20846,1924
2021-01-30 00:00:00,21842,996
2021-01-31 00:00:00,22805,963
2021-02-01 00:00:00,24975,2170
2021-02-02 00:00:00,27314,2339
2021-02-03 00:00:00,29893,2579
2021-02-04 00:00:00,31862,1969
2021-02-05 00:00:00,33753,1891
2021-02-06 00:00:00,34999,1246
2021-02-07 00:00:00,36026,1027
2021-02-08 00:00:00,37721,1695
2021-02-09 00:00:00,39435,1714
2021-02-10 00:00:00,41763,2328
2021-02-11 00:00:00,43467,1704
2021-02-12 00:00:00,44982,1515
2021-02-13 00:00:00,46278,1296
2021-02-14 00:00:00,47288,1010
2021-02-15 00:00:00,48176,888
2021-02-16 00:00:00,49884,1708
2021-02-17 00:00:00,50799,915
2021-02-18 00:00:00,51310,511
2021-02-19 00:00:00,51826,516
2021-02-20 00:00:00,52061,235
2021-02-21 00:00:00,52245,184
2021-02-22 00:00:00,52453,208
2021-02-23 00:00:00,53983,1530
2021-02-24 00:00:00,57191,3208
2021-02-25 00:00:00,60157,2966
2021-02-26 00:00:00,63491,3334
2021-02-27 00:00:00,64638,1147
2021-02-28 00:00:00,65798,1160
2021-03-01 00:00:00,68640,2842
2021-03-02 00:00:00,71018,2378
2021-03-03 00:00:00,73731,2713
2021-03-04 00:00:00,75440,1709
2021-03-05 00:00:00,77474,2034
2021-03-06 00:00:00,79069,1595
2021-03-07 00:00:00,80612,1543
2021-03-08 00:00:00,83228,2616
2021-03-09 00:00:00,86177,2949
2021-03-10 00:00:00,89121,2944
2021-03-11 00:00:00,91170,2049
2021-03-12 00:00:00,93016,1846
2021-03-13 00:00:00,94716,1700
2021-03-14 00:00:00,96428,1712
2021-03-15 00:00:00,98547,2119
2021-03-16 00:00:00,100878,2331
2021-03-17 00:00:00,102695,1817
2021-03-18 00:00:00,103880,1185
2021-03-19 00:00:00,105049,1169
2021-03-20 00:00:00,106020,971
2021-03-21 00:00:00,106274,254
2021-03-22 00:00:00,107398,1124
2021-03-23 00:00:00,108439,1041
2021-03-24 00:00:00,109729,1290
2021-03-25 00:00:00,111172,1443
2021-03-26 00:00:00,112652,1480
2021-03-27 00:00:00,113593,941
2021-03-28 00:00:00,113829,236
2021-03-29 00:00:00,114909,1080
2021-03-30 00:00:00,116049,1140
2021-03-31 00:00:00,117327,1278
2021-04-01 00:00:00,119038,1711
2021-04-02 00:00:00,120804,1766
2021-04-03 00:00:00,121907,1103
2021-04-04 00:00:00,122303,396
2021-04-05 00:00:00,123837,1534
2021-04-06 00:00:00,125576,1739
2021-04-07 00:00:00,127204,1628
2021-04-08 00:00:00,129283,2079
2021-04-09 00:00:00,131556,2273
2021-04-10 00:00:00,132516,960
2021-04-11 00:00:00,133239,723
2021-04-12 00:00:00,134579,1340
2021-04-13 00:00:00,135432,853
2021-04-14 00:00:00,137092,1660
2021-04-15 00:00:00,138833,1741
2021-04-16 00:00:00,140458,1625
2021-04-17 00:00:00,142225,1767
2021-04-18 00:00:00,143076,851
2021-04-19 00:00:00,144744,1668
2021-04-20 00:00:00,145618,874
2021-04-21 00:00:00,147022,1404
2021-04-22 00:00:00,148605,1583
2021-04-23 00:00:00,150269,1664
2021-04-24 00:00:00,151749,1480
2021-04-25 00:00:00,152393,644
2021-04-26 00:00:00,153609,1216
2021-04-27 00:00:00,154484,875
2021-04-28 00:00:00,155643,1159
2021-04-29 00:00:00,156485,842
2021-04-30 00:00:00,157623,1138
2021-05-01 00:00:00,158271,648
2021-05-02 00:00:00,158576,305
2021-05-03 00:00:00,159349,773
2021-05-04 00:00:00,159930,581
2021-05-05 00:00:00,160516,586
2021-05-06 00:00:00,161034,518
2021-05-07 00:00:00,161629,595
2021-05-08 00:00:00,162055,426
2021-05-09 00:00:00,162182,127
2021-05-10 00:00:00,162703,521
2021-05-11 00:00:00,163154,451
2021-05-12 00:00:00,163754,600
2021-05-13 00:00:00,164180,426
2021-05-14 00:00:00,164847,667
2021-05-15 00:00:00,165255,408
2021-05-16 00:00:00,165400,145
2021-05-17 00:00:00,165794,394
2021-05-18 00:00:00,166255,461
2021-05-19 00:00:00,166752,497
2021-05-20 00:00:00,167227,475
2021-05-21 00:00:00,167596,369
2021-05-22 00:00:00,167760,164
2021-05-23 00:00:00,167848,88
2021-05-24 00:00:00,168172,324
2021-05-25 00:00:00,168529,357
2021-05-26 00:00:00,168927,398
2021-05-27 00:00:00,169241,314
2021-05-28 00:00:00,169600,359
2021-05-29 00:00:00,169755,155
2021-05-30 00:00:00,169935,180
2021-05-31 00:00:00,169965,30
2021-06-01 00:00:00,170295,330
2021-06-02 00:00:00,170612,317
2021-06-03 00:00:00,170704,92
