date,Graham_cume,Graham
1/1/2021,62,
1/11/2021,72,10
1/12/2021,83,11
1/13/2021,145,62
1/14/2021,186,41
1/15/2021,196,10
1/16/2021,201,5
1/18/2021,202,1
1/19/2021,286,84
1/2/2021,351,65
1/20/2021,425,74
1/21/2021,525,100
1/22/2021,716,191
1/23/2021,768,52
1/25/2021,842,74
1/26/2021,948,106
1/27/2021,1121,173
1/28/2021,1399,278
1/29/2021,1453,54
1/4/2021,1508,55
1/5/2021,1564,56
1/6/2021,1725,161
1/7/2021,1843,118
1/8/2021,2089,246
12/23/2020,2304,215
12/26/2020,2358,54
12/28/2020,2464,106
12/29/2020,2579,115
12/30/2020,2682,103
12/31/2020,2934,252
2/1/2021,3047,113
2/10/2021,3194,147
2/11/2021,3379,185
2/12/2021,3598,219
2/13/2021,3907,309
2/15/2021,4107,200
2/16/2021,4220,113
2/17/2021,4369,149
2/18/2021,4513,144
2/19/2021,4786,273
2/2/2021,5149,363
2/20/2021,5379,230
2/22/2021,5450,71
2/23/2021,5587,137
2/24/2021,5750,163
2/25/2021,5968,218
2/26/2021,6327,359
2/28/2021,6550,223
2/3/2021,6655,105
2/4/2021,6805,150
2/5/2021,6980,175
2/6/2021,7149,169
2/8/2021,7428,279
2/9/2021,7441,13
3/1/2021,7588,147
3/10/2021,7802,214
3/11/2021,8001,199
3/12/2021,8206,205
3/13/2021,8393,187
3/15/2021,8605,212
3/16/2021,8606,1
3/17/2021,8745,139
3/18/2021,8940,195
3/19/2021,9143,203
3/2/2021,9376,233
3/20/2021,9510,134
3/22/2021,9763,253
3/23/2021,9963,200
3/24/2021,10116,153
3/25/2021,10322,206
3/26/2021,10566,244
3/27/2021,10719,153
3/29/2021,10735,16
3/3/2021,10902,167
3/30/2021,11124,222
3/31/2021,11344,220
3/4/2021,11541,197
3/5/2021,11698,157
3/6/2021,11783,85
3/7/2021,12012,229
3/8/2021,12165,153
3/9/2021,12499,334
4/1/2021,12689,190
4/10/2021,12767,78
4/11/2021,12791,24
4/12/2021,12796,5
4/13/2021,12914,118
4/14/2021,13066,152
4/15/2021,13428,362
4/16/2021,13762,334
4/17/2021,13866,104
4/19/2021,14002,136
4/2/2021,14007,5
4/20/2021,14061,54
4/21/2021,14192,131
4/22/2021,14427,235
4/23/2021,14550,123
4/24/2021,14700,150
4/26/2021,14716,16
4/27/2021,14785,69
4/28/2021,14989,204
4/29/2021,15257,268
4/3/2021,15504,247
4/30/2021,15627,123
4/4/2021,15733,106
4/5/2021,15879,146
4/6/2021,15992,113
4/7/2021,16102,110
4/8/2021,16378,276
4/9/2021,16409,31
5/1/2021,16420,11
5/10/2021,16421,1
5/11/2021,16465,44
5/12/2021,16554,89
5/13/2021,16811,257
5/14/2021,17033,222
5/15/2021,17066,33
5/16/2021,17113,47
5/17/2021,17114,1
5/18/2021,17140,26
5/19/2021,17196,56
5/2/2021,17351,155
5/20/2021,17472,121
5/21/2021,17505,33
5/22/2021,17519,14
5/23/2021,17522,3
5/24/2021,17585,63
5/25/2021,17648,63
5/26/2021,17800,152
5/27/2021,18000,200
5/28/2021,18078,78
5/29/2021,18119,41
5/3/2021,18120,1
5/30/2021,18179,59
5/31/2021,18224,45
5/4/2021,18249,25
5/5/2021,18337,88
5/6/2021,18388,51
5/7/2021,18394,6
5/8/2021,18395,1
5/9/2021,18398,3
6/1/2021,18449,51
6/10/2021,18507,58
6/11/2021,18558,51
6/12/2021,18608,50
6/13/2021,18619,11
6/14/2021,18624,5
6/15/2021,18654,30
6/16/2021,18674,20
6/17/2021,18696,22
6/18/2021,18815,119
6/19/2021,18829,14
6/2/2021,18844,15
6/20/2021,18846,2
6/21/2021,18887,41
6/22/2021,18921,34
6/23/2021,18960,39
6/24/2021,19011,51
6/25/2021,19069,58
6/26/2021,19080,11
6/27/2021,19085,5
6/28/2021,19112,27
6/29/2021,19132,20
6/3/2021,19149,17
6/30/2021,19176,27
6/4/2021,19226,50
6/5/2021,19234,8
6/6/2021,19235,1
6/7/2021,19268,33
6/8/2021,19293,25
6/9/2021,19352,59
7/1/2021,19393,41
7/10/2021,19424,31
7/11/2021,19433,9
7/12/2021,19453,20
7/13/2021,19469,16
7/14/2021,19515,46
7/15/2021,19561,46
7/16/2021,19592,31
7/17/2021,19599,7
7/18/2021,19600,1
7/19/2021,19627,27
7/2/2021,19639,12
7/20/2021,19694,55
7/21/2021,19740,46
7/22/2021,19778,38
7/23/2021,19785,7
7/24/2021,19786,1
7/3/2021,19805,19
7/5/2021,19832,27
7/6/2021,19868,36
7/7/2021,19919,51
7/8/2021,19983,64
7/9/2021,20008,25
