date,Gila_cume,Gila
1/1/2021,182,
1/11/2021,299,117
1/12/2021,300,1
1/13/2021,390,90
1/14/2021,457,67
1/15/2021,587,130
1/16/2021,728,141
1/18/2021,753,25
1/19/2021,759,6
1/2/2021,1072,313
1/20/2021,1314,242
1/21/2021,1566,252
1/22/2021,1800,234
1/23/2021,1803,3
1/24/2021,2005,202
1/25/2021,2006,1
1/26/2021,2237,231
1/27/2021,2574,337
1/28/2021,2843,269
1/29/2021,3458,615
1/3/2021,3982,524
1/30/2021,4012,30
1/31/2021,4281,269
1/4/2021,4464,183
1/5/2021,4669,205
1/6/2021,5040,371
1/7/2021,5664,624
1/8/2021,5667,3
1/9/2021,5780,113
12/17/2020,6182,402
12/18/2020,6619,437
12/20/2020,7137,518
12/21/2020,7309,172
12/22/2020,7463,154
12/23/2020,7464,1
12/24/2020,7754,290
12/26/2020,7945,191
12/27/2020,8400,455
12/28/2020,9084,684
12/29/2020,9584,500
12/30/2020,9951,367
12/31/2020,9962,11
2/1/2021,10405,443
2/10/2021,11083,678
2/11/2021,11776,693
2/12/2021,12752,976
2/13/2021,13606,854
2/14/2021,14166,560
2/15/2021,14178,12
2/16/2021,14583,405
2/17/2021,15167,584
2/18/2021,15616,449
2/19/2021,16010,394
2/2/2021,16699,689
2/20/2021,17776,1077
2/22/2021,18348,572
2/23/2021,18494,146
2/24/2021,18959,465
2/25/2021,19368,409
2/26/2021,19906,538
2/27/2021,20322,416
2/28/2021,20678,356
2/3/2021,20828,150
2/4/2021,21151,323
2/5/2021,21427,276
2/6/2021,21946,519
2/7/2021,22399,453
2/8/2021,24218,1819
2/9/2021,25116,898
3/1/2021,25410,294
3/10/2021,25798,388
3/11/2021,26185,387
3/12/2021,26919,734
3/13/2021,27234,315
3/14/2021,27769,535
3/15/2021,27794,25
3/16/2021,28065,271
3/17/2021,28639,574
3/18/2021,29062,423
3/19/2021,30480,1418
3/2/2021,30982,502
3/20/2021,32386,1404
3/22/2021,32911,525
3/23/2021,33093,182
3/24/2021,33547,454
3/25/2021,33759,212
3/26/2021,34138,379
3/27/2021,34440,302
3/28/2021,34777,337
3/29/2021,34970,193
3/3/2021,35212,242
3/30/2021,35377,165
3/31/2021,35719,342
3/4/2021,35924,205
3/5/2021,37719,1795
3/6/2021,38533,814
3/7/2021,38816,283
3/8/2021,38975,159
3/9/2021,39121,146
4/1/2021,39832,711
4/10/2021,40090,258
4/11/2021,40137,47
4/12/2021,40147,10
4/13/2021,40358,211
4/14/2021,40875,517
4/15/2021,41067,192
4/16/2021,41561,494
4/17/2021,41854,293
4/18/2021,42423,569
4/19/2021,42439,16
4/2/2021,42596,157
4/20/2021,42724,128
4/21/2021,42780,56
4/22/2021,43033,253
4/23/2021,43192,159
4/24/2021,43575,383
4/25/2021,43576,1
4/26/2021,43709,133
4/27/2021,43835,126
4/28/2021,43910,75
4/29/2021,44181,271
4/3/2021,44309,128
4/30/2021,44349,40
4/4/2021,44358,9
4/5/2021,44497,139
4/6/2021,44621,124
4/7/2021,44779,158
4/8/2021,44926,147
4/9/2021,44998,72
5/1/2021,45020,22
5/10/2021,45027,7
5/11/2021,45149,122
5/12/2021,45299,150
5/13/2021,45391,92
5/14/2021,45477,86
5/15/2021,45530,53
5/16/2021,45538,8
5/17/2021,45544,6
5/18/2021,45628,84
5/19/2021,45700,72
5/2/2021,45771,71
5/20/2021,45879,108
5/21/2021,46036,157
5/22/2021,46063,27
5/23/2021,46073,10
5/24/2021,46200,127
5/25/2021,46452,252
5/26/2021,46651,199
5/27/2021,46813,162
5/28/2021,46874,61
5/29/2021,46909,35
5/3/2021,46922,13
5/30/2021,47023,101
5/31/2021,47109,86
5/4/2021,47195,86
5/5/2021,47246,51
5/6/2021,47337,91
5/7/2021,47345,8
5/8/2021,47352,7
5/9/2021,47363,11
6/1/2021,47429,66
6/10/2021,47488,59
6/11/2021,47543,55
6/12/2021,47607,64
6/13/2021,47623,16
6/14/2021,47639,16
6/15/2021,47733,94
6/16/2021,47787,54
6/17/2021,47863,76
6/18/2021,47904,41
6/19/2021,47955,51
6/2/2021,47972,17
6/20/2021,47980,8
6/21/2021,48057,77
6/22/2021,48121,64
6/23/2021,48180,59
6/24/2021,48252,72
6/25/2021,48302,50
6/26/2021,48329,27
6/27/2021,48345,16
6/28/2021,48404,59
6/29/2021,48521,117
6/3/2021,48576,55
6/30/2021,48615,39
6/4/2021,48674,59
6/5/2021,48690,16
6/6/2021,48695,5
6/7/2021,48724,29
6/8/2021,48785,61
6/9/2021,48877,92
7/1/2021,48930,53
7/10/2021,48965,35
7/11/2021,48983,18
7/12/2021,49011,28
7/13/2021,49084,73
7/14/2021,49120,36
7/15/2021,49171,51
7/16/2021,49233,62
7/17/2021,49253,20
7/18/2021,49265,12
7/19/2021,49319,54
7/2/2021,49377,58
7/20/2021,49442,65
7/21/2021,49506,64
7/22/2021,49563,57
7/23/2021,49577,14
7/24/2021,49585,8
7/3/2021,49641,56
7/5/2021,49709,68
7/6/2021,49787,78
7/7/2021,49857,70
7/8/2021,49892,35
7/9/2021,49901,9
