date,Graham_cume,Graham
2020-12-23 00:00:00,63,
2020-12-26 00:00:00,73,10
2020-12-28 00:00:00,84,11
2020-12-29 00:00:00,146,62
2020-12-30 00:00:00,187,41
2020-12-31 00:00:00,199,12
2021-01-01 00:00:00,203,4
2021-01-04 00:00:00,285,82
2021-01-05 00:00:00,342,57
2021-01-06 00:00:00,415,73
2021-01-07 00:00:00,510,95
2021-01-08 00:00:00,701,191
2021-01-11 00:00:00,747,46
2021-01-12 00:00:00,822,75
2021-01-13 00:00:00,919,97
2021-01-14 00:00:00,1080,161
2021-01-15 00:00:00,1356,276
2021-01-16 00:00:00,1410,54
2021-01-18 00:00:00,1458,48
2021-01-19 00:00:00,1493,35
2021-01-20 00:00:00,1655,162
2021-01-21 00:00:00,1772,117
2021-01-22 00:00:00,1971,199
2021-01-23 00:00:00,2186,215
2021-01-25 00:00:00,2230,44
2021-01-26 00:00:00,2330,100
2021-01-27 00:00:00,2437,107
2021-01-28 00:00:00,2539,102
2021-01-29 00:00:00,2790,251
2021-02-01 00:00:00,2889,99
2021-02-02 00:00:00,3016,127
2021-02-03 00:00:00,3180,164
2021-02-04 00:00:00,3364,184
2021-02-05 00:00:00,3667,303
2021-02-06 00:00:00,3869,202
2021-02-08 00:00:00,3961,92
2021-02-09 00:00:00,4103,142
2021-02-10 00:00:00,4242,139
2021-02-11 00:00:00,4514,272
2021-02-12 00:00:00,4856,342
2021-02-13 00:00:00,5086,230
2021-02-15 00:00:00,5147,61
2021-02-16 00:00:00,5248,101
2021-02-17 00:00:00,5401,153
2021-02-18 00:00:00,5598,197
2021-02-19 00:00:00,5800,202
2021-02-20 00:00:00,6022,222
2021-02-22 00:00:00,6107,85
2021-02-23 00:00:00,6254,147
2021-02-24 00:00:00,6423,169
2021-02-25 00:00:00,6582,159
2021-02-26 00:00:00,6851,269
2021-02-28 00:00:00,6864,13
2021-03-01 00:00:00,6997,133
2021-03-02 00:00:00,7198,201
2021-03-03 00:00:00,7390,192
2021-03-04 00:00:00,7583,193
2021-03-05 00:00:00,7770,187
2021-03-06 00:00:00,7978,208
2021-03-08 00:00:00,8113,135
2021-03-09 00:00:00,8298,185
2021-03-10 00:00:00,8487,189
2021-03-11 00:00:00,8709,222
2021-03-12 00:00:00,8842,133
2021-03-13 00:00:00,9095,253
2021-03-15 00:00:00,9282,187
2021-03-16 00:00:00,9435,153
2021-03-17 00:00:00,9633,198
2021-03-18 00:00:00,9877,244
2021-03-19 00:00:00,10029,152
2021-03-20 00:00:00,10045,16
2021-03-22 00:00:00,10203,158
2021-03-23 00:00:00,10416,213
2021-03-24 00:00:00,10625,209
2021-03-25 00:00:00,10814,189
2021-03-26 00:00:00,10961,147
2021-03-27 00:00:00,11046,85
2021-03-29 00:00:00,11275,229
2021-03-30 00:00:00,11423,148
2021-03-31 00:00:00,11745,322
2021-04-01 00:00:00,11923,178
2021-04-02 00:00:00,11991,68
2021-04-03 00:00:00,12014,23
2021-04-04 00:00:00,12019,5
2021-04-05 00:00:00,12128,109
2021-04-06 00:00:00,12276,148
2021-04-07 00:00:00,12636,360
2021-04-08 00:00:00,12957,321
2021-04-09 00:00:00,13053,96
2021-04-10 00:00:00,13189,136
2021-04-11 00:00:00,13194,5
2021-04-12 00:00:00,13236,42
2021-04-13 00:00:00,13358,122
2021-04-14 00:00:00,13590,232
2021-04-15 00:00:00,13711,121
2021-04-16 00:00:00,13860,149
2021-04-17 00:00:00,13875,15
2021-04-19 00:00:00,13941,66
2021-04-20 00:00:00,14137,196
2021-04-21 00:00:00,14399,262
2021-04-22 00:00:00,14644,245
2021-04-23 00:00:00,14758,114
2021-04-24 00:00:00,14862,104
2021-04-26 00:00:00,14991,129
