Category,value
tests,9106088
YUMA,238274
YAVAPAI,191449
SANTA CRUZ,57772
PINAL,554059
PIMA,1563451
NAVAJO,104278
MOHAVE,184597
MARICOPA,5405449
LA PAZ,16587
GREENLEE,2787
GRAHAM,21007
GILA,59899
COCONINO,236604
COCHISE,103906
APACHE,50848
Unknown,17502
65 years and older,1400169
55 - 64 years,1159473
45 - 54 years,1230166
20 - 44 years,3942688
Less than 20 years,1356090
positive,0.1039883427438874
