date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11626,13046,12219,9849,6050,100
1/10/2021,19795,20069,19082,16022,11833,199
1/11/2021,21027,21178,20306,16999,13666,231
1/12/2021,23003,23150,22324,18679,18477,310
1/13/2021,25005,25270,24548,20350,24027,373
1/14/2021,26935,27394,26821,22259,30046,410
1/15/2021,29129,29406,28943,24049,34949,466
1/16/2021,30489,30597,30213,25225,38127,495
1/17/2021,31448,31495,31173,26192,41267,519
1/18/2021,32490,32429,32323,27314,46455,547
1/19/2021,33760,33640,33637,28608,52732,607
1/2/2021,13150,14419,13466,10936,6800,120
1/20/2021,35041,34914,35259,30147,59726,645
1/21/2021,36516,36411,37115,32014,67869,691
1/22/2021,39379,39043,40064,35032,75796,778
1/23/2021,41978,41104,42543,37512,80642,848
1/24/2021,43238,42280,43823,38923,85767,891
1/25/2021,44540,43433,45254,40506,93233,934
1/26/2021,46200,44876,46983,42392,104083,985
1/27/2021,47670,46188,48486,44036,114453,1019
1/28/2021,48876,47272,49712,45456,125297,1048
1/29/2021,50904,48938,51430,47287,135985,1110
1/3/2021,13882,14999,13981,11372,7045,135
1/30/2021,52632,50342,53022,48854,140987,1167
1/31/2021,53250,50888,53660,49538,144645,1192
1/4/2021,14903,15932,14933,12171,7914,142
1/5/2021,15849,16774,15795,12981,8696,157
1/6/2021,17015,17734,16757,13909,9442,165
1/7/2021,17925,18542,17577,14692,10200,176
1/8/2021,18735,19216,18233,15264,10694,180
1/9/2021,19421,19763,18772,15722,11508,195
10/1/2021,491287,348665,361566,382271,618156,216564
10/10/2021,496760,351563,363920,384053,620550,219297
10/11/2021,497579,351992,364271,384346,620966,219693
10/12/2021,497947,352168,364440,384473,621147,219905
10/13/2021,498527,352475,364721,384689,621487,220178
10/14/2021,499243,352820,365045,384937,621838,220457
10/15/2021,500136,353264,365440,385213,622121,220793
10/16/2021,500749,353506,365661,385388,622265,221038
10/17/2021,501184,353686,365789,385479,622355,221194
10/18/2021,501909,354073,366126,385751,622727,221476
10/19/2021,502534,354436,366369,385974,623035,221765
10/2/2021,491938,348987,361849,382471,618356,216921
10/20/2021,503178,354786,366614,386200,623329,222102
10/21/2021,503803,355130,366896,386404,623611,222364
10/22/2021,504547,355573,367275,386716,624031,222724
10/23/2021,505001,355822,367522,386862,624227,222956
10/24/2021,505293,355992,367667,386991,624387,223091
10/25/2021,505994,356391,367988,387299,624865,223392
10/26/2021,506657,356749,368313,387548,625347,223663
10/27/2021,507348,357108,368680,387847,625841,223962
10/28/2021,507999,357465,368983,388123,626311,224221
10/29/2021,508655,357910,369373,388434,626683,224543
10/3/2021,492241,349130,361954,382563,618465,217073
10/30/2021,509018,358112,369540,388598,626828,224710
10/31/2021,509225,358225,369634,388673,626947,224782
10/4/2021,493062,349526,362292,382804,618906,217442
10/5/2021,493836,349962,362630,383046,619343,217807
10/6/2021,494606,350366,362964,383281,619679,218196
10/7/2021,495129,350690,363227,383503,619953,218480
10/8/2021,495822,351054,363513,383739,620213,218853
10/9/2021,496420,351376,363764,383929,620395,219151
11/1/2021,509871,358538,369933,388920,627331,225011
11/10/2021,515541,361551,372592,390990,630278,240565
11/11/2021,516208,361885,372898,391232,630680,243709
11/12/2021,516932,362294,373248,391495,631019,246403
11/13/2021,517389,362563,373446,391676,631187,250670
11/14/2021,517734,362743,373617,391805,631346,251537
11/15/2021,518475,363145,373955,392104,631779,253386
11/16/2021,519195,363514,374280,392392,632238,255052
11/17/2021,519856,363868,374579,392709,632777,257147
11/18/2021,520593,364227,374900,393048,633237,259303
11/19/2021,521426,364684,375298,393380,633622,261700
11/2/2021,510637,358912,370246,389178,627690,225277
11/20/2021,521950,365004,375592,393601,633820,265811
11/21/2021,522323,365188,375781,393770,633933,266614
11/22/2021,523031,365608,376121,394120,634307,268221
11/23/2021,523832,365991,376516,394542,634708,270056
11/24/2021,524518,366372,376861,394872,635020,272355
11/25/2021,524523,366375,376861,394873,635032,272364
11/26/2021,525082,366728,377168,395176,635256,273499
11/27/2021,525471,366954,377345,395388,635440,274159
11/28/2021,525772,367141,377509,395554,635586,274497
11/29/2021,526407,367517,377864,395895,635949,275932
11/3/2021,511234,359219,370533,389380,628002,225635
11/30/2021,527106,367867,378229,396226,636381,277153
11/4/2021,511794,359510,370794,389598,628343,226614
11/5/2021,512638,359942,371190,389883,628682,228478
11/6/2021,513171,360247,371475,390071,628914,232328
11/7/2021,513519,360451,371633,390202,629078,233156
11/8/2021,514229,360869,371964,390485,629476,235234
11/9/2021,514928,361231,372286,390768,629929,237349
12/1/2020,42,37,35,22,23,1
12/1/2021,527865,368299,378621,396627,636840,278516
12/10/2020,51,46,48,37,47,1
12/10/2021,533804,371523,381631,399672,640251,289000
12/11/2020,53,48,49,40,47,1
12/11/2021,534200,371729,381837,399828,640416,290151
12/12/2020,54,48,49,42,47,1
12/12/2021,534476,371897,381980,399954,640558,290560
12/13/2020,55,49,51,43,49,1
12/13/2021,535139,372216,382257,400271,640945,291497
12/14/2020,57,52,51,44,56,1
12/14/2021,535636,372461,382480,400518,641264,292223
12/15/2020,63,58,59,54,61,1
12/15/2021,536286,372812,382818,400803,641668,293285
12/16/2020,75,72,74,61,65,1
12/16/2021,536953,373155,383126,401132,642148,294267
12/17/2020,294,417,393,299,193,3
12/17/2021,537209,373283,383271,401280,642329,294979
12/18/2020,675,899,800,563,319,3
12/19/2020,1023,1369,1207,847,452,8
12/2/2020,43,38,36,27,32,1
12/2/2021,528538,368694,378986,397031,637239,279525
12/20/2020,1218,1620,1458,1048,544,9
12/21/2020,1909,2461,2221,1610,830,12
12/22/2020,2837,3568,3213,2317,1153,16
12/23/2020,3873,4846,4379,3129,1524,22
12/24/2020,4244,5225,4733,3424,1667,22
12/25/2020,4244,5225,4734,3424,1671,22
12/26/2020,5350,6522,5857,4375,2098,31
12/27/2020,5849,7053,6390,4809,2313,37
12/28/2020,6972,8252,7522,5831,2934,47
12/29/2020,8710,10019,9207,7252,3992,70
12/3/2020,46,38,39,28,34,1
12/3/2021,529265,369070,379370,397395,637602,280904
12/30/2020,10550,11984,11170,8913,5008,89
12/31/2020,11489,12914,12072,9690,5414,98
12/4/2020,46,40,39,29,36,1
12/4/2021,529724,369329,379611,397628,637801,282496
12/5/2020,46,40,39,29,38,1
12/5/2021,530112,369509,379778,397773,637955,282877
12/6/2020,46,40,39,29,38,1
12/6/2021,530898,369915,380152,398148,638444,283789
12/7/2020,46,41,43,31,40,1
12/7/2021,531678,370327,380543,398531,638893,284968
12/8/2020,48,42,44,33,41,1
12/8/2021,532409,370730,380912,398910,639362,286331
12/9/2020,48,42,47,34,45,1
12/9/2021,533132,371131,381294,399333,639891,287667
