date,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE
2020-11-20 00:00:00,77,3,0.038961038961039,2.0,0.0,0
2020-11-19 00:00:00,160,5,0.03125,10.0,1.0,0.1
2020-11-18 00:00:00,471,35,0.0743099787685775,16.0,1.0,0.0625
2020-11-17 00:00:00,568,71,0.125,6.0,0.0,0
2020-11-16 00:00:00,521,75,0.1439539347408829,16.0,3.0,0.1875
2020-11-15 00:00:00,240,38,0.1583333333333333,,,
2020-11-14 00:00:00,292,37,0.1267123287671233,23.0,0.0,0
2020-11-13 00:00:00,402,45,0.1119402985074627,18.0,0.0,0
2020-11-12 00:00:00,459,44,0.0958605664488017,14.0,1.0,0.0714285714285714
2020-11-11 00:00:00,379,48,0.1266490765171504,18.0,1.0,0.0555555555555556
2020-11-10 00:00:00,445,55,0.1235955056179775,18.0,3.0,0.1666666666666667
2020-11-09 00:00:00,328,39,0.1189024390243903,16.0,3.0,0.1875
2020-11-08 00:00:00,105,15,0.1428571428571429,,,
2020-11-07 00:00:00,271,28,0.1033210332103321,3.0,0.0,0
2020-11-06 00:00:00,341,23,0.0674486803519062,11.0,0.0,0
2020-11-05 00:00:00,438,45,0.1027397260273973,13.0,0.0,0
2020-11-04 00:00:00,342,26,0.0760233918128655,33.0,3.0,0.0909090909090909
2020-11-03 00:00:00,417,34,0.0815347721822542,39.0,4.0,0.1025641025641026
2020-11-02 00:00:00,352,34,0.0965909090909091,19.0,1.0,0.0526315789473684
2020-11-01 00:00:00,140,16,0.1142857142857143,1.0,0.0,0
2020-10-31 00:00:00,161,15,0.093167701863354,2.0,1.0,0.5
2020-10-30 00:00:00,319,28,0.0877742946708464,7.0,3.0,0.4285714285714286
2020-10-29 00:00:00,296,20,0.0675675675675676,128.0,7.0,0.0546875
2020-10-28 00:00:00,243,11,0.0452674897119342,112.0,7.0,0.0625
2020-10-27 00:00:00,242,14,0.0578512396694215,127.0,12.0,0.094488188976378
2020-10-26 00:00:00,219,21,0.0958904109589041,30.0,4.0,0.1333333333333333
2020-10-25 00:00:00,109,11,0.1009174311926606,,,
2020-10-24 00:00:00,127,9,0.0708661417322835,,,
2020-10-23 00:00:00,245,14,0.0571428571428571,15.0,1.0,0.0666666666666667
2020-10-22 00:00:00,261,9,0.0344827586206897,20.0,3.0,0.15
2020-10-21 00:00:00,248,9,0.0362903225806452,41.0,1.0,0.024390243902439
2020-10-20 00:00:00,230,7,0.0304347826086957,24.0,2.0,0.0833333333333333
2020-10-19 00:00:00,249,11,0.0441767068273092,12.0,1.0,0.0833333333333333
2020-10-18 00:00:00,87,1,0.0114942528735632,1.0,0.0,0
2020-10-17 00:00:00,102,3,0.0294117647058824,4.0,1.0,0.25
2020-10-16 00:00:00,239,9,0.0376569037656904,13.0,2.0,0.1538461538461539
2020-10-15 00:00:00,262,9,0.0343511450381679,19.0,1.0,0.0526315789473684
2020-10-14 00:00:00,402,8,0.0199004975124378,13.0,1.0,0.0769230769230769
2020-10-13 00:00:00,303,8,0.0264026402640264,15.0,2.0,0.1333333333333333
2020-10-12 00:00:00,257,10,0.0389105058365759,18.0,0.0,0
2020-10-11 00:00:00,106,3,0.0283018867924528,,,
2020-10-10 00:00:00,92,2,0.0217391304347826,21.0,2.0,0.0952380952380952
2020-10-09 00:00:00,189,5,0.0264550264550265,104.0,2.0,0.0192307692307692
2020-10-08 00:00:00,228,3,0.0131578947368421,83.0,1.0,0.0120481927710843
2020-10-07 00:00:00,253,6,0.0237154150197628,94.0,2.0,0.0212765957446809
2020-10-06 00:00:00,227,3,0.013215859030837,103.0,2.0,0.0194174757281553
2020-10-05 00:00:00,194,3,0.0154639175257732,47.0,0.0,0
2020-10-04 00:00:00,101,5,0.0495049504950495,2.0,1.0,0.5
2020-10-03 00:00:00,117,5,0.0427350427350427,,,
2020-10-02 00:00:00,275,7,0.0254545454545455,50.0,0.0,0
2020-10-01 00:00:00,225,3,0.0133333333333333,56.0,0.0,0
2020-09-30 00:00:00,189,4,0.0211640211640212,39.0,0.0,0
2020-09-29 00:00:00,137,9,0.0656934306569343,59.0,4.0,0.0677966101694915
2020-09-28 00:00:00,162,3,0.0185185185185185,104.0,2.0,0.0192307692307692
2020-09-27 00:00:00,84,2,0.0238095238095238,1.0,0.0,0
2020-09-26 00:00:00,73,6,0.0821917808219178,2.0,0.0,0
2020-09-25 00:00:00,157,6,0.0382165605095541,12.0,1.0,0.0833333333333333
2020-09-24 00:00:00,196,4,0.0204081632653061,28.0,0.0,0
2020-09-23 00:00:00,203,6,0.0295566502463054,44.0,2.0,0.0454545454545455
2020-09-22 00:00:00,164,3,0.0182926829268293,55.0,2.0,0.0363636363636364
2020-09-21 00:00:00,206,6,0.029126213592233,45.0,6.0,0.1333333333333333
2020-09-20 00:00:00,70,4,0.0571428571428571,2.0,0.0,0
2020-09-19 00:00:00,119,6,0.0504201680672269,3.0,0.0,0
2020-09-18 00:00:00,168,2,0.0119047619047619,22.0,2.0,0.0909090909090909
2020-09-17 00:00:00,214,1,0.0046728971962617,17.0,2.0,0.1176470588235294
2020-09-16 00:00:00,143,3,0.020979020979021,21.0,3.0,0.1428571428571429
2020-09-15 00:00:00,150,8,0.0533333333333333,10.0,0.0,0
2020-09-14 00:00:00,204,4,0.0196078431372549,15.0,1.0,0.0666666666666667
2020-09-13 00:00:00,181,3,0.0165745856353591,,,
2020-09-12 00:00:00,229,6,0.0262008733624454,,,
