date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_SANTA CRUZ,pcr_pos_tests_SANTA CRUZ,pcr_positivity_SANTA CRUZ,ser_tests_SANTA CRUZ,ser_pos_tests_SANTA CRUZ,ser_positivity_SANTA CRUZ,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_LA PAZ,pcr_pos_tests_LA PAZ,pcr_positivity_LA PAZ,ser_tests_LA PAZ,ser_pos_tests_LA PAZ,ser_positivity_LA PAZ,pcr_tests_GREENLEE,pcr_pos_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_pos_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-06-22 00:00:00,68.0,3.0,0.0441176470588235,,,,,,,,,,2.0,0.0,0.0,,,,3.0,0.0,0.0,,,,1.0,1.0,1.0,,,,,,,,,,25.0,0.0,0.0,,,,,,,,,,2.0,0.0,0.0,,,,35.0,2.0,0.0571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 00:00:00,2977.0,169.0,0.0567685589519651,147.0,65.0,0.4421768707482993,5.0,1.0,0.2,,,,92.0,0.0,0.0,,,,89.0,10.0,0.1123595505617978,1.0,1.0,1.0,11.0,0.0,0.0,,,,248.0,9.0,0.0362903225806452,4.0,1.0,0.25,473.0,17.0,0.0359408033826638,5.0,0.0,0.0,60.0,2.0,0.0333333333333333,1.0,1.0,1.0,99.0,7.0,0.0707070707070707,2.0,0.0,0.0,1639.0,110.0,0.0671140939597316,130.0,60.0,0.4615384615384616,8.0,2.0,0.25,,,,1.0,0.0,0.0,,,,5.0,0.0,0.0,,,,21.0,3.0,0.1428571428571429,3.0,2.0,0.6666666666666666,49.0,4.0,0.0816326530612245,1.0,0.0,0.0,23.0,0.0,0.0,,,
2021-06-20 00:00:00,2839.0,168.0,0.0591757661148292,54.0,19.0,0.3518518518518519,9.0,0.0,0.0,,,,36.0,0.0,0.0,,,,78.0,4.0,0.0512820512820513,2.0,0.0,0.0,9.0,2.0,0.2222222222222222,,,,163.0,17.0,0.1042944785276074,2.0,0.0,0.0,419.0,21.0,0.0501193317422434,1.0,0.0,0.0,37.0,4.0,0.1081081081081081,,,,47.0,9.0,0.1914893617021277,,,,1811.0,105.0,0.0579790171176146,47.0,18.0,0.3829787234042553,,,,,,,7.0,0.0,0.0,,,,3.0,0.0,0.0,,,,9.0,0.0,0.0,,,,37.0,2.0,0.0540540540540541,,,,25.0,0.0,0.0,2.0,1.0,0.5
2021-06-19 00:00:00,3363.0,198.0,0.0588760035682426,298.0,205.0,0.6879194630872484,15.0,0.0,0.0,1.0,0.0,0.0,43.0,2.0,0.0465116279069767,,,,92.0,3.0,0.0326086956521739,13.0,8.0,0.6153846153846154,14.0,0.0,0.0,,,,258.0,11.0,0.0426356589147287,11.0,5.0,0.4545454545454546,456.0,19.0,0.0416666666666667,7.0,3.0,0.4285714285714286,20.0,3.0,0.15,,,,59.0,9.0,0.152542372881356,5.0,3.0,0.6,2133.0,139.0,0.0651664322550399,252.0,179.0,0.7103174603174603,3.0,0.0,0.0,1.0,1.0,1.0,,,,,,,11.0,0.0,0.0,,,,6.0,1.0,0.1666666666666667,,,,39.0,1.0,0.0256410256410256,4.0,3.0,0.75,18.0,1.0,0.0555555555555556,1.0,1.0,1.0
2021-06-18 00:00:00,5317.0,279.0,0.0524731991724657,456.0,261.0,0.5723684210526316,15.0,0.0,0.0,1.0,0.0,0.0,105.0,1.0,0.0095238095238095,1.0,1.0,1.0,141.0,8.0,0.0567375886524823,28.0,18.0,0.642857142857143,22.0,1.0,0.0454545454545455,1.0,0.0,0.0,397.0,26.0,0.0654911838790932,17.0,12.0,0.7058823529411766,721.0,32.0,0.0443828016643551,36.0,17.0,0.4722222222222222,52.0,8.0,0.1538461538461539,1.0,1.0,1.0,149.0,12.0,0.0805369127516779,18.0,7.0,0.3888888888888889,3131.0,185.0,0.059086553816672,338.0,202.0,0.5976331360946746,6.0,0.0,0.0,,,,,,,,,,4.0,0.0,0.0,,,,17.0,1.0,0.0588235294117647,4.0,0.0,0.0,67.0,1.0,0.0149253731343284,5.0,1.0,0.2,39.0,2.0,0.0512820512820513,4.0,2.0,0.5
2021-06-17 00:00:00,5714.0,312.0,0.0546027301365068,443.0,219.0,0.4943566591422122,12.0,1.0,0.0833333333333333,1.0,0.0,0.0,77.0,1.0,0.012987012987013,5.0,1.0,0.2,168.0,5.0,0.0297619047619048,13.0,5.0,0.3846153846153847,20.0,1.0,0.05,,,,399.0,44.0,0.1102756892230576,51.0,34.0,0.6666666666666666,676.0,27.0,0.0399408284023669,37.0,10.0,0.2702702702702703,64.0,6.0,0.09375,2.0,2.0,1.0,139.0,11.0,0.079136690647482,20.0,9.0,0.45,3450.0,202.0,0.0585507246376812,297.0,148.0,0.4983164983164984,7.0,0.0,0.0,,,,3.0,0.0,0.0,,,,9.0,0.0,0.0,,,,31.0,0.0,0.0,3.0,3.0,1.0,81.0,2.0,0.0246913580246914,2.0,0.0,0.0,37.0,1.0,0.027027027027027,8.0,4.0,0.5
2021-06-16 00:00:00,5897.0,320.0,0.0542648804476853,344.0,165.0,0.4796511627906978,20.0,2.0,0.1,,,,105.0,3.0,0.0285714285714286,5.0,2.0,0.4,161.0,6.0,0.0372670807453416,9.0,3.0,0.3333333333333333,18.0,1.0,0.0555555555555556,1.0,1.0,1.0,566.0,22.0,0.03886925795053,17.0,9.0,0.5294117647058824,788.0,26.0,0.032994923857868,26.0,13.0,0.5,85.0,6.0,0.0705882352941177,3.0,2.0,0.6666666666666666,144.0,17.0,0.1180555555555556,14.0,7.0,0.5,3325.0,222.0,0.0667669172932331,246.0,119.0,0.483739837398374,6.0,0.0,0.0,,,,2.0,0.0,0.0,,,,5.0,0.0,0.0,,,,37.0,4.0,0.1081081081081081,15.0,5.0,0.3333333333333333,99.0,2.0,0.0202020202020202,1.0,1.0,1.0,35.0,0.0,0.0,5.0,3.0,0.6
2021-06-15 00:00:00,6049.0,299.0,0.0494296577946768,376.0,187.0,0.497340425531915,5.0,0.0,0.0,,,,91.0,1.0,0.010989010989011,3.0,1.0,0.3333333333333333,208.0,9.0,0.0432692307692308,16.0,7.0,0.4375,20.0,3.0,0.15,,,,405.0,27.0,0.0666666666666667,28.0,9.0,0.3214285714285715,751.0,38.0,0.0505992010652463,37.0,17.0,0.4594594594594596,74.0,10.0,0.1351351351351352,1.0,0.0,0.0,153.0,14.0,0.0915032679738562,20.0,13.0,0.65,3580.0,179.0,0.05,251.0,128.0,0.5099601593625498,8.0,0.0,0.0,1.0,0.0,0.0,,,,,,,16.0,0.0,0.0,,,,35.0,3.0,0.0857142857142857,6.0,2.0,0.3333333333333333,86.0,2.0,0.0232558139534884,6.0,5.0,0.8333333333333334,47.0,1.0,0.0212765957446809,3.0,1.0,0.3333333333333333
2021-06-14 00:00:00,6621.0,323.0,0.0487841715752907,402.0,198.0,0.4925373134328358,22.0,3.0,0.1363636363636364,2.0,1.0,0.5,111.0,2.0,0.018018018018018,4.0,3.0,0.75,198.0,15.0,0.0757575757575758,10.0,4.0,0.4,40.0,1.0,0.025,4.0,3.0,0.75,634.0,18.0,0.028391167192429,23.0,13.0,0.5652173913043478,758.0,40.0,0.0527704485488127,35.0,13.0,0.3714285714285715,81.0,4.0,0.0493827160493827,4.0,3.0,0.75,149.0,22.0,0.1476510067114094,13.0,3.0,0.2307692307692308,3624.0,195.0,0.0538079470198676,269.0,137.0,0.5092936802973979,5.0,0.0,0.0,,,,,,,,,,14.0,0.0,0.0,2.0,1.0,0.5,27.0,0.0,0.0,29.0,16.0,0.5517241379310346,109.0,5.0,0.0458715596330275,2.0,1.0,0.5,59.0,1.0,0.0169491525423729,1.0,0.0,0.0
2021-06-13 00:00:00,3482.0,169.0,0.0485353245261344,140.0,94.0,0.6714285714285714,11.0,1.0,0.0909090909090909,,,,31.0,0.0,0.0,,,,99.0,7.0,0.0707070707070707,4.0,3.0,0.75,3.0,0.0,0.0,,,,252.0,20.0,0.0793650793650794,3.0,2.0,0.6666666666666666,471.0,16.0,0.0339702760084926,4.0,4.0,1.0,25.0,1.0,0.04,,,,73.0,12.0,0.1643835616438356,5.0,2.0,0.4,2158.0,106.0,0.0491195551436515,116.0,76.0,0.6551724137931034,1.0,0.0,0.0,,,,1.0,0.0,0.0,,,,5.0,0.0,0.0,,,,14.0,1.0,0.0714285714285714,,,,47.0,0.0,0.0,5.0,5.0,1.0,17.0,1.0,0.0588235294117647,3.0,2.0,0.6666666666666666
