date,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI
2021-06-11 00:00:00,6,0,0,,,
2021-06-10 00:00:00,296,7,0.0236486486486487,2.0,1.0,0.5
2021-06-09 00:00:00,327,17,0.0519877675840979,21.0,5.0,0.2380952380952381
2021-06-08 00:00:00,515,10,0.0194174757281553,37.0,19.0,0.5135135135135136
2021-06-07 00:00:00,581,15,0.0258175559380379,13.0,5.0,0.3846153846153847
2021-06-06 00:00:00,186,10,0.0537634408602151,7.0,3.0,0.4285714285714286
2021-06-05 00:00:00,195,6,0.0307692307692308,,,
2021-06-04 00:00:00,347,4,0.0115273775216138,19.0,8.0,0.4210526315789474
2021-06-03 00:00:00,426,7,0.0164319248826291,51.0,29.0,0.5686274509803922
2021-06-02 00:00:00,591,8,0.0135363790186125,20.0,5.0,0.25
2021-06-01 00:00:00,743,27,0.0363391655450875,12.0,8.0,0.6666666666666666
2021-05-31 00:00:00,122,4,0.0327868852459016,2.0,2.0,1
2021-05-30 00:00:00,231,13,0.0562770562770563,2.0,1.0,0.5
2021-05-29 00:00:00,188,8,0.0425531914893617,60.0,32.0,0.5333333333333334
2021-05-28 00:00:00,419,15,0.035799522673031,16.0,10.0,0.625
2021-05-27 00:00:00,385,14,0.0363636363636364,90.0,21.0,0.2333333333333334
2021-05-26 00:00:00,401,10,0.0249376558603491,19.0,9.0,0.4736842105263158
2021-05-25 00:00:00,582,14,0.0240549828178694,70.0,36.0,0.5142857142857142
2021-05-24 00:00:00,504,29,0.0575396825396825,37.0,15.0,0.4054054054054055
2021-05-23 00:00:00,176,10,0.0568181818181818,3.0,1.0,0.3333333333333333
2021-05-22 00:00:00,213,14,0.0657276995305164,,,
2021-05-21 00:00:00,350,12,0.0342857142857143,64.0,33.0,0.515625
2021-05-20 00:00:00,410,22,0.0536585365853659,56.0,30.0,0.5357142857142858
2021-05-19 00:00:00,408,19,0.0465686274509804,48.0,21.0,0.4375
2021-05-18 00:00:00,514,22,0.0428015564202335,116.0,63.0,0.5431034482758622
2021-05-17 00:00:00,576,25,0.0434027777777778,39.0,17.0,0.4358974358974359
2021-05-16 00:00:00,210,14,0.0666666666666667,29.0,16.0,0.5517241379310346
2021-05-15 00:00:00,206,7,0.0339805825242718,83.0,50.0,0.602409638554217
2021-05-14 00:00:00,445,29,0.0651685393258427,18.0,9.0,0.5
2021-05-13 00:00:00,419,26,0.0620525059665871,91.0,49.0,0.5384615384615384
2021-05-12 00:00:00,444,28,0.0630630630630631,116.0,59.0,0.5086206896551724
2021-05-11 00:00:00,647,13,0.0200927357032458,125.0,59.0,0.472
2021-05-10 00:00:00,513,23,0.0448343079922027,77.0,45.0,0.5844155844155844
2021-05-09 00:00:00,206,18,0.087378640776699,3.0,0.0,0
2021-05-08 00:00:00,205,16,0.0780487804878049,58.0,35.0,0.603448275862069
2021-05-07 00:00:00,359,18,0.0501392757660167,19.0,13.0,0.6842105263157896
2021-05-06 00:00:00,418,25,0.0598086124401914,20.0,13.0,0.65
2021-05-05 00:00:00,444,16,0.036036036036036,61.0,33.0,0.5409836065573772
2021-05-04 00:00:00,873,23,0.0263459335624284,33.0,16.0,0.484848484848485
2021-05-03 00:00:00,665,42,0.0631578947368421,69.0,30.0,0.4347826086956522
2021-05-02 00:00:00,248,20,0.0806451612903226,1.0,0.0,0
2021-05-01 00:00:00,199,16,0.0804020100502513,108.0,58.0,0.5370370370370372
2021-04-30 00:00:00,402,17,0.0422885572139304,110.0,53.0,0.4818181818181818
2021-04-29 00:00:00,460,20,0.0434782608695652,148.0,77.0,0.5202702702702704
2021-04-28 00:00:00,569,30,0.0527240773286468,23.0,5.0,0.2173913043478261
2021-04-27 00:00:00,807,17,0.0210656753407683,75.0,35.0,0.4666666666666668
2021-04-26 00:00:00,541,28,0.0517560073937153,18.0,12.0,0.6666666666666666
2021-04-25 00:00:00,196,7,0.0357142857142857,4.0,2.0,0.5
2021-04-24 00:00:00,194,8,0.0412371134020619,5.0,2.0,0.4
2021-04-23 00:00:00,384,23,0.0598958333333333,15.0,8.0,0.5333333333333334
2021-04-22 00:00:00,556,17,0.0305755395683453,30.0,14.0,0.4666666666666668
2021-04-21 00:00:00,444,12,0.027027027027027,23.0,7.0,0.3043478260869566
2021-04-20 00:00:00,895,19,0.0212290502793296,26.0,11.0,0.4230769230769231
2021-04-19 00:00:00,732,20,0.0273224043715847,15.0,9.0,0.6
2021-04-18 00:00:00,207,12,0.0579710144927536,,,
2021-04-17 00:00:00,169,9,0.0532544378698225,34.0,16.0,0.4705882352941176
2021-04-16 00:00:00,348,14,0.0402298850574713,61.0,30.0,0.4918032786885246
2021-04-15 00:00:00,403,18,0.0446650124069479,159.0,84.0,0.5283018867924528
2021-04-14 00:00:00,513,23,0.0448343079922027,31.0,21.0,0.6774193548387096
2021-04-13 00:00:00,717,15,0.0209205020920502,13.0,6.0,0.4615384615384616
2021-04-12 00:00:00,556,17,0.0305755395683453,13.0,6.0,0.4615384615384616
2021-04-11 00:00:00,186,7,0.0376344086021505,,,
2021-04-10 00:00:00,191,8,0.0418848167539267,221.0,116.0,0.5248868778280544
2021-04-09 00:00:00,333,10,0.03003003003003,132.0,71.0,0.5378787878787878
2021-04-08 00:00:00,382,9,0.0235602094240838,31.0,15.0,0.4838709677419356
2021-04-07 00:00:00,485,15,0.0309278350515464,34.0,13.0,0.3823529411764706
2021-04-06 00:00:00,688,11,0.0159883720930233,20.0,9.0,0.45
2021-04-05 00:00:00,553,17,0.0307414104882459,9.0,5.0,0.5555555555555556
2021-04-04 00:00:00,136,8,0.0588235294117647,2.0,1.0,0.5
2021-04-03 00:00:00,195,11,0.0564102564102564,4.0,1.0,0.25
2021-04-02 00:00:00,332,9,0.0271084337349398,32.0,15.0,0.46875
2021-04-01 00:00:00,393,14,0.0356234096692112,17.0,9.0,0.5294117647058824
