date,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO
2021-06-11 00:00:00,3,0,0,,,
2021-06-10 00:00:00,101,2,0.0198019801980198,3.0,3.0,1
2021-06-09 00:00:00,187,3,0.0160427807486631,2.0,1.0,0.5
2021-06-08 00:00:00,243,6,0.0246913580246914,38.0,34.0,0.8947368421052632
2021-06-07 00:00:00,264,2,0.0075757575757576,6.0,3.0,0.5
2021-06-06 00:00:00,106,1,0.0094339622641509,,,
2021-06-05 00:00:00,157,1,0.0063694267515924,17.0,11.0,0.6470588235294118
2021-06-04 00:00:00,284,4,0.0140845070422535,40.0,20.0,0.5
2021-06-03 00:00:00,239,10,0.0418410041841004,42.0,22.0,0.5238095238095238
2021-06-02 00:00:00,295,6,0.0203389830508475,5.0,3.0,0.6
2021-06-01 00:00:00,340,7,0.0205882352941176,8.0,5.0,0.625
2021-05-31 00:00:00,127,3,0.0236220472440945,,,
2021-05-30 00:00:00,103,0,0,2.0,1.0,0.5
2021-05-29 00:00:00,98,3,0.0306122448979592,13.0,6.0,0.4615384615384616
2021-05-28 00:00:00,282,6,0.0212765957446809,20.0,5.0,0.25
2021-05-27 00:00:00,248,8,0.032258064516129,32.0,5.0,0.15625
2021-05-26 00:00:00,301,6,0.0199335548172757,46.0,26.0,0.5652173913043478
2021-05-25 00:00:00,276,8,0.0289855072463768,86.0,44.0,0.5116279069767442
2021-05-24 00:00:00,294,6,0.0204081632653061,7.0,4.0,0.5714285714285714
2021-05-23 00:00:00,86,0,0,,,
2021-05-22 00:00:00,115,5,0.0434782608695652,35.0,20.0,0.5714285714285714
2021-05-21 00:00:00,255,4,0.0156862745098039,10.0,5.0,0.5
2021-05-20 00:00:00,234,3,0.0128205128205128,122.0,67.0,0.5491803278688526
2021-05-19 00:00:00,292,6,0.0205479452054795,3.0,2.0,0.6666666666666666
2021-05-18 00:00:00,324,8,0.0246913580246914,7.0,2.0,0.2857142857142857
2021-05-17 00:00:00,363,8,0.0220385674931129,11.0,2.0,0.1818181818181818
2021-05-16 00:00:00,122,0,0,1.0,0.0,0
2021-05-15 00:00:00,131,2,0.0152671755725191,70.0,36.0,0.5142857142857142
2021-05-14 00:00:00,269,4,0.0148698884758364,69.0,34.0,0.4927536231884058
2021-05-13 00:00:00,298,7,0.023489932885906,30.0,16.0,0.5333333333333334
2021-05-12 00:00:00,315,8,0.0253968253968254,52.0,28.0,0.5384615384615384
