date,Gila_cume,Gila
2020-12-17 00:00:00,182,
2020-12-18 00:00:00,299,117
2020-12-20 00:00:00,300,1
2020-12-21 00:00:00,390,90
2020-12-22 00:00:00,457,67
2020-12-23 00:00:00,587,130
2020-12-24 00:00:00,728,141
2020-12-26 00:00:00,753,25
2020-12-27 00:00:00,759,6
2020-12-28 00:00:00,1072,313
2020-12-29 00:00:00,1314,242
2020-12-30 00:00:00,1566,252
2020-12-31 00:00:00,1800,234
2021-01-01 00:00:00,1803,3
2021-01-02 00:00:00,2004,201
2021-01-03 00:00:00,2005,1
2021-01-04 00:00:00,2236,231
2021-01-05 00:00:00,2571,335
2021-01-06 00:00:00,2840,269
2021-01-07 00:00:00,3455,615
2021-01-08 00:00:00,3979,524
2021-01-09 00:00:00,4009,30
2021-01-11 00:00:00,4278,269
2021-01-12 00:00:00,4461,183
2021-01-13 00:00:00,4666,205
2021-01-14 00:00:00,5037,371
2021-01-15 00:00:00,5661,624
2021-01-16 00:00:00,5664,3
2021-01-18 00:00:00,5777,113
2021-01-19 00:00:00,6179,402
2021-01-20 00:00:00,6616,437
2021-01-21 00:00:00,7134,518
2021-01-22 00:00:00,7306,172
2021-01-23 00:00:00,7460,154
2021-01-25 00:00:00,7750,290
2021-01-26 00:00:00,7941,191
2021-01-27 00:00:00,8394,453
2021-01-28 00:00:00,9076,682
2021-01-29 00:00:00,9576,500
2021-01-30 00:00:00,9943,367
2021-01-31 00:00:00,9954,11
2021-02-01 00:00:00,10397,443
2021-02-02 00:00:00,11074,677
2021-02-03 00:00:00,11766,692
2021-02-04 00:00:00,12742,976
2021-02-05 00:00:00,13596,854
2021-02-06 00:00:00,14155,559
2021-02-07 00:00:00,14166,11
2021-02-08 00:00:00,14571,405
2021-02-09 00:00:00,15155,584
2021-02-10 00:00:00,15604,449
2021-02-11 00:00:00,15998,394
2021-02-12 00:00:00,16686,688
2021-02-13 00:00:00,17765,1079
2021-02-14 00:00:00,18336,571
2021-02-15 00:00:00,18482,146
2021-02-16 00:00:00,18947,465
2021-02-17 00:00:00,19356,409
2021-02-18 00:00:00,19894,538
2021-02-19 00:00:00,20310,416
2021-02-20 00:00:00,20666,356
2021-02-22 00:00:00,20815,149
2021-02-23 00:00:00,21138,323
2021-02-24 00:00:00,21414,276
2021-02-25 00:00:00,21930,516
2021-02-26 00:00:00,22380,450
2021-02-27 00:00:00,24196,1816
2021-02-28 00:00:00,25094,898
2021-03-01 00:00:00,25388,294
2021-03-02 00:00:00,25775,387
2021-03-03 00:00:00,26162,387
2021-03-04 00:00:00,26896,734
2021-03-05 00:00:00,27211,315
2021-03-06 00:00:00,27745,534
2021-03-07 00:00:00,27769,24
2021-03-08 00:00:00,28040,271
2021-03-09 00:00:00,28614,574
2021-03-10 00:00:00,29036,422
2021-03-11 00:00:00,30454,1418
2021-03-12 00:00:00,30956,502
2021-03-13 00:00:00,32359,1403
2021-03-14 00:00:00,32884,525
2021-03-15 00:00:00,33066,182
2021-03-16 00:00:00,33520,454
2021-03-17 00:00:00,33732,212
2021-03-18 00:00:00,34111,379
2021-03-19 00:00:00,34413,302
2021-03-20 00:00:00,34750,337
2021-03-22 00:00:00,34943,193
2021-03-23 00:00:00,35185,242
2021-03-24 00:00:00,35350,165
2021-03-25 00:00:00,35692,342
2021-03-26 00:00:00,35897,205
2021-03-27 00:00:00,37690,1793
2021-03-28 00:00:00,38504,814
2021-03-29 00:00:00,38787,283
2021-03-30 00:00:00,38945,158
2021-03-31 00:00:00,39091,146
2021-04-01 00:00:00,39802,711
2021-04-02 00:00:00,40059,257
2021-04-03 00:00:00,40106,47
2021-04-04 00:00:00,40116,10
2021-04-05 00:00:00,40327,211
2021-04-06 00:00:00,40842,515
2021-04-07 00:00:00,41034,192
2021-04-08 00:00:00,41528,494
2021-04-09 00:00:00,41820,292
2021-04-10 00:00:00,42389,569
2021-04-11 00:00:00,42405,16
2021-04-12 00:00:00,42562,157
2021-04-13 00:00:00,42690,128
2021-04-14 00:00:00,42745,55
2021-04-15 00:00:00,42998,253
