date,pcr_tests,pcr_positivity,ser_tests,ser_positivity
2020-08-30 00:00:00,11,0.0,,
2020-08-29 00:00:00,961,0.0509885535900104,83,0.1204819277108434
2020-08-28 00:00:00,4853,0.0484236554708428,1214,0.1095551894563427
2020-08-27 00:00:00,6304,0.0485406091370558,1047,0.1566380133715378
2020-08-26 00:00:00,8966,0.0417131385233103,1007,0.1549155908639524
2020-08-25 00:00:00,9102,0.035816304108987,1497,0.1209084836339346
2020-08-24 00:00:00,9936,0.0569645732689211,1293,0.1307037896365043
2020-08-23 00:00:00,3823,0.0473450170023542,403,0.0818858560794045
2020-08-22 00:00:00,4342,0.055043758636573,557,0.0987432675044883
2020-08-21 00:00:00,7683,0.0462059091500716,1456,0.1572802197802198
2020-08-20 00:00:00,7323,0.0452000546224225,1320,0.1507575757575758
2020-08-19 00:00:00,8137,0.051124493056409,1120,0.1348214285714286
2020-08-18 00:00:00,9859,0.0434121107617405,1719,0.1279813845258872
2020-08-17 00:00:00,10958,0.0443511589706151,1578,0.1482889733840304
2020-08-16 00:00:00,4277,0.0446574701893851,480,0.0958333333333333
2020-08-15 00:00:00,5587,0.0644352962233757,580,0.1206896551724138
2020-08-14 00:00:00,9128,0.0497370727432077,1608,0.1417910447761194
2020-08-13 00:00:00,7909,0.0614489821722089,1458,0.1673525377229081
2020-08-12 00:00:00,9574,0.0504491330687278,1430,0.1468531468531469
2020-08-11 00:00:00,9766,0.0607208683186566,1877,0.1587639850825786
2020-08-10 00:00:00,10192,0.0627943485086342,1532,0.1338120104438642
2020-08-09 00:00:00,4957,0.0570909824490619,419,0.0859188544152745
2020-08-08 00:00:00,5803,0.0661726693089781,550,0.1036363636363636
2020-08-07 00:00:00,8072,0.0738354806739346,1688,0.139218009478673
2020-08-06 00:00:00,8046,0.0789212030822769,1445,0.1653979238754325
2020-08-05 00:00:00,7834,0.0818228235894818,1277,0.2012529365700862
2020-08-04 00:00:00,7909,0.0829434821089898,1866,0.1296891747052519
2020-08-03 00:00:00,9451,0.0930060311078193,1905,0.1333333333333333
2020-08-02 00:00:00,4228,0.0905865657521287,415,0.0987951807228916
2020-08-01 00:00:00,6375,0.0818823529411765,554,0.1137184115523466
2020-07-31 00:00:00,9482,0.0776207551149547,2000,0.135
2020-07-30 00:00:00,7992,0.1046046046046046,1869,0.1514178705189941
2020-07-29 00:00:00,8249,0.0977088131894775,1943,0.1322696860524962
2020-07-28 00:00:00,8443,0.1101504204666588,2439,0.1246412464124641
2020-07-27 00:00:00,10004,0.1139544182327069,2219,0.1167192429022082
2020-07-26 00:00:00,4891,0.1185851564097322,362,0.0911602209944751
2020-07-25 00:00:00,7198,0.1165601555987775,533,0.1200750469043152
2020-07-24 00:00:00,10724,0.1097538232002984,2351,0.1390897490429605
2020-07-23 00:00:00,10386,0.1170806855382246,1999,0.128064032016008
2020-07-22 00:00:00,11964,0.1154296221999331,1860,0.1279569892473118
2020-07-21 00:00:00,12434,0.1192697442496381,2575,0.1188349514563107
2020-07-20 00:00:00,12325,0.134685598377282,2498,0.1317053642914332
2020-07-19 00:00:00,5640,0.1264184397163121,390,0.1153846153846154
2020-07-18 00:00:00,10108,0.129996042738425,566,0.0971731448763251
2020-07-17 00:00:00,16290,0.125414364640884,2342,0.1259607173356106
2020-07-16 00:00:00,14519,0.1455334389420759,1872,0.139957264957265
2020-07-15 00:00:00,16493,0.1524889346995695,1874,0.1355389541088581
2020-07-14 00:00:00,16829,0.1637055083486838,2418,0.119520264681555
2020-07-13 00:00:00,15409,0.1737945356609774,2414,0.1151615575807788
2020-07-12 00:00:00,6541,0.1955358507873414,478,0.1087866108786611
2020-07-11 00:00:00,9919,0.1859058372819841,709,0.1297602256699577
2020-07-10 00:00:00,17298,0.1748178980228928,2487,0.0884599919581826
2020-07-09 00:00:00,18996,0.1737734259844178,2297,0.0944710491946017
2020-07-08 00:00:00,18516,0.1898898250162022,2217,0.1010374379792512
2020-07-07 00:00:00,19235,0.188406550558877,2784,0.0750718390804598
2020-07-06 00:00:00,18769,0.194682721508871,2285,0.0796498905908096
2020-07-05 00:00:00,6523,0.2425264448873218,404,0.0643564356435644
2020-07-04 00:00:00,6243,0.2136793208393401,525,0.0761904761904762
2020-07-03 00:00:00,13462,0.1955132966869707,846,0.0520094562647754
2020-07-02 00:00:00,20745,0.184767413834659,2624,0.0846036585365854
2020-07-01 00:00:00,20208,0.1968527315914489,2756,0.0729317851959361
2020-06-30 00:00:00,20403,0.2043326961721316,2747,0.0600655260283946
2020-06-29 00:00:00,20059,0.2145670272695548,3480,0.0781609195402299
2020-06-28 00:00:00,7427,0.2354921233337822,511,0.0450097847358121
2020-06-27 00:00:00,11115,0.2278902384165542,843,0.036773428232503
2020-06-26 00:00:00,18796,0.1948286869546712,3613,0.0617215610296153
2020-06-25 00:00:00,18296,0.1962177525142108,3387,0.0563920873929731
2020-06-24 00:00:00,18430,0.1892023874118286,3415,0.053294289897511
2020-06-23 00:00:00,18104,0.1759279717189571,3535,0.0602545968882603
2020-06-22 00:00:00,16558,0.1962797439304264,2838,0.0415785764622974
2020-06-21 00:00:00,6065,0.2341302555647156,648,0.0478395061728395
2020-06-20 00:00:00,9990,0.2066066066066066,811,0.0345252774352651
2020-06-19 00:00:00,16792,0.1706169604573607,3345,0.0367713004484305
2020-06-18 00:00:00,15795,0.1729661285216841,2999,0.03567855951984
2020-06-17 00:00:00,13851,0.1864125333910909,2686,0.0416976917349218
2020-06-16 00:00:00,13897,0.1664387997409513,3545,0.0330042313117066
2020-06-15 00:00:00,13428,0.1648048853142687,2690,0.0330855018587361
