date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2021-04-06 00:00:00,15,,,2.0,,,,,1.0,12.0,,,,,,
2021-04-05 00:00:00,202,,,9.0,1.0,8.0,49.0,1.0,2.0,111.0,,1.0,,1.0,16.0,3.0
2021-04-04 00:00:00,156,,2.0,6.0,1.0,13.0,15.0,1.0,8.0,108.0,,,,,2.0,
2021-04-03 00:00:00,424,2.0,4.0,12.0,2.0,23.0,46.0,1.0,14.0,296.0,,,,2.0,16.0,6.0
2021-04-02 00:00:00,625,8.0,9.0,8.0,2.0,47.0,88.0,7.0,15.0,403.0,1.0,,,2.0,22.0,13.0
2021-04-01 00:00:00,659,2.0,13.0,12.0,7.0,36.0,82.0,7.0,16.0,457.0,,,3.0,2.0,21.0,1.0
2021-03-31 00:00:00,719,1.0,10.0,6.0,8.0,47.0,90.0,13.0,17.0,495.0,,,,5.0,18.0,9.0
2021-03-30 00:00:00,766,1.0,12.0,7.0,8.0,43.0,125.0,12.0,27.0,492.0,1.0,2.0,2.0,3.0,26.0,5.0
2021-03-29 00:00:00,729,4.0,8.0,17.0,5.0,51.0,108.0,14.0,29.0,453.0,3.0,,1.0,7.0,17.0,12.0
2021-03-28 00:00:00,365,,1.0,7.0,7.0,24.0,39.0,1.0,13.0,261.0,,,1.0,4.0,4.0,3.0
2021-03-27 00:00:00,439,2.0,4.0,9.0,2.0,19.0,66.0,13.0,9.0,298.0,3.0,,1.0,4.0,6.0,3.0
2021-03-26 00:00:00,658,,9.0,21.0,3.0,58.0,95.0,3.0,17.0,411.0,,,1.0,2.0,28.0,10.0
2021-03-25 00:00:00,687,1.0,15.0,19.0,13.0,57.0,105.0,5.0,15.0,415.0,1.0,,,6.0,25.0,10.0
2021-03-24 00:00:00,661,5.0,13.0,17.0,7.0,38.0,88.0,8.0,22.0,422.0,,,5.0,12.0,14.0,10.0
2021-03-23 00:00:00,678,2.0,12.0,17.0,7.0,59.0,84.0,3.0,24.0,442.0,1.0,,1.0,3.0,11.0,12.0
2021-03-22 00:00:00,733,7.0,22.0,17.0,4.0,52.0,101.0,12.0,17.0,457.0,,,3.0,8.0,14.0,19.0
2021-03-21 00:00:00,351,1.0,5.0,3.0,2.0,25.0,42.0,3.0,12.0,243.0,2.0,,3.0,5.0,1.0,4.0
2021-03-20 00:00:00,390,1.0,5.0,2.0,2.0,29.0,48.0,2.0,14.0,265.0,1.0,,,2.0,8.0,11.0
2021-03-19 00:00:00,519,4.0,11.0,7.0,4.0,40.0,67.0,6.0,25.0,341.0,,,1.0,2.0,1.0,10.0
