Category,value
tests,14065735
day,
pos,
est_pos,
total_pos,
APACHE,77727
COCHISE,162661
COCONINO,364897
GILA,96620
GRAHAM,33084
GREENLEE,3611
LA PAZ,26827
MARICOPA,8508115
MOHAVE,298029
NAVAJO,181573
PIMA,2232381
PINAL,903155
SANTA CRUZ,76993
YAVAPAI,298954
YUMA,311139
0_5,
Less than 20 years,2464927
20 - 44 years,5956068
45 - 54 years,1842062
55 - 64 years,1706924
65 years and older,2056481
Unknown,39273
positive,0.0974264053744792
